,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
78,79,Ednélio Rodrigues,,24,74.83,$744,12,3,25%
79,79,Caelan Reynolds,,24,74.75,"$2,024",6,2,33.33%
80,81,Paulo Eduardo Rossetto,,23,83.25,$389,10,2,20%
81,81,Hunter Ball,,23,86.50,"$1,279",5,1,20%
82,83,Jake Dunham,,22,85.00,"$1,249",2,1,50%
83,84,Mason Collins,,21.50,79.50,$328,8,2,25%
84,85,Gage Gay,,21,86.50,"$1,943",6,1,16.67%
85,85,Andrei Scoparo,,21,85.00,$944,3,1,33.33%
86,87,Hagen Meeks,,20,84.50,"$1,118",4,1,25%
87,87,Alex Cantoral,,20,61.00,$851,7,1,14.29%
88,89,Tyce Willis,,19,83.00,$979,6,1,16.67%
89,89,Braidy Randolph,,19,85.50,$925,3,1,33.33%
90,91,Trey Benton III,,18,85.00,$786,2,1,50%
91,91,Cody West,,18,86.00,$837,3,1,33.33%
92,91,Garrett Crist,,18,79.50,"$2,108",2,1,50%
93,94,Leonardo Castro,,17.50,81.00,$843,5,1,20%
94,94,Dylan Fontenot,,17.50,85.00,$735,9,1,11.11%
95,96,Flavio Zivieri,,17,86.00,$666,2,1,50%
96,96,Jack Bates,,17,84.00,$840,6,1,16.67%
97,98,Julio Cesar Marques,,16,83.50,"$100,000",5,2,40%
98,98,Elijah Mora,,16,86.00,$170,3,1,33.33%
99,100,Thiago Salgado,,15,85.00,$398,4,1,25%
100,100,Matt Allgood,,15,83.50,$477,4,1,25%
101,102,Marco Ortiz,,14,84.00,$407,6,1,16.67%
102,103,Emerson Lopes,,13,84.00,$194,8,1,12.50%
103,103,Rogério Venâncio,,13,84.50,$259,6,1,16.67%
104,105,Cody Teel,,12.50,83.00,$227,2,1,50%
105,107,Claudio Montanha Jr.,,11.50,81.00,$162,3,1,33.33%
106,107,Garrett Jones,,11.50,83.50,$162,2,1,50%
107,109,Darren Wagler,,10.50,81.00,$0,3,1,33.33%
108,110,Elijah Monnett,,10,78.50,$252,4,1,25%
109,110,Cleber Henrique Marques,,10,81.00,$100,3,1,33.33%
110,110,Sam Southern,,10,81.00,$100,1,1,100%
111,110,Anderson de Oliveira,,10,81.00,$100,2,1,50%
112,110,Hayden Ferguson,,10,82.50,$100,1,1,100%
113,115,Andy Guzman,,9,76.00,$961,2,1,50%
114,116,Aaron Williams,,8,81.00,$0,3,1,33.33%
115,116,Jett Harkins,,8,81.00,$0,3,1,33.33%
116,116,João Paulo Fernandes,,8,79.50,$0,2,1,50%
117,116,Dylan Poff,,8,79.50,$0,2,1,50%
118,120,Blake Masden,,7,52.00,$603,3,1,33.33%
119,121,Jaquez Antonio,,4,80.50,$378,2,1,50%
120,122,Douglas Franco,,2,74.75,$200,10,2,20%
121,122,Larenz Tsosie,,2,78.00,$0,5,1,20%
122,124,João Henrique Lucas,,0,0.00,$0,1,0,0%
123,124,Elizmar Jeremias,,0,0.00,$0,1,0,0%
124,124,Ederson Santos,,0,0.00,$0,1,0,0%
125,124,Lorenzo Lopez,,0,0.00,$0,4,0,0%
126,124,Leonardo Lima,,0,0.00,$0,8,0,0%
127,124,Felipe Furlan,,0,0.00,$0,5,0,0%
128,124,Brylee Smith,,0,0.00,$0,3,0,0%
129,124,Gabriel Morais,,0,0.00,$0,4,0,0%
130,124,Zane Cook,,0,0.00,$0,3,0,0%
131,124,Dustin Herman,,0,0.00,$0,5,0,0%
132,124,Gabriel Thiago Da Silva,,0,0.00,$0,4,0,0%
133,124,Boogie Marquez,,0,0.00,$0,3,0,0%
134,124,Perry Schrock,,0,0.00,$0,6,0,0%
135,124,Pokey Houghton,,0,0.00,$0,5,0,0%
136,124,Junio Quaresima,,0,0.00,$0,1,0,0%
137,124,Eric Novoa,,0,0.00,$0,2,0,0%
138,124,Cole Hill,,0,0.00,$0,2,0,0%
139,124,Júlio Félix,,0,0.00,$0,2,0,0%
140,124,Jason Landing,,0,0.00,$0,7,0,0%
141,124,Paulo Ferreira Lima,,0,0.00,$0,1,0,0%
142,124,Leandro Machado,,0,0.00,$0,2,0,0%
143,124,Ashton Slaugh,,0,0.00,$0,5,0,0%
144,124,Douglas Lino de Souza,,0,0.00,$0,5,0,0%
145,124,Casey Coulter,,0,74.00,$0,6,1,16.67%
146,124,Alecio Ferreira da Costa,,0,0.00,$0,8,0,0%
147,124,Jadon Hayes,,0,0.00,$0,6,0,0%
148,124,Arisson Pereira,,0,0.00,$0,5,0,0%
149,124,Dustin Martinez,,0,0.00,$0,6,0,0%
150,124,Vitor Losnake,,0,0.00,$0,5,0,0%
151,124,Jacob David,,0,0.00,$0,4,0,0%
152,124,Chance Thomas,,0,0.00,$0,3,0,0%
153,124,Collin Williams,,0,0.00,$0,3,0,0%
154,124,Matthew Pinon,,0,0.00,$0,3,0,0%
155,124,Ky Bothum,,0,0.00,$0,4,0,0%
156,124,Jasper Conway,,0,0.00,$0,2,0,0%
157,124,Tristen Marshall,,0,0.00,$0,2,0,0%
158,124,Jerrison Begay,,0,0.00,$0,2,0,0%
159,124,Travis Briscoe,,0,0.00,$0,3,0,0%
160,124,Blaine Logg,,0,0.00,$0,3,0,0%
161,124,AJ Gamboa,,0,0.00,$0,2,0,0%
162,124,Cole Brewer,,0,0.00,$0,2,0,0%
163,124,Tyler Villarreal,,0,0.00,$0,2,0,0%
164,124,Kaue Flora,,0,0.00,$0,3,0,0%
165,124,Darnell Bahe,,0,0.00,$0,2,0,0%
166,124,Trace Brown,,0,0.00,$0,2,0,0%
167,124,Bruno Jose Barros,,0,0.00,$0,2,0,0%
168,124,Dugan Black,,0,0.00,$0,2,0,0%
169,124,Garfield Wilson,,0,0.00,$0,1,0,0%
170,124,Cole Trivette,,0,0.00,$0,2,0,0%
171,124,Matt Hennelly,,0,0.00,$0,2,0,0%
172,124,Austen Hamblin,,0,0.00,$0,2,0,0%
173,124,Bransyn Landon,,0,0.00,$0,2,0,0%
174,124,Ruger Piva,,0,0.00,$0,2,0,0%
175,124,Enos Swartznetruber,,0,0.00,$0,2,0,0%
176,124,Eli Necochea,,0,0.00,$0,1,0,0%
177,124,Dalton Shepard,,0,0.00,$0,1,0,0%
178,124,Jadin Hutchens,,0,0.00,$0,2,0,0%
179,124,Brandon Roper,,0,0.00,$0,2,0,0%
180,124,TyLane Thomas,,0,0.00,$0,1,0,0%
181,124,Bruin Bradshaw,,0,0.00,$0,2,0,0%
182,124,Dakota Johnson,,0,0.00,$0,2,0,0%
183,124,Travis Crisan,,0,0.00,$0,2,0,0%
184,124,Casey Roberts,,0,0.00,$0,1,0,0%
185,124,Jack Strong,,0,0.00,$0,1,0,0%
186,124,Justice Forsythe,,0,0.00,$0,1,0,0%
187,124,Merle Yoder,,0,0.00,$0,2,0,0%
188,124,Keshon Johnson,,0,0.00,$0,1,0,0%
189,124,Josh Stepp,,0,0.00,$0,1,0,0%
190,124,Wylee Hurst,,0,0.00,$0,2,0,0%
191,124,Roman Petersheim,,0,0.00,$0,2,0,0%
192,124,Marcelo De Souza Dias Junior,,0,0.00,$0,1,0,0%
193,124,Colby Gravier,,0,0.00,$0,2,0,0%
194,124,Hayden Welsh,,0,78.00,$100,3,1,33.33%
195,124,Saul Zambrano,,0,0.00,$0,8,0,0%
196,124,Clay Padgett,,0,0.00,$0,8,0,0%
197,124,Ayslan Jeferson,,0,0.00,$0,5,0,0%
198,124,Brock Cooper,,0,0.00,$0,7,0,0%
199,124,Cody Bumpaous,,0,0.00,$0,5,0,0%
200,124,Mario Dubon,,0,0.00,$0,6,0,0%
201,124,Daniel Dealejandro,,0,0.00,$0,4,0,0%
202,124,Eli Vastbinder,,0,0.00,$0,5,0,0%
203,124,Jayden Hicks,,0,0.00,$0,6,0,0%
204,124,Ziggy Pete,,0,0.00,$0,5,0,0%
205,124,Colt Morrow,,0,0.00,$0,5,0,0%
206,124,Cody McCarroll,,0,0.00,$0,5,0,0%
207,124,Lane Wilkins,,0,0.00,$0,3,0,0%
208,124,Vitor Manoel Dias,,0,0.00,$0,3,0,0%
209,124,Tell Jacobs,,0,0.00,$0,4,0,0%
210,124,Anthony Lyons,,0,0.00,$0,5,0,0%
211,124,JC Mortensen,,0,0.00,$0,5,0,0%
212,124,Yan Victor Cunha,,0,0.00,$0,3,0,0%
213,124,Venn Johns,,0,0.00,$0,4,0,0%
214,124,Bennie Shetler,,0,0.00,$0,6,0,0%
215,124,Eikson Pereira,,0,0.00,$0,3,0,0%
216,124,Gavin Michel,,0,0.00,$0,3,0,0%
217,124,Mickey Andrews,,0,0.00,$0,3,0,0%
218,124,Jaemerson Robson,,0,0.00,$0,4,0,0%
219,124,Skylar Carson,,0,0.00,$0,3,0,0%
220,124,Jonathan Souza,,0,0.00,$0,6,0,0%
221,124,Hudson Frey,,0,0.00,$0,3,0,0%
222,124,Ethan Winckler,,0,0.00,$0,3,0,0%
223,124,Tyler McVay,,0,0.00,$0,4,0,0%
224,124,Levi Irving,,0,0.00,$0,4,0,0%
225,124,Zeke Martinez,,0,0.00,$0,4,0,0%
226,124,Wyatt Moulton,,0,0.00,$0,5,0,0%
227,124,Wyatt Austin,,0,0.00,$0,2,0,0%
228,124,JaCauy Hale,,0,0.00,$0,2,0,0%
229,124,Corey Dryden,,0,0.00,$0,2,0,0%
230,124,Quinten Panarra,,0,0.00,$0,2,0,0%
231,124,Colby Hill,,0,0.00,$0,2,0,0%
232,124,Natanael Serra Aires,,0,0.00,$0,2,0,0%
233,124,Chris Villanueva,,0,0.00,$0,2,0,0%
234,124,Pedro Henrique Lima Fernandes,,0,0.00,$0,2,0,0%
235,124,Leonardo Fernandes Dos Santos,,0,0.00,$0,2,0,0%
236,124,Diego Sanchez,,0,0.00,$0,2,0,0%
237,124,Brandon Hoppe,,0,0.00,$0,3,0,0%
238,124,Roberto Andrade,,0,0.00,$0,2,0,0%
239,124,Javonte Williams,,0,0.00,$0,2,0,0%
240,124,Brody Robinson,,0,0.00,$0,3,0,0%
241,124,D'Angelo Gorduno,,0,0.00,$0,2,0,0%
242,124,Charlie Hayes,,0,0.00,$0,3,0,0%
243,124,Marcio Lima,,0,0.00,$0,2,0,0%
244,124,Lucas Bonfim Dos Santos,,0,0.00,$0,2,0,0%
245,124,Sawyer Sibley,,0,0.00,$0,2,0,0%
246,124,Austin Paley,,0,0.00,$0,3,0,0%
247,124,Savion Strain,,0,0.00,$0,4,0,0%
248,124,Garrion Hull,,0,0.00,$0,2,0,0%
249,124,Colt Robinson,,0,0.00,$0,2,0,0%
250,124,Marco Eguchi,,0,0.00,$0,2,0,0%
251,124,Luiz Americo P. Silva,,0,0.00,$0,3,0,0%
252,124,Hazen Casperson,,0,0.00,$0,3,0,0%
253,124,Ryan Krumm,,0,0.00,$0,2,0,0%
254,124,Stetson Bennett,,0,0.00,$0,4,0,0%
255,124,Brian Jensen,,0,0.00,$0,3,0,0%
256,124,Steven Garrigan,,0,0.00,$0,2,0,0%
257,124,Jesse Willis,,0,0.00,$0,1,0,0%
258,124,Chris Durbin,,0,0.00,$0,2,0,0%
259,124,Jace Savoy,,0,0.00,$0,1,0,0%
260,124,Jacob Hostetler,,0,0.00,$0,2,0,0%
261,124,Tyson Montano,,0,0.00,$0,1,0,0%
262,124,Kye Quinonez,,0,0.00,$0,1,0,0%
263,124,Joren Rodriguez,,0,0.00,$0,1,0,0%
264,124,Erik Rodriguez,,0,0.00,$0,1,0,0%
265,124,Tahj Wells,,0,0.00,$0,3,0,0%
266,124,Logan Durham,,0,0.00,$0,1,0,0%
267,124,Ryan Tanner,,0,0.00,$0,2,0,0%
268,124,Bennett Weindel,,0,0.00,$0,3,0,0%
269,124,Jonathan Moore,,0,0.00,$0,2,0,0%
270,124,Dyon Begay,,0,0.00,$0,1,0,0%
271,124,Kyle Broadwater,,0,0.00,$0,1,0,0%
272,124,Ryan Davis,,0,0.00,$0,2,0,0%
273,124,John Davis,,0,0.00,$0,1,0,0%
274,124,Christian Sustaita,,0,0.00,$0,1,0,0%
275,124,Marco Diaz,,0,0.00,$0,2,0,0%
276,124,Ray Mayo,,0,0.00,$0,1,0,0%
277,124,Alisson De Souza,,0,0.00,$0,2,0,0%
278,124,Kanyon Gaines,,0,0.00,$0,2,0,0%
279,124,Alan de Souza,,0,0.00,$0,1,0,0%
280,124,Hector Cardona,,0,0.00,$0,1,0,0%
281,124,Edson Benassi Junior,,0,0.00,$0,2,0,0%
282,124,Cole Wagner,,0,0.00,$0,2,0,0%
283,124,Tristan O'Neal,,0,0.00,$0,2,0,0%
284,124,Boudreaux Campbell,,0,0.00,$0,1,0,0%
285,124,Rafael dos Santos,,0,0.00,$0,1,0,0%
286,124,Hunter Salter,,0,0.00,$0,1,0,0%
287,124,Kyle Toth,,0,0.00,$0,2,0,0%
288,124,Wyle Wells,,0,0.00,$0,3,0,0%
289,124,Leandro Aparecido da Silva,,0,0.00,$0,2,0,0%
290,124,Billy Quillan,,0,0.00,$0,1,0,0%
291,124,Aaron Adkins,,0,0.00,$0,1,0,0%
292,124,Jacob Lake,,0,0.00,$0,2,0,0%
293,124,Cameron Delano,,0,0.00,$0,1,0,0%
294,124,Brock Poulin,,0,0.00,$0,1,0,0%
295,124,Trevor Taghon,,0,0.00,$0,1,0,0%
296,124,Rafael Anderson de Sena,,0,0.00,$0,1,0,0%
297,124,Bryce Jensen,,0,0.00,$0,1,0,0%
298,124,Caleb O'Shea,,0,0.00,$0,2,0,0%
299,124,Daron Powers,,0,0.00,$0,1,0,0%
300,124,Alonson Esquivias Alcala,,0,0.00,$0,1,0,0%
301,124,Hector Lerma,,0,0.00,$0,1,0,0%
302,124,Lance Lara,,0,0.00,$0,1,0,0%
303,124,Anthony Hopen,,0,0.00,$0,1,0,0%
304,124,Jerry Martinez,,0,0.00,$0,2,0,0%
305,124,Waylon Buquoi,,0,0.00,$0,1,0,0%
306,124,Jacob Fine,,0,0.00,$0,1,0,0%
307,124,Hoak Corrgetlli,,0,0.00,$0,2,0,0%
308,124,Melecio Briggs,,0,0.00,$0,1,0,0%
309,124,Ryer Pete,,0,0.00,$0,1,0,0%
310,124,Jack Dukes,,0,0.00,$0,2,0,0%
311,124,Milson Gomes Santana,,0,0.00,$0,1,0,0%
312,124,Kade Reed,,0,0.00,$0,1,0,0%
313,124,Richard Olivas,,0,0.00,$0,1,0,0%
314,124,Milo Dillard,,0,0.00,$0,1,0,0%
315,124,Logan Warwick,,0,0.00,$0,2,0,0%
316,124,Wyatt Vineyard,,0,0.00,$0,1,0,0%
317,124,Rodrigo Junior Rodrigues de Paula,,0,0.00,$0,1,0,0%
318,124,Cole Benton,,0,0.00,$0,1,0,0%
319,124,Anden Ajlouni,,0,0.00,$0,1,0,0%
320,124,Blake Shepard,,0,0.00,$0,1,0,0%
321,124,Isaiah Florendo,,0,0.00,$0,1,0,0%
322,124,Ryan Moore,,0,0.00,$0,2,0,0%
323,124,Chalito Rucobo,,0,0.00,$0,1,0,0%
324,124,Garet Holden,,0,0.00,$0,1,0,0%
325,124,Cutter Woollard,,0,0.00,$0,2,0,0%
326,124,Paulo Henrique da Silva,,0,0.00,$0,1,0,0%
327,124,Kristopher Baker,,0,0.00,$0,1,0,0%
328,124,Jacob Carige,,0,0.00,$0,1,0,0%
329,124,Elijah Lankford,,0,0.00,$0,2,0,0%
330,124,Tyreese Tyndall,,0,0.00,$0,1,0,0%
331,124,Wyatt Bingham,,0,0.00,$0,1,0,0%
332,124,Cash Keeling,,0,0.00,$0,1,0,0%
333,124,Wyatt Lacy,,0,0.00,$0,1,0,0%
334,124,Jacob Hershberger,,0,0.00,$0,2,0,0%
335,124,Conner Howard,,0,0.00,$0,2,0,0%
336,124,Cesar Talamantes,,0,0.00,$0,1,0,0%
337,124,Arthur Peralta,,0,0.00,$0,2,0,0%
338,124,Sergio Cantoral,,0,0.00,$0,1,0,0%
339,124,Tanner Wentland,,0,0.00,$0,2,0,0%
340,124,Fernando Mayans,,0,0.00,$0,1,0,0%
341,124,Mitchell Flaming,,0,0.00,$0,1,0,0%
342,124,Jordan Wenger,,0,0.00,$0,1,0,0%
343,124,Melvin Byler,,0,0.00,$0,1,0,0%
344,124,Mykah Bonaparte,,0,0.00,$0,2,0,0%
345,124,JC Merriott,,0,0.00,$0,2,0,0%
346,124,Cody Kingery,,0,0.00,$0,2,0,0%
347,124,Caden Bunch,,0,0.00,$0,1,0,0%
348,124,Brandon Ferguson,,0,0.00,$0,2,0,0%
349,124,Billy Stephenson,,0,0.00,$0,1,0,0%
350,124,Alex Koberstein,,0,0.00,$0,2,0,0%
