,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
32,33,Lucas Eduardo Silva,,176.50,84.38,"$13,995",11,8,72.73%
33,34,Ayslan Jeferson,,174,84.46,"$23,398",23,14,60.87%
34,35,Jerson Arantes,,164.50,83.15,"$12,280",19,13,68.42%
35,36,Leonardo dos Reis,,163,83.00,"$16,860",31,16,51.61%
36,37,Vinicius Rodrigues Pereira,,146,83.41,"$10,833",26,14,53.85%
37,38,Ronaldo Santos Jr.,,137.50,84.66,"$14,044",21,11,52.38%
38,39,João Vitor Monteiro dos Santos,,133,82.73,"$10,185",25,15,60%
39,40,Leandro Zampollo,,127,84.53,"$7,518",19,9,47.37%
40,41,José Marcos Filho,,126.50,80.61,"$9,610",20,14,70%
41,42,Leandro da Silva,,126,83.08,"$16,800",13,10,76.92%
42,43,Marcos Vinicios dos Santos,,122,84.33,"$18,384",13,12,92.31%
43,44,Rafael Jose de Brito,,121,84.22,"$17,680",19,8,42.11%
44,45,Danilo Luiz da Silva,,119.50,80.41,"$7,403",30,16,53.33%
45,46,Guilherme da Silveira,,117,83.67,"$21,138",15,9,60%
46,47,Bruno Roberto,,112,84.31,"$5,760",16,8,50%
47,48,Alan de Souza,,111,84.55,"$7,075",10,5,50%
48,49,Paulo Henrique da Silva,,110.50,85.17,"$8,335",20,9,45%
49,50,Dimas Neto,,107.50,81.71,"$5,655",24,14,58.33%
50,51,Wanderson Silva,,106,84.72,"$10,745",21,8,38.10%
51,52,Carlos Eduardo Cunha Barbosa,,102,83.93,"$7,616",21,10,47.62%
52,53,Vitor Hugo Costa,,99.50,83.53,"$9,720",20,9,45%
53,54,Walker Arce,,98.50,79.18,"$6,795",23,14,60.87%
54,55,Cesar Henrique Silva,,93.50,81.31,"$6,098",29,12,41.38%
55,56,João Paulo de Morais,,92.50,81.20,"$13,181",33,15,45.45%
56,57,Felipe Rangel Pereira,,91.50,84.63,"$11,640",16,8,50%
57,58,Leandro Francisco,,89,81.98,"$3,530",22,12,54.55%
58,59,João Marcelo Marrafon,,87.50,84.41,"$7,480",16,8,50%
59,60,Diego do Amaral,,87.33,83.00,"$15,468",15,8,53.33%
60,61,Rafael Wermond Lopes,,83.50,82.14,"$10,525",12,7,58.33%
61,62,João Lucas Campos,,83,82.50,"$8,450",5,4,80%
62,63,Matheus Lima dos Santos,,81.50,79.85,"$1,331",22,10,45.45%
63,64,Luiz Felipe Santos,,78.50,80.06,"$13,819",13,8,61.54%
64,65,Welison de Oliveira,,72.50,82.79,"$4,492",12,7,58.33%
65,66,Matheus Guisini,,69.33,79.75,"$11,678",12,10,83.33%
66,67,Douglas Xavier da Silva,,67,85.33,"$5,350",5,3,60%
67,68,Adriano Neves dos Santos,,66.50,83.79,"$6,330",13,7,53.85%
68,68,Alisson De Souza,,66.50,81.88,"$3,223",21,8,38.10%
69,70,Jose Ryan dos Santos,,65.50,79.32,$210,27,11,40.74%
70,71,Roberto Junior,,62.50,85.10,"$6,885",13,5,38.46%
71,72,Deivid de Souza,,60,81.70,"$2,640",19,5,26.32%
72,73,Ramon Fiorini,,59.50,81.42,$720,12,6,50%
73,74,Mateus dos Santos,,58.50,83.04,"$2,903",11,7,63.64%
74,75,Antonio Carlos Junior,,57.50,80.69,"$4,158",14,8,57.14%
75,76,Genivan da Silva,,57,78.95,"$4,256",21,10,47.62%
76,77,Elton Toledo,,56,85.70,$900,14,5,35.71%
77,77,Leonardo Zampollo,,56,83.58,"$1,369",17,6,35.29%
78,79,Huan de Souza,,55,83.67,"$2,295",16,6,37.50%
79,80,Vinicius Pinheiro Correa,,54.50,83.42,"$2,109",9,6,66.67%
80,80,Jean da Fonseca,,54.50,80.81,"$2,970",21,8,38.10%
81,82,Nathan Campos,,54,82.80,"$6,705",10,5,50%
82,82,Leonardo Henrique dos Santos,,54,86.40,"$5,942",14,5,35.71%
83,84,João Pedro Duarte,,52,81.70,"$12,570",5,5,100%
84,85,Carlos Souza Filho,,51.50,79.72,"$1,808",20,8,40%
85,86,Clayton da Costa,,50,81.25,"$2,583",15,6,40%
86,87,Emerson Lopes,,49,82.50,"$2,153",15,5,33.33%
87,87,Alison Aguiar,,49,81.55,"$2,200",9,5,55.56%
88,87,Lauro Nunes Vieira,,49,84.81,"$2,025",14,4,28.57%
89,90,Caio Silva,,47,79.75,"$2,940",10,5,50%
90,91,Victor Gabriel Reis,,45.50,80.29,"$1,808",13,7,53.85%
91,92,Eduardo Matos,,44,86.63,"$3,180",4,2,50%
92,92,João Pedro Braga,,44,84.30,"$1,848",11,5,45.45%
93,94,Luciano Ruivo da Silva,,43,81.07,"$1,743",12,7,58.33%
94,94,Natan Santos,,43,82.40,"$1,785",11,5,45.45%
95,94,Silvio Junior,,43,80.38,"$5,403",9,4,44.44%
96,97,Julio Cesar Ribeiro,,41,75.50,"$2,380",12,7,58.33%
97,98,Heitor Araujo,,40,80.58,$150,14,6,42.86%
98,99,Bryan Zacarias,,39.50,85.67,"$3,525",6,3,50%
99,100,Alison dos Santos,,38,76.25,"$6,540",4,4,100%
100,101,Jonathan Queiroz da Silva,,37.50,81.13,"$3,285",5,4,80%
101,102,Nilton Batista,,37,85.13,"$3,638",5,2,40%
102,103,Matheus Klein de Oliveira,,36.50,81.13,"$9,609",4,4,100%
103,104,Paulo Eduardo Rossetto,,34,81.50,$120,4,3,75%
104,105,Mauricio Gulla Moreira,,33,81.06,$440,9,4,44.44%
105,106,Gean Pereira Carvalho,,32.50,81.00,$788,13,5,38.46%
106,107,Natanael Serra Aires,,32,80.50,$540,8,4,50%
107,108,Samuel Thiago,,30,85.88,$240,4,2,50%
108,109,Fredson Fernandes,,28.50,78.30,"$1,550",10,5,50%
109,109,Gabriel Henrique da Silva,,28.50,82.00,"$1,425",8,3,37.50%
110,111,Alvaro Ariel,,28,82.33,$0,18,3,16.67%
111,112,Luiz Americo P. Silva,,27.50,79.25,"$2,022",7,4,57.14%
112,112,Tayson Batista,,27.50,83.08,"$2,850",4,3,75%
113,114,Itamar Junior,,27,84.50,"$2,730",4,3,75%
114,115,Leonardo Castro,,26.50,85.13,$330,8,2,25%
115,116,Marcos Vinicius Vieira,,26,78.86,$360,14,7,50%
116,117,Willian Peres Ribeiro,,25,86.50,"$1,610",4,2,50%
117,118,Italo Leite,,24,82.06,"$1,346",8,4,50%
118,119,Matheus Andrade da Silva,,23.50,80.75,$788,14,4,28.57%
119,120,Natanael Biribili,,23,83.38,$0,4,2,50%
120,121,Adilson Junior,,22.50,85.00,"$1,318",3,2,66.67%
121,121,Wanderson Cleiton de Azevedo,,22.50,80.83,"$1,560",4,3,75%
122,121,Wemerson Alves,,22.50,86.00,$480,6,2,33.33%
123,124,Paulo Henrique Sousa,,22,79.69,$563,8,4,50%
124,124,Pablo Soares,,22,80.83,"$1,335",4,3,75%
125,126,Kayke Rodrigues,,21,82.83,$800,5,3,60%
126,126,Iago Bertollo Araujo,,21,80.00,"$1,013",6,2,33.33%
127,128,Lucas de Camargos,,20.50,84.25,$338,7,2,28.57%
128,128,Dayer Da Costa,,20.50,83.00,$0,5,2,40%
129,130,Juliano Silveira,,20,78.33,"$1,178",4,3,75%
130,130,Marcelo Sousa,,20,75.33,"$3,713",6,3,50%
131,132,Kayke Campos,,19,84.00,$0,4,2,50%
132,133,Higor Soares Ramos,,18.50,78.25,$338,3,2,66.67%
133,134,Guilherme Roberto,,17,80.67,"$1,655",4,3,75%
134,134,Jheymes da Silva,,17,81.75,"$2,419",6,2,33.33%
135,136,Lucas Moraes,,16.50,82.25,"$1,260",3,2,66.67%
136,137,Rafael de Lima,,16,84.50,$480,4,1,25%
137,138,Bruno Carvalho,,15,87.00,$0,2,1,50%
138,139,Iago Silva,,13.50,76.17,$405,4,3,75%
139,139,Marco Antonio Gloria,,13.50,74.00,"$1,122",4,2,50%
140,141,Luiz Miguel de Souza,,13,82.50,$375,6,2,33.33%
141,141,Natercio de Souza,,13,83.25,$563,5,2,40%
142,141,Iury dos Santos,,13,75.92,$240,6,3,50%
143,144,Guilherme Henrique da Costa,,12.50,80.00,$270,5,3,60%
144,145,Andre Silva Souza,,12,87.00,$550,3,1,33.33%
145,145,Matheus Veloso,,12,79.83,$0,6,3,50%
146,145,Vitor Rafael Ortolan,,12,81.38,"$1,065",4,2,50%
147,145,Roberto Ribeiro,,12,86.00,$810,3,1,33.33%
148,145,Brenno Gonçalves,,12,83.50,$0,3,1,33.33%
149,150,Zilmar Rocha,,11.50,81.75,$338,4,2,50%
150,150,Gabriel Henrique dos Santos,,11.50,86.25,$540,2,1,50%
151,150,Leonardo Infante Junior,,11.50,86.25,$506,3,1,33.33%
152,153,Jefferson de Lima,,11,79.00,$0,3,2,66.67%
153,153,Geovani do Nascimento,,11,78.75,$0,3,2,66.67%
154,153,Vinicius Arcanjo de Freitas,,11,72.25,$0,3,2,66.67%
155,156,Leonardo Santos,,10.50,84.00,$405,3,1,33.33%
156,157,Willian Bueno de Oliveira,,10,77.50,$0,5,2,40%
157,157,Bruno de Oliveira,,10,79.25,$0,4,2,50%
158,157,Guilherme Dias Prado,,10,78.50,$210,4,2,50%
159,157,Elias Junior,,10,84.00,$0,3,1,33.33%
160,161,Daniel Pereira,,9.33,87.00,$225,3,1,33.33%
161,162,Winy dos Santos,,9,81.75,$0,3,1,33.33%
162,162,Chaster Pereira,,9,85.50,$0,3,1,33.33%
163,162,Juliano Ferreira,,9,83.00,$0,3,1,33.33%
164,162,Richard Fernandes,,9,81.50,$0,4,1,25%
165,162,Gilson Nazário,,9,83.00,$0,3,1,33.33%
166,162,Diogo dos Santos,,9,81.00,$0,2,1,50%
167,162,Eduardo Dalia Leonardo,,9,86.00,$60,5,1,20%
168,162,João Pereira de Souza,,9,84.00,$0,2,1,50%
169,162,Wenderson do Carmo,,9,83.00,$0,2,1,50%
170,162,Jhonatan Rodrigues,,9,85.25,$0,3,1,33.33%
171,162,Alex Pinati,,9,85.00,$75,3,1,33.33%
172,173,Guilherme Filadelpho,,8,80.00,$0,3,1,33.33%
173,173,Hudson Rongelli,,8,81.00,$0,2,1,50%
174,175,Allan Dias,,3,79.00,$0,3,2,66.67%
175,176,Alexandre da Costa,,2,78.00,$0,2,1,50%
176,176,Décio Miranda,,2,78.00,$0,3,1,33.33%
177,178,Anderson de Almeida,,1.50,81.00,$225,3,1,33.33%
178,179,Marcio Souza,,1,80.00,$0,3,1,33.33%
179,179,João Pedro de Oliveira,,1,76.00,$0,5,1,20%
180,179,Douglas Diogo,,1,75.00,$0,2,1,50%
181,179,Lucas Pereira,,1,73.00,$0,2,1,50%
182,179,João Cesar Ferreira Fernandes,,1,79.75,$0,3,1,33.33%
183,179,Marcos Gomes,,1,82.50,$0,3,1,33.33%
184,179,Thiago Gonçalves,,1,80.50,$0,3,1,33.33%
185,179,Rafael de Oliveira,,1,80.00,$0,3,1,33.33%
186,179,Gabriel de Oliveira,,1,71.50,$0,2,1,50%
187,179,Vanicelio Paiva Lima,,1,68.00,$0,2,1,50%
188,179,Jeferson Bueno de Morais,,1,71.50,$0,3,1,33.33%
189,190,Rafael Parra,,0,0.00,$0,2,0,0%
190,190,Jordans Jordão Jr.,,0,0.00,$0,5,0,0%
191,190,Everton Natan da Silva,,0,75.75,$0,3,1,33.33%
192,190,Maciel Santana,,0,0.00,$0,2,0,0%
193,190,Rubens Barbosa,,0,0.00,$0,6,0,0%
194,190,Guilherme Verão Prado,,0,0.00,$0,2,0,0%
195,190,Welington Tereza,,0,0.00,$0,4,0,0%
196,190,Alex Junio da Silveira,,0,0.00,$0,2,0,0%
197,190,Caique Mendonça,,0,0.00,$0,3,0,0%
198,190,Luiz Gustavo Machado,,0,0.00,$0,2,0,0%
199,190,Kayke da Silva,,0,0.00,$0,2,0,0%
200,190,Fabio dos Santos,,0,0.00,$0,3,0,0%
201,190,Marco Tulio Fernandes,,0,0.00,$0,2,0,0%
202,190,Carlos Henrique Cardoso,,0,0.00,$0,1,0,0%
203,190,Pedro Lucas Ribeiro,,0,0.00,$0,1,0,0%
204,190,Sidney Martins,,0,0.00,$0,1,0,0%
205,190,Kellys Silva da Cunha,,0,70.00,$0,4,1,25%
206,190,Rafael da Paz,,0,76.50,$0,3,1,33.33%
207,190,Luiz Gustavo Souza,,0,0.00,$0,3,0,0%
208,190,Erick Nunes,,0,0.00,$0,4,0,0%
209,190,Vinicius de Almeida,,0,0.00,$0,2,0,0%
210,190,Henrique Marinelli,,0,0.00,$0,2,0,0%
211,190,Nathan de Jesus,,0,0.00,$0,3,0,0%
212,190,Lucas Rodrigues,,0,0.00,$0,3,0,0%
213,190,Antonio Fernandes Neto,,0,0.00,$0,3,0,0%
214,190,Fernando Henrique Santos,,0,0.00,$0,1,0,0%
215,190,Ivan dos Santos,,0,0.00,$0,2,0,0%
216,190,Nicolas dos Santos,,0,0.00,$0,3,0,0%
217,190,Pedro Henrique Machado,,0,0.00,$0,2,0,0%
218,190,Samuel Machado,,0,0.00,$0,3,0,0%
219,190,Samuel da Silva,,0,0.00,$0,3,0,0%
220,190,Felipe Bernardo,,0,0.00,$0,2,0,0%
221,190,Max Gomes,,0,0.00,$0,2,0,0%
222,190,Abraão Silva,,0,0.00,$0,2,0,0%
223,190,Juliano Vanzeli,,0,0.00,$0,2,0,0%
224,190,Bruno Gabriel Pamplona,,0,0.00,$0,1,0,0%
225,190,Deivdson Carvalho da Silva,,0,0.00,$0,1,0,0%
226,190,Eduardo Cristino Mariano,,0,0.00,$0,2,0,0%
227,190,Valter Camargo Aguiar,,0,0.00,$0,2,0,0%
228,190,Kauan Figueiredo,,0,0.00,$0,2,0,0%
229,190,Lucas Peixoto,,0,0.00,$0,2,0,0%
230,190,Patrik de Lima,,0,0.00,$0,2,0,0%
231,190,Willian Carlos de Jesus,,0,0.00,$0,3,0,0%
232,190,Lucas Girola da Silva,,0,0.00,$0,1,0,0%
233,190,José Manoel Neto,,0,0.00,$0,2,0,0%
234,190,João Pedro da Silva,,0,0.00,$0,2,0,0%
235,190,Jhon Calinton de Souza,,0,0.00,$0,2,0,0%
236,190,Lucas Vilela,,0,0.00,$0,3,0,0%
237,190,Kelvin Reis,,0,0.00,$0,3,0,0%
238,190,João Paulo Lopes,,0,0.00,$0,3,0,0%
239,190,José Rodolfo Silva,,0,0.00,$0,2,0,0%
240,190,Fagner Ferreira,,0,0.00,$0,2,0,0%
241,190,Fernando Lopes,,0,0.00,$0,2,0,0%
242,190,Isaneu Gomes,,0,0.00,$0,2,0,0%
243,190,Flávio Cardoso Agostinho,,0,0.00,$0,2,0,0%
244,190,William da Silva,,0,0.00,$0,2,0,0%
245,190,Adriano Carvalho,,0,0.00,$0,2,0,0%
246,190,Reinaldo Campos,,0,0.00,$0,1,0,0%
247,190,João Paulo Chaves,,0,0.00,$0,1,0,0%
248,190,Sander Ribeiro,,0,0.00,$0,1,0,0%
249,190,Alan Louzada,,0,0.00,$0,3,0,0%
250,190,Cristiano Ferreira,,0,0.00,$0,3,0,0%
251,190,Cristiano Marques de Almeida,,0,0.00,$0,3,0,0%
252,190,Flávio Rocha,,0,0.00,$0,2,0,0%
253,190,Andre Ribeiro,,0,0.00,$0,3,0,0%
254,190,Danilo Silva,,0,0.00,$0,1,0,0%
255,190,Danilo Pinheiro,,0,0.00,$0,1,0,0%
256,190,José Roberto Belchares,,0,0.00,$0,1,0,0%
257,190,Genildo Batista,,0,0.00,$0,2,0,0%
258,190,Leonardo Martins Ferreira,,0,0.00,$0,2,0,0%
259,190,Rafael Pereira,,0,0.00,$0,2,0,0%
260,190,Victor Gonçalves,,0,0.00,$0,2,0,0%
261,190,Felipi Elias,,0,0.00,$0,3,0,0%
262,190,Jefferson Florinda,,0,0.00,$0,3,0,0%
263,190,João Vitor Souza,,0,0.00,$0,3,0,0%
264,190,Aleandro Soares,,0,0.00,$0,1,0,0%
265,190,Victor Chadu,,0,0.00,$0,2,0,0%
266,190,Rhian Barbosa,,0,0.00,$0,3,0,0%
267,190,Alison da Silva Custódio,,0,0.00,$0,2,0,0%
268,190,Magal Dantas Garcia,,0,0.00,$0,2,0,0%
269,190,Arthur Vinicius Silva Arantes,,0,0.00,$0,3,0,0%
270,190,Gabriel Silva Queiroz,,0,0.00,$0,2,0,0%
271,190,Jesus Dilermano Rodrigues,,0,0.00,$0,2,0,0%
272,190,Jean Andrade de Oliveira,,0,0.00,$0,3,0,0%
273,190,João Antonio Coelho,,0,0.00,$0,1,0,0%
274,190,Paulo Ricardo da Silva,,0,0.00,$0,1,0,0%
275,190,Tarcisio Lima,,0,0.00,$0,1,0,0%
276,190,Matheus Henrique de Morais,,0,0.00,$0,2,0,0%
277,190,Murilo Monteiro,,0,0.00,$0,2,0,0%
278,190,Wagner Gonçalves,,0,0.00,$0,2,0,0%
279,190,Christopher Felipe,,0,0.00,$0,2,0,0%
280,190,Marcos Fernando Bernardes,,0,0.00,$0,2,0,0%
281,190,Luiz Fernando Oliveira,,0,0.00,$0,2,0,0%
282,190,Guilherme Fioreli,,0,0.00,$0,2,0,0%
283,190,Thales de Mello,,0,0.00,$0,2,0,0%
284,190,Kauan Alexandrino,,0,0.00,$0,2,0,0%
285,190,Diego Luis Rossi,,0,0.00,$0,2,0,0%
286,190,Fabrício Gomes,,0,0.00,$0,2,0,0%
287,190,Joao Gabriel Saran,,0,0.00,$0,1,0,0%
288,190,Renan Furtado,,0,0.00,$0,2,0,0%
289,190,Pablo Assuncao,,0,0.00,$0,1,0,0%
290,190,Jeniferson da Silva,,0,0.00,$0,2,0,0%
291,190,Leandro Nunes,,0,0.00,$0,2,0,0%
292,190,Fabio Eleuterio,,0,0.00,$0,2,0,0%
293,190,Caic Cassio Carvalho,,0,0.00,$0,2,0,0%
