,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
72,69,Elizmar Jeremias,,0,0.00,$0,2,0,0%
73,69,Alvaro Ariel,,0,0.00,$0,11,0,0%
74,69,Hunter Ball,,0,0.00,$0,9,0,0%
75,69,Jaxton Mortensen,,0,0.00,$0,4,0,0%
76,69,Leonardo Lima,,0,0.00,$0,2,0,0%
77,69,Grayson Cole,,0,87.00,"$1,000",8,1,12.50%
78,69,Jean Fernandes Pereira,,0,87.00,"$1,000",8,1,12.50%
79,69,Dawson Gleaves,,0,0.00,$0,5,0,0%
80,69,Elijah Monnett,,0,0.00,$0,6,0,0%
81,69,João Paulo Fernandes,,0,0.00,$0,4,0,0%
82,69,Ben Bode,,0,0.00,$0,2,0,0%
83,69,Chanse Switzer,,0,0.00,$0,2,0,0%
84,69,Trevor Kastner,,0,0.00,$0,3,0,0%
85,69,Cladson Rodolfo,,0,0.00,$0,2,0,0%
86,69,Lucas Fideles Souza,,0,0.00,$0,2,0,0%
87,69,Hayden Harris,,0,0.00,$0,2,0,0%
88,69,Arthur Antonialle,,0,0.00,$0,2,0,0%
89,69,Leandro Zampollo,,0,0.00,$0,2,0,0%
