,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
61,62,Weston Hartman,,53,82.50,"$2,437",13,3,23.08%
62,63,Kyler Oliver,,51.16,84.25,"$2,257",6,2,33.33%
63,64,Brady Turgeon,,50.50,84.25,"$3,286",7,2,28.57%
64,65,Lane Nobles,,47.50,84.50,"$1,892",7,3,42.86%
65,66,Zane Cook,,45,89.50,"$2,053",2,1,50%
66,67,Chase Outlaw,,44,83.25,"$2,424",6,2,33.33%
67,68,Joao Gabriel Saran,,43,84.50,"$2,218",13,2,15.38%
68,69,Nicolas Hernandez,,40,86.50,"$2,179",10,2,20%
69,70,Gage Gay,,39,86.50,"$2,003",3,1,33.33%
70,71,Nick Tetz,,38.33,83.75,"$2,062",4,2,50%
71,72,Dustin Herman,,38,86.50,"$2,482",9,1,11.11%
72,72,Elijah Monnett,,38,83.50,"$2,307",6,2,33.33%
73,74,Aaron Williams,,37.16,82.75,$421,6,2,33.33%
74,75,Tyce Willis,,36,84.50,"$2,463",3,1,33.33%
75,76,Douglas Franco,,35.50,82.50,"$1,769",24,2,8.33%
76,77,Zach Miles,,35,83.50,$539,12,3,25%
77,77,Ben Bode,,35,85.25,"$1,417",6,2,33.33%
78,77,Wallace Vieira de Oliveira,,35,82.50,"$1,463",10,1,10%
79,80,Mason Ward,,34,84.00,"$1,242",3,1,33.33%
80,80,Latrell Long,,34,81.25,"$2,657",3,2,66.67%
81,82,Kaiden Loud,,33,85.00,"$1,415",2,1,50%
82,83,Callum Miller,,32,83.25,"$1,295",3,2,66.67%
83,84,Jesse Petri,,28,83.00,$398,4,2,50%
84,84,Gabriel Thiago Da Silva,,28,80.00,$791,3,1,33.33%
85,86,Wyatt Rogers,,27,84.00,$695,4,1,25%
86,87,Boogie Marquez,,26.33,83.75,$670,18,2,11.11%
87,88,Flavio Zivieri,,26,86.00,"$1,526",7,1,14.29%
88,88,Perry Schrock,,26,83.50,$338,6,2,33.33%
89,90,Briggs Madsen,,25.66,82.00,"$1,022",5,1,20%
90,91,William Wright,,24,78.00,"$1,504",8,2,25%
91,91,Ben Moran,,24,79.00,"$1,136",12,2,16.67%
92,91,Francisco Morales,,24,81.00,$452,6,2,33.33%
93,94,Braidy Randolph,,23,83.50,"$1,221",5,1,20%
94,94,Pokey Houghton,,23,83.50,"$1,770",6,1,16.67%
95,96,Marco Antonio Gloria,,22.50,83.00,"$1,607",2,1,50%
96,97,Cleber Henrique Marques,,22,78.00,$230,6,3,50%
97,98,Travis Wimberley,,21,79.00,$652,4,1,25%
98,99,Qynn Andersen,,20,84.00,"$1,036",7,1,14.29%
99,99,Manoelito de Souza Junior,,20,77.00,$831,11,2,18.18%
100,99,Clay Guiton,,20,85.00,"$1,264",7,1,14.29%
101,99,Zane Monnett,,20,84.50,"$1,064",3,1,33.33%
102,103,Junio Quaresima,,19,83.50,$434,5,1,20%
103,104,Brock Radford,,18.50,82.50,$0,3,2,66.67%
104,105,Rubens Barbosa,,17,85.50,$666,6,1,16.67%
105,105,Cole Hill,,17,84.50,$814,3,1,33.33%
106,105,Christian Clay Oliveira,,17,79.75,$541,9,2,22.22%
107,105,Eric Novoa,,17,83.00,$877,2,1,50%
108,109,Vinell Mariano,,16.50,80.50,$767,2,1,50%
109,109,Júlio Félix,,16.50,85.00,$601,4,1,25%
110,111,Wellington Ferreira,,16,83.00,$644,10,1,10%
111,112,Carlos Gomes Junior,,15.50,84.00,$489,17,1,5.88%
112,113,Andy Bohl,,13.50,85.50,$0,8,1,12.50%
113,113,Jason Landing,,13.50,84.00,$0,7,1,14.29%
114,113,Cole Devlin,,13.50,84.00,$0,4,1,25%
115,113,Dally Sears,,13.50,85.50,$0,5,1,20%
116,117,Hunter Kelly,,13,71.50,"$1,361",8,2,25%
117,117,Michael Phillips,,13,74.00,$401,3,1,33.33%
118,119,Jaxton Mortensen,,12.50,79.50,$0,9,2,22.22%
119,120,Alex Cardozo,,12.33,83.00,$194,5,1,20%
120,121,Austin Richardson,,12,82.50,$162,2,1,50%
121,122,Trace Redd,,11,80.00,$130,3,1,33.33%
122,122,Joao Pedro Butolo,,11,80.00,$126,2,1,50%
123,124,Paulo Ferreira Lima,,10.33,81.50,$100,5,1,20%
124,124,Mason Taylor,,10.33,81.50,$100,1,1,100%
125,126,Leandro Machado,,10,83.00,$100,3,1,33.33%
126,126,Trevor Reiste,,10,79.50,$130,3,1,33.33%
127,126,Kahiwa Augustiro,,10,84.50,$0,2,1,50%
128,129,Jadon Fiasco,,9,79.50,$100,4,1,25%
129,130,Elijah Mora,,8,84.00,$0,2,1,50%
130,130,Dakota Warnken,,8,82.50,$0,1,1,100%
131,130,Ashton Slaugh,,8,81.00,$0,4,1,25%
132,130,Ramon de Lima,,8,81.00,$0,3,1,33.33%
133,134,Alison dos Santos,,6,79.50,$425,4,1,25%
134,135,João Augusto Cezere,,5,45.00,$213,3,1,33.33%
135,136,Gilmar Santana,,3,65.00,$0,4,1,25%
136,137,Douglas Lino de Souza,,2,71.00,$0,18,1,5.56%
137,137,Robson Aragão,,2,64.00,$0,2,1,50%
138,137,Dalton Davis,,2,75.00,$0,2,1,50%
139,137,JB Colorado,,2,74.00,$0,6,1,16.67%
140,137,Brady Fielder,,2,79.00,$100,2,1,50%
141,142,Josh Frost,,0,0.00,$0,2,0,0%
142,142,Wingson Henrique da Silva,,0,0.00,$0,1,0,0%
143,142,Colton Burkard,,0,0.00,$0,1,0,0%
144,142,Cody Hooks,,0,0.00,$0,1,0,0%
145,142,Kyle Jones,,0,0.00,$0,1,0,0%
146,142,Vitor Losnake,,0,0.00,$0,1,0,0%
147,142,Dustin Martinez,,0,0.00,$0,3,0,0%
148,142,Jate Frost,,0,0.00,$0,2,0,0%
149,142,Kyle Eaton,,0,0.00,$0,2,0,0%
150,142,Marshall Adkins,,0,0.00,$0,1,0,0%
151,142,Hunter Ball,,0,0.00,$0,4,0,0%
152,142,Adriano Salgado,,0,0.00,$0,1,0,0%
153,142,Casey Coulter,,0,0.00,$0,1,0,0%
154,142,Keith Hall,,0,0.00,$0,4,0,0%
155,142,Trent Nugent,,0,0.00,$0,1,0,0%
156,142,Trace Brown,,0,0.00,$0,3,0,0%
157,142,Patterson Starcher,,0,0.00,$0,1,0,0%
158,142,Dawson Gleaves,,0,0.00,$0,5,0,0%
159,142,Dantey Eldridge,,0,0.00,$0,8,0,0%
160,142,Laramie Craigen,,0,0.00,$0,1,0,0%
161,142,Dugan Black,,0,0.00,$0,4,0,0%
162,142,Edgardo Figueroa,,0,0.00,$0,4,0,0%
163,142,Jhonny Klesse,,0,0.00,$0,6,0,0%
164,142,Kaue Flora,,0,0.00,$0,8,0,0%
165,142,Kane Taylor,,0,0.00,$0,9,0,0%
166,142,Colby Gravier,,0,0.00,$0,8,0,0%
167,142,Alecio Ferreira da Costa,,0,0.00,$0,5,0,0%
168,142,Vitor Crespo,,0,0.00,$0,4,0,0%
169,142,Justin Ethridge,,0,0.00,$0,3,0,0%
170,142,Blaine Logg,,0,0.00,$0,4,0,0%
171,142,Stefan Tonita,,0,0.00,$0,3,0,0%
172,142,Gene Ratliff,,0,0.00,$0,2,0,0%
173,142,Alex Jenks,,0,0.00,$0,4,0,0%
174,142,Bruno Jose Barros,,0,0.00,$0,2,0,0%
175,142,Paulo Souza,,0,0.00,$0,2,0,0%
176,142,Jesse Borland,,0,0.00,$0,3,0,0%
177,142,Robson Guedes,,0,0.00,$0,2,0,0%
178,142,Landen Jones,,0,0.00,$0,4,0,0%
179,142,Cole Brewer,,0,0.00,$0,4,0,0%
180,142,Weston Davidson,,0,0.00,$0,2,0,0%
181,142,Felipe Nogueira,,0,0.00,$0,2,0,0%
182,142,Vagner Mendes Vasconcelos,,0,0.00,$0,2,0,0%
183,142,Cimarron Rucker,,0,0.00,$0,2,0,0%
184,142,Josh Stepp,,0,0.00,$0,3,0,0%
185,142,Jerrison Begay,,0,0.00,$0,1,0,0%
186,142,Collin Williams,,0,0.00,$0,1,0,0%
187,142,Odey Tom,,0,0.00,$0,2,0,0%
188,142,Justice Forsythe,,0,0.00,$0,2,0,0%
189,142,Bryson Denton,,0,0.00,$0,1,0,0%
190,142,Arnail Woodman,,0,0.00,$0,1,0,0%
191,142,Caden Fitzpatrick,,0,0.00,$0,2,0,0%
192,142,Colby Anderson,,0,0.00,$0,2,0,0%
193,142,Seth Hatch,,0,0.00,$0,2,0,0%
194,142,Trevor Clark,,0,0.00,$0,2,0,0%
195,142,Tyler Villarreal,,0,0.00,$0,1,0,0%
196,142,Enos Swartznetruber,,0,0.00,$0,1,0,0%
197,142,Dylan Smith,,0,0.00,$0,1,0,0%
198,142,River Stephenson,,0,0.00,$0,1,0,0%
199,142,Jace Catlin,,0,0.00,$0,2,0,0%
200,142,Xavier Hunt,,0,0.00,$0,1,0,0%
201,142,Eli Necochea,,0,0.00,$0,1,0,0%
202,142,Dalton Krantz,,0,0.00,$0,1,0,0%
203,142,Brock Udy,,0,0.00,$0,2,0,0%
204,142,Justin Wilcken,,0,0.00,$0,1,0,0%
205,142,Marcelo De Souza Dias Junior,,0,0.00,$0,1,0,0%
206,142,Koby Jacobson,,0,0.00,$0,1,0,0%
207,142,Chance Thomas,,0,0.00,$0,2,0,0%
208,142,Luciano De Castro,,0,78.50,$100,1,1,100%
209,142,Matthew Pinon,,0,0.00,$0,10,0,0%
210,142,Logan Jones,,0,0.00,$0,8,0,0%
211,142,Tyler Davenport,,0,0.00,$0,7,0,0%
212,142,Cody Urie,,0,0.00,$0,10,0,0%
213,142,Mason Collins,,0,0.00,$0,7,0,0%
214,142,Arisson Pereira,,0,0.00,$0,5,0,0%
215,142,Lucas Felix,,0,0.00,$0,8,0,0%
216,142,Merle Yoder,,0,0.00,$0,6,0,0%
217,142,Beau Southern,,0,0.00,$0,6,0,0%
218,142,Ben Garvin,,0,0.00,$0,4,0,0%
219,142,Jeferson Silva,,0,0.00,$0,5,0,0%
220,142,Gabriel Honorato,,0,0.00,$0,6,0,0%
221,142,Josh Alexander,,0,0.00,$0,3,0,0%
222,142,Newt Brasfield,,0,0.00,$0,3,0,0%
223,142,Adriano dos Santos Machado,,0,0.00,$0,4,0,0%
224,142,AJ Gamboa,,0,0.00,$0,4,0,0%
225,142,Huyan Matos,,0,0.00,$0,4,0,0%
226,142,Ky Bothum,,0,0.00,$0,5,0,0%
227,142,Yuri Charles,,0,0.00,$0,3,0,0%
228,142,Brayan Alvarez Pena,,0,0.00,$0,3,0,0%
229,142,Dakota Johnson,,0,0.00,$0,2,0,0%
230,142,Hagen Braswell,,0,0.00,$0,3,0,0%
231,142,Andre Rodriguez,,0,0.00,$0,3,0,0%
232,142,Arviso James,,0,0.00,$0,2,0,0%
233,142,Gabe Garner,,0,0.00,$0,4,0,0%
234,142,Jack Strong,,0,0.00,$0,2,0,0%
235,142,Dalton Shepard,,0,0.00,$0,3,0,0%
236,142,Brady Olague,,0,0.00,$0,3,0,0%
237,142,Jacob David,,0,0.00,$0,4,0,0%
238,142,Pedro Lana Monteiro,,0,0.00,$0,3,0,0%
239,142,Quentin Pahi,,0,0.00,$0,4,0,0%
240,142,Jonathan Nascimento Dias,,0,0.00,$0,4,0,0%
241,142,Max Castro,,0,0.00,$0,3,0,0%
242,142,Matt Hennelly,,0,0.00,$0,2,0,0%
243,142,Tyler Congleton,,0,0.00,$0,2,0,0%
244,142,Lane Lasley,,0,0.00,$0,2,0,0%
245,142,Jesse Flores,,0,0.00,$0,3,0,0%
246,142,Ryder May,,0,0.00,$0,3,0,0%
247,142,Cody Fraser,,0,0.00,$0,4,0,0%
248,142,Paulo Roberto,,0,0.00,$0,3,0,0%
249,142,José de Castro,,0,0.00,$0,3,0,0%
250,142,Adam Duhaime,,0,0.00,$0,3,0,0%
251,142,Caleb Cantrell,,0,0.00,$0,3,0,0%
252,142,Joe Alejos,,0,0.00,$0,3,0,0%
253,142,Maikon Calixton Rocha,,0,0.00,$0,3,0,0%
254,142,Dalton Sanchez,,0,0.00,$0,3,0,0%
255,142,João Paulo Fernandes,,0,0.00,$0,3,0,0%
256,142,Zach Laney,,0,0.00,$0,2,0,0%
257,142,Bruno Roberto,,0,0.00,$0,2,0,0%
258,142,Hunter Krick,,0,0.00,$0,4,0,0%
259,142,Natan Santos,,0,0.00,$0,3,0,0%
260,142,Alison Henrique de Lima,,0,0.00,$0,2,0,0%
261,142,Mason Hewiett,,0,0.00,$0,3,0,0%
262,142,Tristen Marshall,,0,0.00,$0,1,0,0%
263,142,Matteo Nunez,,0,0.00,$0,1,0,0%
264,142,Tel Trohkimainen,,0,0.00,$0,1,0,0%
265,142,Jadon Hayes,,0,0.00,$0,2,0,0%
266,142,TJ Schmidt,,0,0.00,$0,1,0,0%
267,142,Kyler Hallows,,0,0.00,$0,1,0,0%
268,142,Jonatan Miano,,0,0.00,$0,1,0,0%
269,142,Luis Moreno,,0,0.00,$0,1,0,0%
270,142,Trent Nelson,,0,0.00,$0,1,0,0%
271,142,Nathan Bayous,,0,0.00,$0,1,0,0%
272,142,Ski Wisniewski,,0,0.00,$0,1,0,0%
273,142,Keshon Johnson,,0,0.00,$0,2,0,0%
274,142,Riley Gary,,0,0.00,$0,1,0,0%
275,142,Cody Brewer,,0,0.00,$0,2,0,0%
276,142,Roman Petersheim,,0,0.00,$0,1,0,0%
277,142,Collin Craig,,0,0.00,$0,2,0,0%
278,142,Wylee Hurst,,0,0.00,$0,2,0,0%
279,142,Jack Cameron,,0,0.00,$0,2,0,0%
280,142,Daniel Hutchinson,,0,0.00,$0,3,0,0%
281,142,Beau Ary,,0,0.00,$0,2,0,0%
282,142,Bryar Young,,0,0.00,$0,1,0,0%
283,142,Toby Simpson,,0,0.00,$0,1,0,0%
284,142,Wacey Schalla,,0,0.00,$0,1,0,0%
285,142,Mateus Fabricio,,0,0.00,$0,2,0,0%
286,142,Glifford Fernandez,,0,0.00,$0,1,0,0%
287,142,Wyatt Remington,,0,0.00,$0,2,0,0%
288,142,Ruger Piva,,0,0.00,$0,2,0,0%
289,142,Darnell Bahe,,0,0.00,$0,1,0,0%
290,142,Toby Adams,,0,0.00,$0,2,0,0%
291,142,Brahmer Gaehring,,0,0.00,$0,1,0,0%
292,142,Cody Armstrong,,0,0.00,$500,3,0,0%
293,142,Tucker Mertens,,0,0.00,$0,2,0,0%
294,142,Blaine Dever,,0,0.00,$0,1,0,0%
295,142,Pete Bradshaw,,0,0.00,$0,2,0,0%
296,142,Bruin Bradshaw,,0,0.00,$0,2,0,0%
297,142,Dason Janes,,0,0.00,$0,2,0,0%
298,142,Jett Harkins,,0,0.00,$0,1,0,0%
299,142,Gavan Hauck,,0,0.00,$0,2,0,0%
300,142,Brody Nelson,,0,0.00,$0,1,0,0%
301,142,Sam Southern,,0,0.00,$0,2,0,0%
302,142,Brian Hathorn Jr.,,0,0.00,$0,1,0,0%
303,142,Angel Rocha,,0,0.00,$0,1,0,0%
304,142,Juan Carlos Sandoval,,0,0.00,$0,1,0,0%
305,142,TyLane Thomas,,0,0.00,$0,1,0,0%
306,142,Caleb Buckwalter,,0,0.00,$0,1,0,0%
307,142,Wyatt Brown,,0,0.00,$0,1,0,0%
308,142,Jasper Conway,,0,0.00,$0,1,0,0%
309,142,Ky Hamilton,,0,0.00,$0,1,0,0%
310,142,Jefree Robrahn,,0,0.00,$500,3,0,0%
311,142,Garrett Remington,,0,0.00,$0,2,0,0%
312,142,Matt Oliver,,0,0.00,$0,1,0,0%
313,142,Colby Jones,,0,0.00,$0,1,0,0%
314,142,Sterling Furr,,0,0.00,$0,1,0,0%
315,142,Isaack Dyck,,0,0.00,$0,1,0,0%
316,142,Tom Henderson,,0,0.00,$0,1,0,0%
317,142,Gus Rodriguez Jr.,,0,0.00,$0,1,0,0%
318,142,Korwin Kinlicheenie,,0,0.00,$0,1,0,0%
319,142,Rusty Bruinsma,,0,0.00,$0,1,0,0%
320,142,Garfield Wilson,,0,0.00,$0,1,0,0%
321,142,Francisco Rangel,,0,0.00,$0,1,0,0%
322,142,Cole Trivette,,0,0.00,$0,1,0,0%
323,142,Dakota Louis,,0,0.00,$500,3,0,0%
324,142,Eduardo de Oliveira,,0,0.00,$0,2,0,0%
325,142,Colt Galvan,,0,0.00,$0,2,0,0%
326,142,Rider Unavailable,,0,0.00,$0,1,0,0%
327,142,Caylan Biddy,,0,0.00,$0,1,0,0%
328,142,Diesel Andrus,,0,0.00,$0,1,0,0%
329,142,Brandon Roper,,0,0.00,$0,2,0,0%
330,142,Riley Barg,,0,0.00,$0,3,0,0%
331,142,McCoy Morton,,0,0.00,$0,2,0,0%
332,142,Emmit Ross,,0,0.00,$0,1,0,0%
333,142,Bransyn Landon,,0,0.00,$0,1,0,0%
334,142,Tanner Brown,,0,0.00,$0,1,0,0%
335,142,Drew Godin,,0,0.00,$0,2,0,0%
336,142,Kolt Tom,,0,0.00,$0,2,0,0%
337,142,Ervin Coleman,,0,0.00,$0,2,0,0%
338,142,Klayton Thomas,,0,0.00,$0,2,0,0%
339,142,Austen Hamblin,,0,0.00,$0,1,0,0%
340,142,Raymondo Henry,,0,0.00,$0,1,0,0%
341,142,Michael Peters,,0,0.00,$0,1,0,0%
342,142,Jadin Hutchens,,0,0.00,$0,2,0,0%
343,142,Ryen Martin,,0,0.00,$0,1,0,0%
344,142,Wade Tuni,,0,0.00,$0,1,0,0%
345,142,Kai Chavez,,0,0.00,$0,1,0,0%
346,142,Tharon James,,0,0.00,$0,1,0,0%
347,142,Travis Briscoe,,0,0.00,$0,1,0,0%
348,142,Aaron Keeton,,0,0.00,$0,1,0,0%
349,142,Cody Goss,,0,0.00,$0,2,0,0%
350,142,Brayden Shore,,0,0.00,$0,2,0,0%
351,142,Peyton Tallant,,0,0.00,$0,2,0,0%
352,142,Casey Roberts,,0,0.00,$0,3,0,0%
353,142,Cole Pritchard,,0,0.00,$0,1,0,0%
354,142,Dakota Briggs,,0,0.00,$0,2,0,0%
355,142,Gender Sical Ramos,,0,0.00,$0,2,0,0%
356,142,Elvin Oliveira,,0,0.00,$0,2,0,0%
357,142,Alan Helsel,,0,0.00,$0,2,0,0%
358,142,Conner Jones,,0,0.00,$0,2,0,0%
359,142,Dillon Katras,,0,0.00,$0,1,0,0%
360,142,Bob Mitchell,,0,0.00,$0,1,0,0%
361,142,Brandon McDowell,,0,0.00,$0,2,0,0%
362,142,Chanse Lipe,,0,0.00,$0,2,0,0%
363,142,Parker McCown,,0,0.00,$0,1,0,0%
364,142,Jamel Knight,,0,0.00,$0,1,0,0%
365,142,Matt Allgood,,0,0.00,$0,1,0,0%
366,142,Travis Crisan,,0,0.00,$0,2,0,0%
367,142,Dustin Bond,,0,0.00,$0,2,0,0%
368,142,Cody McCandless,,0,0.00,$0,2,0,0%
369,142,Alfredo Rubalcaba,,0,0.00,$0,1,0,0%
370,142,Cash Bronson,,0,0.00,$0,1,0,0%
