,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
37,38,Jerson Arantes,,151,82.35,"$6,068",41,17,41.46%
38,39,Tales Xavier,,146,84.09,"$25,043",19,11,57.89%
39,40,Elzisclay dos Santos,,139,84.52,"$7,684",23,11,47.83%
40,41,Alvaro Ariel,,135.50,85.05,"$15,678",16,10,62.50%
41,42,Alex Junior da Silva,,128.50,85.57,"$33,628",10,7,70%
42,43,Everton dos Santos,,124,82.31,"$6,093",19,13,68.42%
43,44,Italo Rodrigues,,122.50,78.17,"$8,510",28,13,46.43%
44,45,Eduardo Matos,,122,83.50,"$4,445",17,9,52.94%
45,46,Adriano Neves dos Santos,,118.50,84.10,"$6,866",24,12,50%
46,47,Everton Natan da Silva,,115,85.60,"$11,922",7,5,71.43%
47,48,Heitor Araujo,,113.50,83.25,"$7,645",20,11,55%
48,49,Danilo Luiz da Silva,,108.50,84.45,"$6,671",28,10,35.71%
49,50,Adilson Junior,,98,86.08,"$18,340",5,3,60%
50,51,João Victor Garcia dos Santos,,96,81.07,"$10,999",16,11,68.75%
51,52,Alex Oliveira,,88,84.39,"$3,183",19,9,47.37%
52,53,Leandro da Silva,,87.50,85.43,"$10,208",12,7,58.33%
53,54,Luiz Americo P. Silva,,82.50,80.00,"$15,223",28,11,39.29%
54,55,Welison de Oliveira,,77,84.94,"$5,415",21,8,38.10%
55,55,João Marcelo Marrafon,,77,84.31,"$1,819",15,8,53.33%
56,57,Allan Dias,,76,77.80,"$2,430",26,11,42.31%
57,58,Adriano Salgado,,75,84.55,"$2,738",8,5,62.50%
58,59,Ismael da Silva,,73,83.09,"$1,782",18,8,44.44%
59,60,Marcos Vinicius Vieira,,65.50,86.00,"$2,715",12,6,50%
60,61,Ayslan Jeferson,,64.50,82.67,"$7,900",15,6,40%
61,62,Chaster Pereira,,63,81.57,"$4,660",18,7,38.89%
62,62,José Ilton Aparecido,,63,84.08,"$2,685",14,6,42.86%
63,64,Dionatan Pereira,,58.50,81.36,$753,21,7,33.33%
64,65,Caio Silva,,57.50,86.13,"$5,300",11,4,36.36%
65,66,Hidelvan Ribeiro,,56.75,85.70,$920,8,5,62.50%
66,67,Cesar Henrique Silva,,54,84.63,"$9,800",5,4,80%
67,68,Arthur Antonialle,,53.50,83.17,"$5,425",7,3,42.86%
68,69,Gean Pereira Carvalho,,52,84.45,"$1,944",12,5,41.67%
69,70,João Lucas Campos,,51,83.45,"$4,350",8,5,62.50%
70,71,Alison Aguiar,,50,86.75,"$3,958",4,4,100%
71,72,Nathan Campos,,48,79.78,"$4,618",14,8,57.14%
72,72,Gean Carlos da Silva,,48,84.67,"$5,670",4,3,75%
73,74,Maciel Santana,,47,84.55,"$4,415",15,5,33.33%
74,75,Lauro Nunes Vieira,,46.50,85.25,$100,10,4,40%
75,76,Huan de Souza,,46,83.25,"$1,525",10,4,40%
76,77,Julio Cesar Ribeiro,,45.50,83.45,"$2,426",7,5,71.43%
77,78,Lucas Divino,,43,89.00,"$1,575",4,2,50%
78,79,Gilmaik Lima,,42.50,81.70,"$1,325",12,5,41.67%
79,80,Luiz Humberto Gonçalves,,42,83.25,"$3,795",6,4,66.67%
80,81,Guilherme Roberto,,41,81.63,"$2,855",9,4,44.44%
81,82,Jefferson de Lima,,40,78.05,"$1,519",11,5,45.45%
82,82,Genivan da Silva,,40,82.00,"$4,275",5,4,80%
83,84,Cladson Rodolfo,,39,82.13,"$2,580",11,4,36.36%
84,84,Mason Spain,,39,86.33,"$4,370",4,3,75%
85,86,Guilherme Filadelpho,,35,85.50,"$2,400",5,3,60%
86,87,Otniel da Silva,,34,80.90,$890,11,5,45.45%
87,87,Nilton Batista,,34,79.25,"$2,400",5,4,80%
88,89,Sebastião Moreira,,33,80.58,"$4,410",4,3,75%
89,90,Ronaldo Santos Jr.,,32.50,87.75,"$6,580",6,2,33.33%
90,91,Adilson Gonçalves,,32,86.63,"$4,354",4,2,50%
91,92,Alisson Rodrigues,,30.50,77.63,"$3,075",5,4,80%
92,93,Paulo Eduardo Rossetto,,30,87.50,$540,5,2,40%
93,94,Rubens Barbosa,,27.50,83.25,$0,8,2,25%
94,95,Geovani do Nascimento,,26.50,81.69,"$2,835",7,4,57.14%
95,96,Willian Bueno de Oliveira,,26,81.00,"$1,350",10,3,30%
96,97,Fabricio Silva,,25.50,85.50,$750,3,2,66.67%
97,98,Roque Palermo,,25,83.00,"$1,350",3,2,66.67%
98,99,Jeferson Morais,,24,75.00,$336,13,3,23.08%
99,99,Rafael de Lana,,24,84.13,"$2,205",4,2,50%
100,99,Rafael Mendes,,24,85.25,$600,3,2,66.67%
101,102,Marco Eguchi,,23,84.88,$0,3,2,66.67%
102,102,Assyrio Dias,,23,79.44,"$2,695",6,4,66.67%
103,102,Flavio Zivieri,,23,84.13,$120,9,2,22.22%
104,105,Lillber da Silva,,22.50,85.13,$855,7,2,28.57%
105,106,Arnaldo Junio,,22,84.25,$540,4,2,50%
106,106,Eric Pereira,,22,86.13,$968,4,2,50%
107,108,Juliano Ferreira,,21,78.33,$0,4,3,75%
108,109,Juliano Silveira,,20.50,87.13,$495,8,2,25%
109,109,Iago Aleixo Alves,,20.50,84.75,$225,3,2,66.67%
110,111,Guilherme Verão Prado,,19,84.63,$0,9,2,22.22%
111,111,João Henrique Gomes,,19,85.25,$0,3,2,66.67%
112,113,Alex Ornelas,,18.50,85.00,$0,4,2,50%
113,114,Heitor Teodoro,,18,75.17,$0,6,3,50%
114,114,Dimas Neto,,18,85.25,$0,3,2,66.67%
115,116,Daniel Arantes,,17.50,80.25,$263,3,2,66.67%
116,117,Rovilson Pereira,,17,79.38,$0,3,2,66.67%
117,117,Natan Eduardo,,17,78.83,"$1,600",5,3,60%
118,119,Ramon de Lima,,15,88.00,$75,3,1,33.33%
119,120,Ezekiel Mitchell,,14,87.50,$240,3,1,33.33%
120,120,Fabricio Alves Gomes,,14,82.50,$540,7,2,28.57%
121,120,Vitor Crespo,,14,84.50,$200,4,1,25%
122,123,Waldiney Carvalho,,12.50,81.75,$338,3,2,66.67%
123,124,Carlos Souza Filho,,12,88.00,$675,3,1,33.33%
124,124,Gabriel Silva,,12,87.00,$300,3,1,33.33%
125,126,Samuel Lourenço,,11.33,76.50,$90,4,2,50%
126,127,Felipe Pereira,,11,87.00,$375,3,1,33.33%
127,127,Pedro Henrique de Lana,,11,86.25,$338,3,1,33.33%
128,129,Ruan Barbosa,,10.50,86.25,$263,3,1,33.33%
129,129,Willian Peres Ribeiro,,10.50,76.25,$135,6,2,33.33%
130,129,Lucas Rafael Ribeiro,,10.50,86.00,$203,7,1,14.29%
131,129,Thiago Mariano,,10.50,86.00,$300,2,1,50%
132,133,Vitor Hugo Costa,,10,82.00,$0,9,2,22.22%
133,133,Leonardo Zampollo,,10,78.00,$0,6,2,33.33%
134,133,Eduardo Henrique Oliveira,,10,76.88,$0,6,2,33.33%
135,133,Welington Tereza,,10,83.00,$60,4,2,50%
136,133,Alex Junio da Silveira,,10,86.50,$300,4,1,25%
137,133,Tiago Lucas,,10,84.00,$150,3,1,33.33%
138,139,Jailson da Silva,,9.33,85.00,$90,6,1,16.67%
139,140,Eder Lopes Fernandes,,9,85.00,$0,3,1,33.33%
140,140,Iago Santos,,9,82.00,$0,3,1,33.33%
141,140,Luis Henrique Faria,,9,81.88,$0,3,2,66.67%
142,140,Luiz Gustavo Galvani,,9,84.00,$0,5,1,20%
143,140,Jean Carlos Teodoro,,9,86.00,$0,5,1,20%
144,140,Jose Vitor Alves de Souza,,9,82.75,$0,2,1,50%
145,140,Joao Pedro Vieira de Castro,,9,86.00,$0,3,1,33.33%
146,140,Hudson Rongelli,,9,82.00,$0,3,1,33.33%
147,140,Alan Belchior,,9,83.50,$0,3,1,33.33%
148,140,José Carlos Junior,,9,86.00,$75,3,1,33.33%
149,150,Marcos Felipe Santos Silva,,8,71.00,$0,8,1,12.50%
150,150,Alex Venturine,,8,76.00,$0,3,1,33.33%
151,152,Richard Fernandes,,7,68.63,$0,8,2,25%
152,153,Luiz Miguel de Souza,,2,76.33,$0,10,3,30%
153,153,Djalma Miranda,,2,79.00,$0,2,1,50%
154,155,Keison Indalecio,,1,76.75,$0,4,2,50%
155,155,Rafael da Silva Santos,,1,80.00,$0,5,1,20%
156,155,Daniel de Moraes,,1,80.75,$0,2,1,50%
157,158,Anderson dos Santos,,0.50,78.00,$0,2,1,50%
158,159,Gabriel Morais,,0,0.00,"$2,500",2,0,0%
159,159,Mateus Felipe Ferreira,,0,62.00,$0,3,1,33.33%
160,159,Alexandre Rocha,,0,0.00,$0,2,0,0%
161,159,Adauto Ribeiro,,0,0.00,$0,2,0,0%
162,159,Alessandro Machado,,0,0.00,$0,1,0,0%
163,159,Matheus de Souza,,0,0.00,$0,1,0,0%
164,159,Edson Augusto da Silva,,0,76.50,$0,3,1,33.33%
165,159,Thiago Novais Silveira,,0,0.00,$0,1,0,0%
166,159,Paulo Galdino,,0,0.00,$0,1,0,0%
167,159,Robson Aragão,,0,0.00,$0,1,0,0%
168,159,Ricardo Rosa Vais,,0,0.00,$0,2,0,0%
169,159,Alan da Silva,,0,0.00,$0,1,0,0%
170,159,Valter Dias Junior,,0,80.00,$0,6,1,16.67%
171,159,Geovani de Brito,,0,79.50,$0,2,1,50%
172,159,Carlos de Oliveira,,0,71.50,$0,3,1,33.33%
173,159,Renan Mendes,,0,73.00,$0,3,1,33.33%
174,159,Kayke da Silva,,0,71.50,$0,4,1,25%
175,159,Ray Martins,,0,56.75,$0,2,1,50%
176,159,Pedro Henrique Ariano,,0,0.00,$0,5,0,0%
177,159,Rui Lopes,,0,0.00,$0,4,0,0%
178,159,Gildasio Guedes,,0,0.00,$0,3,0,0%
179,159,Mateus da Silva,,0,0.00,$0,1,0,0%
180,159,Alyson Flores,,0,0.00,$0,1,0,0%
181,159,Clinton de Oliveira,,0,0.00,$0,1,0,0%
182,159,Wagner Teodoro,,0,0.00,$0,1,0,0%
183,159,Luiz Gustavo Machado,,0,0.00,$0,3,0,0%
184,159,Vinicius Nicolau,,0,0.00,$0,1,0,0%
185,159,Jeanderson de Souza,,0,0.00,$0,1,0,0%
186,159,Rodrigo Aparecido da Silva,,0,0.00,$0,1,0,0%
187,159,Daniel Pacheco dos Santos,,0,0.00,$0,2,0,0%
188,159,Diogo dos Santos,,0,0.00,$0,2,0,0%
189,159,Marco Tulio Fernandes,,0,0.00,$0,2,0,0%
190,159,Rudson de Almeida,,0,0.00,$0,2,0,0%
191,159,João Sidney Carrascal,,0,0.00,$0,1,0,0%
192,159,Kelvin da Silva,,0,0.00,$0,1,0,0%
193,159,Luccas Rafael da Silva,,0,0.00,$0,2,0,0%
194,159,Wagno de Oliveira,,0,0.00,$0,2,0,0%
195,159,Riomar de Almeida,,0,0.00,$0,2,0,0%
196,159,Geandro Nunes,,0,0.00,$0,2,0,0%
197,159,João Ulisses de Oliveira,,0,0.00,$0,2,0,0%
198,159,Antonio Neto,,0,0.00,$0,2,0,0%
199,159,Claudemir da Silva,,0,0.00,$0,2,0,0%
200,159,Guilherme Somões,,0,0.00,$0,2,0,0%
201,159,Claudio Eduardo da Silva,,0,0.00,$0,2,0,0%
202,159,Saislan de Souza,,0,0.00,$0,2,0,0%
203,159,Olimpio da Silva,,0,0.00,$0,1,0,0%
204,159,Carlos Henrique Cardoso,,0,0.00,$0,3,0,0%
205,159,Erisvaldo da Silva,,0,0.00,$0,2,0,0%
206,159,Fabricio Cassalho,,0,0.00,$0,2,0,0%
207,159,João Vitor de Almeida,,0,0.00,$0,2,0,0%
208,159,Pedro Lucas Ribeiro,,0,0.00,$0,2,0,0%
209,159,Ramon do Nascimento,,0,0.00,$0,1,0,0%
210,159,Sidney Martins,,0,0.00,$0,3,0,0%
211,159,Alan Lopes,,0,0.00,$0,1,0,0%
212,159,Anderson Gomes,,0,0.00,$0,2,0,0%
213,159,Eliezer Alexandre,,0,0.00,$0,2,0,0%
214,159,Lucas Rabelo,,0,0.00,$0,1,0,0%
215,159,Natercio de Souza,,0,0.00,$0,1,0,0%
216,159,Walker Dionisio Oliveira,,0,0.00,$0,2,0,0%
217,159,Andre Silva Souza,,0,0.00,$0,2,0,0%
218,159,Douglas Lino de Souza,,0,0.00,$0,1,0,0%
219,159,Moises Ramos,,0,0.00,$0,2,0,0%
220,159,Luiz Ricardo de Moraes,,0,0.00,$0,2,0,0%
221,159,Matheus de Carvalho,,0,0.00,$0,2,0,0%
222,159,Diego de Paula,,0,0.00,$0,2,0,0%
223,159,Elton Jose Filho,,0,0.00,$0,2,0,0%
224,159,João Vitor da Costa,,0,0.00,$0,2,0,0%
225,159,Luiz Henrique da Silva,,0,0.00,$0,2,0,0%
226,159,Renan Marques,,0,0.00,$0,2,0,0%
227,159,João Victor de Araujo,,0,0.00,$0,2,0,0%
228,159,Thiago Rocha,,0,0.00,$0,3,0,0%
229,159,Giovanne Callegari,,0,0.00,$0,3,0,0%
230,159,Willian da Silva,,0,0.00,$0,3,0,0%
231,159,Caique Mendonça,,0,0.00,$0,2,0,0%
232,159,Felipe dos Santos,,0,0.00,$0,2,0,0%
233,159,Janslei de Souza,,0,0.00,$0,2,0,0%
234,159,Itamar Junior,,0,0.00,$0,2,0,0%
235,159,Anderson Machado,,0,0.00,$0,2,0,0%
236,159,Douglas Campos Junior,,0,0.00,$0,1,0,0%
237,159,Fabio dos Santos,,0,0.00,$0,3,0,0%
238,159,Hilbert de Almeida,,0,0.00,$0,2,0,0%
239,159,Kaua de Farias,,0,0.00,$0,2,0,0%
240,159,Thiago Coelho,,0,0.00,$0,2,0,0%
241,159,Gleno Rosa,,0,0.00,$0,2,0,0%
242,159,Richard de Souza,,0,0.00,$0,2,0,0%
243,159,Fabricio de Souza,,0,0.00,$0,3,0,0%
244,159,Jonath Lifonso,,0,0.00,$0,2,0,0%
245,159,Luis Gustavo Mattos,,0,0.00,$0,2,0,0%
246,159,Gilson Nazário,,0,0.00,$0,4,0,0%
247,159,Marcio Souza,,0,0.00,$0,1,0,0%
248,159,Matheus Bento,,0,0.00,$0,2,0,0%
249,159,Vitor Manoel Ruy,,0,0.00,$0,2,0,0%
