,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
33,34,Ashton Sahli,,283,82.58,"$15,724",38,13,34.21%
34,35,Zane Monnett,,280,84.10,"$15,727",12,5,41.67%
35,36,Ramon Fiorini,,279.25,82.97,"$2,740",47,29,61.70%
36,37,Paulo Henrique da Silva,,269,85.20,"$4,007",37,15,40.54%
37,38,Elizmar Jeremias,,268.50,80.25,"$20,128",16,6,37.50%
38,39,Tales Xavier,,268,84.43,"$6,664",33,21,63.64%
39,40,Lachlan Richardson,,265.50,85.39,"$16,335",31,11,35.48%
40,41,Vinicius Pinheiro Correa,,264,81.63,"$5,216",47,30,63.83%
41,42,Gilmar Santana,,261.50,82.82,"$13,910",37,11,29.73%
42,43,Weslei Mendes,,257.50,83.25,"$4,866",31,20,64.52%
43,44,Riquelmi Silva,,256.50,86.28,"$6,607",14,10,71.43%
44,45,Keyshawn Whitehorse,,256,84.90,"$11,884",11,5,45.45%
45,46,Chanse Switzer,,243.83,83.21,"$18,012",42,12,28.57%
46,47,Ben Bode,,243.50,82.56,"$31,913",29,8,27.59%
47,48,Vitor Cassio de Assis,,243,85.17,"$2,276",44,15,34.09%
48,49,Boudreaux Campbell,,235,84.00,"$12,782",11,5,45.45%
49,50,Elton Toledo,,234.75,82.88,"$5,120",49,23,46.94%
50,51,Jerson Arantes,,231.50,83.05,"$2,635",36,21,58.33%
51,52,Gustavo Luiz da Silva,,230,87.00,"$3,448",15,11,73.33%
52,53,Warley Oliveira da Silva,,226.25,84.12,"$2,142",40,21,52.50%
53,54,Matheus Lima dos Santos,,226,81.93,"$5,246",36,22,61.11%
54,55,Kyler Oliver,,224.50,85.33,"$15,160",15,6,40%
55,56,Cody McCandless,,221.50,75.50,"$9,057",21,6,28.57%
56,57,Alan de Souza,,215.50,81.78,"$17,885",16,9,56.25%
57,58,Braydon Wellby,,215.33,83.78,"$13,464",23,8,34.78%
58,59,Tyler Craig,,211.16,82.41,"$8,776",43,11,25.58%
59,60,Diego Galdino,,208.16,84.00,"$12,491",33,7,21.21%
60,61,Qynn Andersen,,207.83,85.50,"$14,844",22,6,27.27%
61,62,Mauricio Gulla Moreira,,199.50,83.80,"$9,046",19,5,26.32%
62,63,Alvaro Ariel,,198,84.53,"$3,896",37,15,40.54%
63,64,Afonso Quintino,,197.50,81.83,"$5,122",26,13,50%
64,65,Luciano De Castro,,196.75,88.50,"$74,563",10,5,50%
65,66,Elijah Mora,,194,82.63,"$10,831",25,8,32%
66,67,Christian Clay Oliveira,,193.66,84.40,"$10,695",23,5,21.74%
67,68,José de Castro,,191,86.88,"$2,764",30,10,33.33%
68,68,Zane Hall,,191,83.64,"$11,367",28,9,32.14%
69,70,William Wright,,188,82.63,"$11,852",17,4,23.53%
70,71,Alex Oliveira,,187.50,84.63,"$1,340",30,15,50%
71,72,Ednélio Rodrigues,,186.66,81.73,"$7,955",29,10,34.48%
72,73,Emerson Lopes,,186,81.99,"$1,022",51,22,43.14%
73,74,Maikon Calixton Rocha,,183,80.20,"$12,424",11,5,45.45%
74,75,Lance Lara,,181,85.58,"$12,148",38,6,15.79%
75,76,Wyatt Rogers,,179.50,81.36,"$9,753",45,7,15.56%
76,77,Everton dos Santos,,174.50,81.92,"$2,685",27,18,66.67%
77,78,Matt Allgood,,172.50,76.20,"$11,590",13,5,38.46%
78,79,Jake Morinec,,172,86.50,"$9,385",10,2,20%
79,80,Andy Bohl,,168,81.36,"$9,586",39,7,17.95%
80,81,Leandro Zampollo,,166.50,83.92,"$2,277",34,15,44.12%
81,82,Michael Lane,,165.50,84.75,"$5,353",20,4,20%
82,83,Marcus Mast,,164.25,82.38,"$9,385",40,8,20%
83,84,Donnie Rutherfurd,,164,82.38,"$11,841",14,8,57.14%
84,85,Clayton Sellars,,162,83.38,"$34,000",4,4,100%
85,86,Zeke Martinez,,161,86.00,"$17,292",13,5,38.46%
86,87,Bill Henry,,157,82.14,"$9,010",26,7,26.92%
87,88,Jean Fernandes Pereira,,156.50,80.83,"$6,933",34,9,26.47%
88,89,Cassio Dias,,155,85.88,"$8,333",5,2,40%
89,90,Bruno Roberto,,154,84.00,"$5,276",26,8,30.77%
90,91,Alvaro da Cunha,,151.50,82.17,$810,34,16,47.06%
91,91,Lucas Fideles Souza,,151.50,83.79,"$7,620",34,7,20.59%
92,91,Heitor Araujo,,151.50,83.15,"$1,433",29,15,51.72%
93,94,Conner Halverson,,150.50,83.63,"$8,826",20,6,30%
94,95,Adriano Salgado,,148.50,84.94,"$4,506",16,9,56.25%
95,96,Rylee Ward,,147,84.18,"$8,798",22,7,31.82%
96,97,Robson Guedes,,144,84.80,"$9,280",19,5,26.32%
97,97,João Paulo de Morais,,144,82.67,$560,45,18,40%
98,99,Hidelvan Ribeiro,,142.75,82.89,"$1,230",22,14,63.64%
99,100,Marcelo Procopio Pereira,,138,84.50,"$9,731",18,7,38.89%
100,101,Welison de Oliveira,,137.50,84.15,"$1,738",24,13,54.17%
101,102,Eduardo Matos,,135,83.44,"$3,078",20,9,45%
102,103,Yan Victor Cunha,,133,79.87,"$3,063",20,13,65%
103,103,Clint Glass,,133,83.33,"$5,224",13,3,23.08%
104,105,Clay Guiton,,132,86.67,"$12,837",10,3,30%
105,106,Garrett Green,,129.50,83.75,"$7,136",14,4,28.57%
106,107,Romário Faustino de Oliveira,,129,82.53,"$1,103",37,16,43.24%
107,108,Adriano Neves dos Santos,,127.50,84.10,"$1,285",27,13,48.15%
108,109,Andrew Alvidrez,,126.99,84.50,"$7,518",14,5,35.71%
109,110,Cauy Schmidt,,123.33,79.71,"$6,857",24,7,29.17%
110,111,Bruno Carvalho,,122.50,83.10,"$6,840",15,5,33.33%
111,111,Kaiden Loud,,122.50,89.00,"$11,634",2,2,100%
112,113,John Crimber,,122,87.81,"$12,860",8,4,50%
113,113,Elzisclay dos Santos,,122,84.13,"$1,074",20,10,50%
114,115,Ky Hamilton,,118,86.63,"$6,623",6,4,66.67%
115,116,Eduardo Aparecido,,116.50,88.00,"$25,266",7,3,42.86%
116,117,Cody Fraser,,116,77.92,"$5,802",34,6,17.65%
117,117,João Henrique Lucas,,116,82.00,"$6,496",15,6,40%
118,119,Everton Natan da Silva,,115,85.60,"$1,944",5,5,100%
119,120,Winy dos Santos,,113,85.84,"$2,452",21,8,38.10%
120,121,Vanderson dos Santos,,111.50,82.02,"$1,497",25,11,44%
121,122,Nicolas Hernandez,,108.83,83.00,"$5,497",7,3,42.86%
122,123,Lorenzo Lopez,,108.33,84.00,"$5,067",19,4,21.05%
123,124,Treven Coonradt,,108,87.00,"$6,459",3,1,33.33%
124,124,Lachlan Slade,,108,88.25,"$8,080",7,1,14.29%
125,124,Andy Guzman,,108,89.00,"$8,952",7,1,14.29%
126,127,Sam Woodall,,106.50,86.17,"$8,852",12,3,25%
127,128,Tyler Taylor,,105,83.33,"$9,307",8,3,37.50%
128,129,Wade Marshall,,104,82.63,"$5,209",21,4,19.05%
129,129,Dixon Tattrie,,104,82.25,"$6,819",24,6,25%
130,131,Dalton Rudman,,102,81.40,"$4,658",19,5,26.32%
131,131,Mason Taylor,,102,83.58,"$7,594",12,6,50%
132,133,Wyatt Gleeson,,98,78.63,"$4,791",21,4,19.05%
133,133,Dalton Krantz,,98,75.67,"$4,501",18,6,33.33%
134,135,Jake Gardner,,97,84.83,"$4,359",8,3,37.50%
135,136,Stefan Tonita,,96,82.00,"$4,325",27,5,18.52%
136,136,João Victor Garcia dos Santos,,96,81.07,"$2,104",16,11,68.75%
137,138,Hudson Bolton,,95,83.00,"$4,000",6,2,33.33%
138,139,Braidy Randolph,,93.50,83.08,"$4,475",13,6,46.15%
139,140,Briggs Madsen,,93,86.00,"$4,951",6,1,16.67%
140,140,Bruin Bradshaw,,93,74.50,"$4,771",8,4,50%
141,142,Leandro Machado,,90.91,85.13,"$4,820",12,4,33.33%
142,143,Marcos Vinicius Vieira,,87.50,84.35,$555,21,10,47.62%
143,143,Leandro da Silva,,87.50,85.43,"$1,844",12,7,58.33%
144,145,Jordans Jordão Jr.,,86.50,85.72,$387,24,8,33.33%
145,145,Danilo Luiz da Silva,,86.50,84.06,$990,24,9,37.50%
146,145,Diesel Andrus,,86.50,79.13,"$4,268",13,4,30.77%
147,148,Lucas Martins Costa,,86,82.40,"$2,544",28,5,17.86%
148,149,Dylan Smith,,84,80.75,"$3,230",13,2,15.38%
149,150,Alison dos Santos,,82.16,77.45,"$3,554",16,5,31.25%
150,151,Lucas Divino,,80,86.88,"$2,023",7,4,57.14%
151,152,Brock Radford,,78,80.67,"$4,007",16,3,18.75%
152,152,Hagen Meeks,,78,83.50,"$4,952",3,1,33.33%
153,152,Damien Contreras,,78,88.50,"$5,602",3,1,33.33%
154,155,Leonardo Castro,,72,82.83,"$3,358",5,3,60%
155,156,Alison Aguiar,,69,85.75,$731,8,6,75%
156,157,Jesse Petri,,67,81.50,"$2,093",13,2,15.38%
157,157,João Marcelo Marrafon,,67,84.04,$352,12,7,58.33%
158,159,Lane Mellers,,66,84.75,"$3,841",13,2,15.38%
159,160,Brady Oleson,,65.75,85.75,"$4,041",10,4,40%
160,161,Perry Schrock,,65,82.00,"$9,574",11,2,18.18%
161,162,Cody Heffernan,,64,85.50,"$4,784",9,3,33.33%
162,162,Caleb O'Shea,,64,83.50,"$3,107",2,1,50%
163,164,Ky Borghero,,63.50,82.50,"$4,783",17,3,17.65%
164,165,José Ilton Aparecido,,63,84.08,$505,14,6,42.86%
165,166,Mason Ward,,62.50,82.33,"$1,688",16,3,18.75%
166,166,José Marcos Filho,,62.50,84.58,$432,9,6,66.67%
167,168,Cole Trivette,,62,75.75,"$5,796",43,4,9.30%
168,168,Lonnie West,,62,83.50,"$4,208",8,3,37.50%
169,170,Klay Ward,,61.83,83.50,"$2,708",21,4,19.05%
170,171,Gabriel Morais,,61,82.75,"$3,189",22,4,18.18%
171,172,Caiden Sandilands,,60.50,84.13,"$3,008",14,4,28.57%
172,172,Julio Cesar Ribeiro,,60.50,78.69,$734,12,9,75%
173,174,Lennon Cook,,59,85.50,"$6,618",2,2,100%
174,175,Allan Dias,,58,78.53,$252,20,10,50%
175,175,Brumby Brandenburg,,58,81.33,"$5,531",28,3,10.71%
176,177,Caio Silva,,57.50,86.13,$954,13,4,30.77%
177,178,Joao Mauro Kugel,,57,81.75,"$3,697",13,2,15.38%
178,178,Colton Burkard,,57,84.75,"$2,960",3,2,66.67%
179,180,Dusty Golden,,56.50,82.83,"$2,948",23,3,13.04%
180,181,Marco Eguchi,,56,83.06,"$1,410",11,4,36.36%
181,182,Ayslan Jeferson,,55.50,82.50,"$1,462",10,5,50%
182,183,Marco Ortiz,,54,86.00,"$3,779",11,1,9.09%
183,183,Cesar Henrique Silva,,54,84.63,"$1,738",8,4,50%
184,185,Jett Harkins,,52,87.75,"$3,625",10,2,20%
185,186,Rafael Fernandes Ramos,,51.50,82.50,"$2,278",4,2,50%
186,187,João Lucas Campos,,51,83.45,$783,8,5,62.50%
187,187,Brady Fielder,,51,86.33,"$31,578",8,3,37.50%
188,187,Jefferson de Lima,,51,78.32,$295,14,7,50%
189,187,Hector Cardona,,51,77.25,"$5,132",2,2,100%
190,191,Luiz Americo P. Silva,,50.50,82.07,$529,17,7,41.18%
191,191,Flavio Zivieri,,50.50,84.58,"$2,339",16,3,18.75%
192,193,Paulo Eduardo Rossetto,,49.75,87.00,"$1,253",11,3,27.27%
193,194,Thomas Hudson,,49.50,81.88,"$2,243",17,4,23.53%
194,195,Tyce Willis,,49,86.50,"$2,500",7,1,14.29%
195,195,Jhonny Klesse,,49,85.50,"$3,501",6,1,16.67%
196,197,Nathan Campos,,48,79.78,$833,13,8,61.54%
197,197,Gean Carlos da Silva,,48,84.67,"$1,006",4,3,75%
198,199,Maciel Santana,,47,85.81,$561,8,4,50%
199,199,Huan de Souza,,47,82.80,$271,11,5,45.45%
200,199,Lucas Eduardo Silva,,47,88.63,$472,4,2,50%
201,202,Beau Willis,,46,80.50,"$2,320",12,2,16.67%
202,202,Ruger Piva,,46,83.00,"$3,707",4,2,50%
203,202,Kase Hitt,,46,86.50,"$6,487",2,1,50%
204,202,Dener Barbosa,,46,87.50,"$2,921",2,1,50%
205,206,William Barrows,,45,76.00,"$4,796",11,3,27.27%
206,206,Wyatt Nez,,45,83.25,"$1,857",17,2,11.76%
207,206,Eikson Pereira,,45,84.50,$909,5,3,60%
208,209,Gavin Knutson,,44.50,82.75,"$2,708",13,2,15.38%
209,210,Alex Junior da Silva,,44,85.00,"$2,382",13,2,15.38%
210,211,Guilherme Filadelpho,,43,84.13,$426,8,4,50%
211,211,Toby Adams,,43,83.50,"$2,610",21,2,9.52%
212,213,Gilmaik Lima,,42.50,81.70,$245,12,5,41.67%
213,214,Chad Hartman,,40,80.25,"$1,626",32,2,6.25%
214,214,Max Castro,,40,84.00,"$1,930",16,1,6.25%
215,214,Genivan da Silva,,40,82.00,$758,5,4,80%
216,217,Garrett Jones,,39.50,83.75,"$2,591",4,2,50%
217,218,Mason Spain,,39,86.33,$851,4,3,75%
218,219,Ray Mayo,,38,84.50,"$2,902",2,1,50%
219,220,Geovani do Nascimento,,37.50,80.71,$550,10,6,60%
220,221,Dan Ruhland,,37,82.00,"$2,929",16,3,18.75%
221,221,Clayton da Costa,,37,81.88,$356,5,4,80%
222,223,Rafael dos Santos,,36.25,84.00,"$2,393",6,2,33.33%
223,224,Wyatt Moulton,,36,81.25,"$1,882",9,2,22.22%
224,224,Grady Young,,36,86.00,"$2,813",4,1,25%
225,226,Tanner Eno,,34,83.25,"$2,054",11,2,18.18%
226,226,Otniel da Silva,,34,80.90,$172,11,5,45.45%
227,226,Nilton Batista,,34,79.25,$432,5,4,80%
228,229,Junior Patrik Souza,,33,82.00,"$1,483",13,2,15.38%
229,229,Justin Van de Kemp,,33,80.50,"$1,140",3,1,33.33%
230,231,Dakota Warnken,,32.50,82.50,"$1,009",3,1,33.33%
231,231,Arisson Pereira,,32.50,80.25,"$1,873",17,2,11.76%
232,233,Rafael Parra,,32,80.08,$284,11,3,27.27%
233,233,Eduardo de Oliveira,,32,79.50,"$1,392",4,1,25%
234,233,Adilson Gonçalves,,32,86.63,$772,4,2,50%
235,233,Mason Collins,,32,66.50,"$2,580",9,1,11.11%
236,233,Jadon Fiasco,,32,83.50,"$1,330",5,1,20%
237,233,Austen Hamblin,,32,83.50,"$1,330",4,1,25%
238,233,Jadin Hutchens,,32,79.00,"$2,042",6,1,16.67%
239,233,Jack Kruse,,32,81.00,$854,8,1,12.50%
240,241,Dawson Branton,,31.50,83.25,"$1,037",6,2,33.33%
241,241,Carlos Garcia,,31.50,83.25,$702,9,2,22.22%
242,243,Guilherme Roberto,,31,80.30,$422,10,5,50%
243,244,Alisson Rodrigues,,30.50,77.63,$545,5,4,80%
244,245,Ismael da Silva,,30,82.69,$56,10,4,40%
245,245,Cody Teel,,30,83.00,"$4,500",3,1,33.33%
246,247,JC Davis,,29,82.67,"$1,759",7,3,42.86%
247,247,Chaster Pereira,,29,82.00,$29,12,4,33.33%
248,249,Kane Taylor,,28,82.25,$150,7,2,28.57%
249,250,Dawson Gleaves,,27.50,54.50,$676,8,2,25%
250,251,Paulo Ferreira Lima,,26.33,82.25,$857,11,2,18.18%
251,252,Brenton Ross,,26,78.00,"$3,358",5,1,20%
252,253,Douglas Lino de Souza,,25,79.00,$779,9,2,22.22%
253,253,Willian Peres Ribeiro,,25,86.50,$294,4,2,50%
254,253,Vinicius Rodrigues Pereira,,25,79.75,$253,5,4,80%
255,256,Italo Rodrigues,,24,75.70,$204,13,5,38.46%
256,256,Gean Pereira Carvalho,,24,83.58,$164,7,3,42.86%
257,256,Griffin Koester,,24,81.75,"$1,101",28,2,7.14%
258,256,Rafael de Lana,,24,84.13,$391,4,2,50%
259,260,Assyrio Dias,,23,79.44,$523,6,4,66.67%
260,260,Natanael Serra Aires,,23,79.50,$96,4,3,75%
261,260,Bradley Wheeler,,23,83.50,"$1,884",13,1,7.69%
262,260,Hayden Ferguson,,23,85.00,"$1,203",2,1,50%
263,264,Wanderson Cleiton de Azevedo,,22.50,80.83,$285,4,3,75%
264,265,Leonardo Lima,,22,63.75,"$1,349",18,2,11.11%
265,265,Leonardo Zampollo,,22,79.38,$55,9,4,44.44%
266,265,Arnaldo Junio,,22,84.25,$97,4,2,50%
267,265,Eric Pereira,,22,86.13,$172,4,2,50%
268,265,Ky Bothum,,22,81.00,$960,12,1,8.33%
269,270,Sergio Cantoral,,21.50,82.00,$689,5,1,20%
270,271,Juliano Ferreira,,21,78.33,$0,4,3,75%
271,271,Kayke Rodrigues,,21,82.83,$141,5,3,60%
272,271,Grayson Cole,,21,86.00,"$1,156",5,1,20%
273,271,Bryce Jensen,,21,78.50,$611,7,1,14.29%
274,275,Felipe Furlan,,20.50,84.50,"$1,141",5,1,20%
275,275,Juliano Silveira,,20.50,87.13,$96,8,2,25%
276,275,Iago Aleixo Alves,,20.50,84.75,$40,3,2,66.67%
277,278,Lane Nobles,,20,81.00,$460,3,1,33.33%
278,278,Caden Fitzpatrick,,20,85.00,"$1,244",3,1,33.33%
279,280,Bryn Francis,,19,83.50,"$1,259",9,1,11.11%
280,280,Hector Lerma,,19,79.50,"$1,515",8,1,12.50%
281,280,Josh Alexander,,19,81.00,"$1,631",9,1,11.11%
282,280,Natan Santos,,19,78.83,$0,6,3,50%
283,280,Guilherme Verão Prado,,19,84.63,$0,9,2,22.22%
284,280,Kayke Campos,,19,84.00,$0,4,2,50%
285,286,Alex Ornelas,,18.50,85.00,$0,4,2,50%
286,287,Caleb Cantrell,,18,83.50,$0,8,2,25%
287,287,Kolt Forinash,,18,85.00,"$1,645",5,1,20%
288,287,Dimas Neto,,18,85.25,$0,3,2,66.67%
289,290,Jaxton Mortensen,,17.50,72.00,$544,16,2,12.50%
290,291,Kyle Hall,,17,82.50,$782,3,1,33.33%
291,291,McCoy Morton,,17,82.00,$779,7,1,14.29%
292,291,Natan Eduardo,,17,78.83,$288,5,3,60%
293,294,Tevin Weston,,16.50,85.50,$847,14,1,7.14%
294,294,Trey Benton III,,16.50,87.50,"$1,372",4,1,25%
295,294,Carter High,,16.50,82.00,$666,2,1,50%
296,297,Edmar Aparecido dos Santos,,16,83.50,$537,9,1,11.11%
297,297,Brennon Eldred,,16,84.00,$638,5,1,20%
298,297,Lucas Bonfim Dos Santos,,16,83.50,$527,3,1,33.33%
299,300,Cladson Rodolfo,,15,76.25,$150,17,2,11.76%
300,300,Daniel Keeping,,15,85.25,"$2,324",11,2,18.18%
301,300,Brady Turgeon,,15,86.00,$200,4,1,25%
302,300,Ederson Santos,,15,80.00,$754,6,1,16.67%
303,300,Ramon de Lima,,15,88.00,$14,3,1,33.33%
304,305,Fabricio Alves Gomes,,14,82.50,$100,7,2,28.57%
305,305,Shane Scott,,14,82.00,"$2,133",9,1,11.11%
306,305,Vitor Crespo,,14,84.50,$38,4,1,25%
307,305,Caden Bunch,,14,83.00,$333,2,1,50%
308,309,Tyler Manor,,13,66.00,$150,6,1,16.67%
309,309,Keaton Martz,,13,75.50,$255,18,2,11.11%
310,309,Wyatt Remington,,13,77.50,$532,2,1,50%
311,309,Felipe Rangel Pereira,,13,90.00,$95,3,1,33.33%
312,313,Waldiney Carvalho,,12.50,81.75,$64,3,2,66.67%
313,314,Cody Hooks,,12,80.50,$130,4,1,25%
314,314,Gabriel Silva,,12,87.00,$54,3,1,33.33%
315,314,Carlos Souza Filho,,12,88.00,$120,3,1,33.33%
316,317,Lillber da Silva,,11.50,84.00,$78,4,1,25%
317,317,Carlos Eduardo Cunha Barbosa,,11.50,87.50,$74,4,1,25%
318,319,Pedro Henrique de Lana,,11,86.25,$60,3,1,33.33%
319,319,Felipe Pereira,,11,87.00,$67,3,1,33.33%
320,319,Nate Hoey,,11,77.50,$0,2,1,50%
321,322,Dionatan Pereira,,10,80.00,$0,8,2,25%
322,322,Willian Bueno de Oliveira,,10,78.00,$0,7,2,28.57%
323,322,Eduardo Henrique Oliveira,,10,76.88,$0,6,2,33.33%
324,322,Welington Tereza,,10,83.00,$11,4,2,50%
325,322,Billy Goetsch,,10,80.00,$0,14,1,7.14%
326,322,Clint McAughtrie,,10,80.50,$0,8,1,12.50%
327,322,Caleb Buckwalter,,10,81.00,$0,9,1,11.11%
328,322,Alex Junio da Silveira,,10,86.50,$53,5,1,20%
329,322,Fabio da Silva,,10,79.00,$0,3,1,33.33%
330,322,Tiago Lucas,,10,84.00,$29,3,1,33.33%
331,322,Leonardo dos Reis,,10,86.50,$42,3,1,33.33%
332,333,Luis Henrique Faria,,9,81.88,$0,3,2,66.67%
333,333,Murilo Henrique de Oliveira,,9,81.25,$0,4,2,50%
334,333,Jean Carlos Teodoro,,9,86.00,$0,5,1,20%
335,333,Luiz Gustavo Galvani,,9,84.00,$0,5,1,20%
336,333,Eduardo Dalia Leonardo,,9,86.00,$11,3,1,33.33%
337,333,Diogo dos Santos,,9,81.00,$0,2,1,50%
338,333,Jose Vitor Alves de Souza,,9,82.75,$0,2,1,50%
339,333,Iago Santos,,9,82.00,$0,3,1,33.33%
340,333,Hudson Rongelli,,9,82.00,$0,3,1,33.33%
341,333,Alan Belchior,,9,83.50,$0,3,1,33.33%
342,333,José Carlos Junior,,9,86.00,$13,3,1,33.33%
343,344,Daylon Swearingen,,8,84.50,$0,8,1,12.50%
344,344,Adilson Junior,,8,85.00,$0,7,1,14.29%
345,344,Trace Brown,,8,83.00,$0,12,1,8.33%
346,344,Joao Gabriel Saran,,8,72.50,$0,11,3,27.27%
347,344,Daron Powers,,8,84.50,$0,5,1,20%
348,344,Jesse Tillman,,8,78.00,$0,2,1,50%
349,344,Caylan Biddy,,8,63.00,$500,4,1,25%
350,351,Koltin Hevalow,,6,77.25,$0,13,2,15.38%
351,352,Dantey Eldridge,,4.50,72.75,$284,7,2,28.57%
352,353,Gage Gay,,3,79.50,$0,5,1,20%
353,353,Tyson Salmon,,3,75.00,$153,5,1,20%
354,355,Tyson Smith,,2,77.50,$0,14,1,7.14%
355,355,Carter Sahli,,2,75.50,$179,24,1,4.17%
356,355,Luiz Miguel de Souza,,2,75.75,$0,7,2,28.57%
357,355,Josh Norman,,2,75.00,$0,4,1,25%
358,359,Aaron Williams,,1,58.00,$0,8,1,12.50%
359,359,Keison Indalecio,,1,76.75,$0,4,2,50%
360,359,Yuri Charles,,1,74.50,$0,5,1,20%
361,359,Rafael da Silva Santos,,1,80.00,$0,5,1,20%
362,359,Jeferson Bueno de Morais,,1,71.50,$0,3,1,33.33%
363,359,Daniel de Moraes,,1,80.75,$0,2,1,50%
364,365,Sandro Batista,,0,0.00,$0,2,0,0%
365,365,Vitor Losnake,,0,0.00,$0,4,0,0%
366,365,Eli Vastbinder,,0,0.00,$150,9,0,0%
367,365,Davi Henrique de Lima,,0,82.00,"$3,217",12,2,16.67%
368,365,João Paulo Fernandes,,0,0.00,$150,4,0,0%
369,365,Zane Cook,,0,0.00,$0,4,0,0%
370,365,Jackson Gray,,0,0.00,$0,4,0,0%
371,365,Thiago Salgado,,0,0.00,$0,3,0,0%
372,365,Jeferson Morais,,0,0.00,$0,3,0,0%
373,365,Joe Alejos,,0,0.00,$0,2,0,0%
374,365,Jeferson Silva,,0,0.00,$0,2,0,0%
375,365,Jake Dunham,,0,0.00,$0,2,0,0%
376,365,Deklan Garland,,0,0.00,$0,2,0,0%
377,365,Wellington Ferreira,,0,0.00,$0,4,0,0%
378,365,Austin Richardson,,0,0.00,$0,1,0,0%
379,365,Arthur Antonialle,,0,71.00,$150,11,1,9.09%
380,365,Fabian Dueck,,0,0.00,$0,4,0,0%
381,365,Michael Phillips,,0,0.00,$0,2,0,0%
382,365,Manoelito de Souza Junior,,0,0.00,$0,10,0,0%
383,365,Jailson da Silva,,0,0.00,$0,2,0,0%
384,365,Trent Nugent,,0,0.00,$0,2,0,0%
385,365,Carlos Gomes Junior,,0,0.00,$0,1,0,0%
386,365,Mateus Fabricio,,0,0.00,$150,2,0,0%
387,365,Marcelo De Souza Dias Junior,,0,0.00,$0,3,0,0%
388,365,Dustin Ratchford,,0,0.00,"$1,800",3,0,0%
389,365,Sebastian Jackson,,0,0.00,$0,3,0,0%
390,365,JB Galvan,,0,0.00,$0,1,0,0%
391,365,Boogie Marquez,,0,0.00,$0,8,0,0%
392,365,Philippi Braga,,0,0.00,$0,5,0,0%
393,365,Ricky Aguiar,,0,0.00,$0,4,0,0%
394,365,Billy Stephenson,,0,0.00,$500,4,0,0%
395,365,Mateus Felipe Ferreira,,0,62.00,$0,3,1,33.33%
396,365,Alvin Detweiler,,0,0.00,$150,4,0,0%
397,365,Ronaldo Santos Jr.,,0,0.00,$0,2,0,0%
398,365,Lane Lasley,,0,0.00,$0,1,0,0%
399,365,João Ricardo Vieira,,0,0.00,$0,1,0,0%
400,365,Jason Landing,,0,0.00,$0,5,0,0%
401,365,Beau Gardner,,0,0.00,$0,1,0,0%
402,365,Alexandre Rocha,,0,0.00,$0,2,0,0%
403,365,Douglas Franco,,0,0.00,$0,16,0,0%
404,365,Dalton Davis,,0,0.00,$150,4,0,0%
405,365,Micheal Ostashek,,0,0.00,$0,2,0,0%
406,365,Marco Rizzo,,0,0.00,$0,1,0,0%
