#,Rider,Points,Avg Score,Prize $,Outs,Rides,Ride %,tour,year
143,Lorenzo Lopez,74.0,77.5,3739.0,9,4,44.44,challenger_series,2023
144,Marcelo Procopio Pereira,73.66,84.63,3189.0,14,4,28.57,challenger_series,2023
145,Alecio Ferreira da Costa,71.0,86.5,3045.0,16,2,12.5,challenger_series,2023
145,Caic Cassio Carvalho,71.0,85.58,5108.0,4,3,75.0,challenger_series,2023
147,JC Davis,69.5,82.13,1978.0,7,4,57.14,challenger_series,2023
148,Ednélio Rodrigues,69.0,81.17,3328.0,6,3,50.0,challenger_series,2023
149,Manoelito de Souza Junior,68.5,82.6,2237.0,11,5,45.45,challenger_series,2023
150,Jesse Petri,68.0,81.9,2869.0,15,5,33.33,challenger_series,2023
151,Wyatt Covington,67.0,81.25,5850.0,6,2,33.33,challenger_series,2023
152,Bryn Francis,66.5,82.67,2210.0,19,3,15.79,challenger_series,2023
153,Wyatt Nez,65.83,83.5,3237.0,8,2,25.0,challenger_series,2023
154,Josh Frost,64.0,84.0,7000.0,1,1,100.0,challenger_series,2023
155,Andy Bohl,63.5,82.17,3082.0,24,3,12.5,challenger_series,2023
156,Dakota Warnken,63.0,84.17,1936.0,14,3,21.43,challenger_series,2023
157,Dalton Rudman,62.0,82.0,1382.0,22,5,22.73,challenger_series,2023
157,Cole Trivette,62.0,79.33,2421.0,11,3,27.27,challenger_series,2023
159,João Paulo de Morais,60.0,82.63,2249.0,7,4,57.14,challenger_series,2023
160,Jailson da Silva,58.83,85.31,320.0,8,4,50.0,challenger_series,2023
161,Vitor Cassio de Assis,58.0,77.39,249.0,12,7,58.33,challenger_series,2023
162,Carlos Gomes Junior,57.5,86.5,4086.0,16,2,12.5,challenger_series,2023
162,Trent Nugent,57.5,85.75,2700.0,12,2,16.67,challenger_series,2023
162,Daniel Pereira,57.5,84.3,151.0,12,5,41.67,challenger_series,2023
165,Italo Rodrigues,57.0,76.9,1208.0,5,5,100.0,challenger_series,2023
166,Julio Cesar Marques,56.33,84.0,1752.0,9,4,44.44,challenger_series,2023
167,Will Purcell,55.0,84.0,1754.0,8,2,25.0,challenger_series,2023
167,Tyson Smith,55.0,81.25,1724.0,9,2,22.22,challenger_series,2023
169,Mateus Fabricio,54.0,83.0,4617.0,2,1,50.0,challenger_series,2023
170,Travis Wimberley,53.0,76.75,2939.0,12,2,16.67,challenger_series,2023
171,Marcelo De Souza Dias Junior,52.0,82.5,2245.0,9,2,22.22,challenger_series,2023
172,Caiden Sandilands,51.5,85.75,2023.0,13,2,15.38,challenger_series,2023
173,Jake Curr,51.0,83.38,2146.0,8,4,50.0,challenger_series,2023
174,Tristan O'Neal,46.0,85.5,4603.0,7,1,14.29,challenger_series,2023
174,Dustin Ratchford,46.0,85.0,5193.0,11,1,9.09,challenger_series,2023
174,Elijah Monnett,46.0,73.5,2000.0,4,2,50.0,challenger_series,2023
174,Sebastian Jackson,46.0,80.0,10000.0,4,2,50.0,challenger_series,2023
174,JB Galvan,46.0,86.0,3107.0,2,1,50.0,challenger_series,2023
179,Ayslan Jeferson,45.33,84.33,1731.0,31,3,9.68,challenger_series,2023
180,Lane Mellers,44.5,80.67,2128.0,11,3,27.27,challenger_series,2023
181,Boogie Marquez,43.0,82.33,1310.0,22,3,13.64,challenger_series,2023
182,Chaster Pereira,42.0,87.83,521.0,8,3,37.5,challenger_series,2023
183,Lucas Divino,41.5,81.75,1540.0,8,3,37.5,challenger_series,2023
184,Philippi Braga,41.0,82.33,1644.0,12,3,25.0,challenger_series,2023
184,Jeter Lawrence,41.0,85.5,3375.0,12,2,16.67,challenger_series,2023
186,Dionatan Pereira,40.5,83.38,152.0,8,4,50.0,challenger_series,2023
187,Bruin Bradshaw,40.0,80.5,982.0,8,2,25.0,challenger_series,2023
187,Rovilson Pereira,40.0,81.94,205.0,7,4,57.14,challenger_series,2023
189,Ricky Aguiar,39.0,83.17,3110.0,10,3,30.0,challenger_series,2023
189,William Wright,39.0,79.5,1663.0,13,2,15.38,challenger_series,2023
189,Alvaro da Cunha,39.0,74.1,196.0,8,5,62.5,challenger_series,2023
192,Matt Allgood,38.0,71.0,1380.0,18,3,16.67,challenger_series,2023
192,Kane Taylor,38.0,80.75,1823.0,19,4,21.05,challenger_series,2023
192,Max Castro,38.0,84.0,4475.0,13,1,7.69,challenger_series,2023
192,Stetson Lewis,38.0,81.5,2040.0,3,1,33.33,challenger_series,2023
196,Keith Hall,37.83,82.83,2018.0,12,3,25.0,challenger_series,2023
197,Alex Cardozo,36.5,81.67,1517.0,11,3,27.27,challenger_series,2023
198,Billy Stephenson,36.0,87.0,2941.0,6,1,16.67,challenger_series,2023
199,Jack Keats,35.0,79.17,1814.0,16,3,18.75,challenger_series,2023
199,Vanderson dos Santos,35.0,87.0,366.0,3,2,66.67,challenger_series,2023
201,Jadon Hayes,34.5,57.0,953.0,7,2,28.57,challenger_series,2023
202,Wyatt Moulton,34.0,85.0,1120.0,8,1,12.5,challenger_series,2023
203,Alvin Detweiler,33.0,81.5,1122.0,9,1,11.11,challenger_series,2023
203,Ismael da Silva,33.0,83.67,298.0,4,3,75.0,challenger_series,2023
203,Sebastião Moreira,33.0,80.58,873.0,4,3,75.0,challenger_series,2023
203,Mateus Felipe Ferreira,33.0,84.0,139.0,4,3,75.0,challenger_series,2023
203,Justin Wilcken,33.0,85.0,2481.0,4,1,25.0,challenger_series,2023
208,Marcos Menezes,32.5,81.58,146.0,5,3,60.0,challenger_series,2023
208,Ronaldo Santos Jr.,32.5,87.75,1303.0,4,2,50.0,challenger_series,2023
210,Denton Fugate,32.33,85.0,2431.0,2,2,100.0,challenger_series,2023
211,Storm Howard,32.0,82.0,1007.0,11,1,9.09,challenger_series,2023
212,Brady Oleson,31.0,84.0,1151.0,8,2,25.0,challenger_series,2023
213,Bruno Vieira,30.0,86.25,681.0,4,2,50.0,challenger_series,2023
214,Paulo de Matos,29.5,82.67,216.0,4,3,75.0,challenger_series,2023
214,Anthony Lyons,29.5,82.0,2528.0,7,1,14.29,challenger_series,2023
216,Wade Marshall,29.0,80.0,643.0,16,1,6.25,challenger_series,2023
216,Gilvan Freitas,29.0,82.17,154.0,4,3,75.0,challenger_series,2023
218,Lane Lasley,28.0,81.75,1622.0,5,2,40.0,challenger_series,2023
219,Eikson Pereira,27.5,75.5,671.0,4,4,100.0,challenger_series,2023
219,Albert Lebaron,27.5,84.5,2296.0,32,1,3.13,challenger_series,2023
221,João Ricardo Vieira,27.33,81.83,832.0,6,3,50.0,challenger_series,2023
222,Aaron Williams,26.0,84.5,1985.0,2,1,50.0,challenger_series,2023
222,Jason Landing,26.0,78.0,551.0,13,1,7.69,challenger_series,2023
222,Perry Schrock,26.0,81.0,687.0,6,1,16.67,challenger_series,2023
222,Gabriel Honorato,26.0,73.0,1280.0,4,1,25.0,challenger_series,2023
222,Beau Gardner,26.0,87.0,1526.0,2,1,50.0,challenger_series,2023
227,Alexandre Rocha,25.5,80.33,0.0,4,3,75.0,challenger_series,2023
228,Douglas Franco,25.0,83.25,527.0,18,2,11.11,challenger_series,2023
228,Ramon Fiorini,25.0,87.25,304.0,4,2,50.0,challenger_series,2023
228,Jhoeslley dos Santos,25.0,84.38,401.0,5,2,40.0,challenger_series,2023
228,Arisson Pereira,25.0,84.75,334.0,4,2,50.0,challenger_series,2023
232,Dalton Davis,24.0,83.5,1027.0,5,1,20.0,challenger_series,2023
233,Micheal Ostashek,23.5,80.33,2143.0,21,3,14.29,challenger_series,2023
234,Brandon Ballard,23.0,71.0,526.0,7,2,28.57,challenger_series,2023
234,Evan Betony,23.0,83.0,820.0,3,1,33.33,challenger_series,2023
236,Marco Eguchi,22.0,81.5,59.0,5,2,40.0,challenger_series,2023
236,McCoy Morton,22.0,83.5,1531.0,2,1,50.0,challenger_series,2023
238,Flavio Zivieri,21.0,82.0,462.0,5,1,20.0,challenger_series,2023
238,Lucas Felix,21.0,72.5,1224.0,4,1,25.0,challenger_series,2023
240,Roque Palermo,20.5,82.38,0.0,5,2,40.0,challenger_series,2023
241,Kyler Oliver,20.0,84.5,1326.0,3,1,33.33,challenger_series,2023
242,Dalton Kasel,19.5,87.0,309.0,3,1,33.33,challenger_series,2023
243,Marcus Mast,19.0,81.75,1411.0,3,2,66.67,challenger_series,2023
243,Paulo Ferreira Lima,19.0,81.0,0.0,5,1,20.0,challenger_series,2023
243,Marcus Brubacker,19.0,81.5,520.0,4,1,25.0,challenger_series,2023
243,Carlos Moura,19.0,77.25,57.0,3,2,66.67,challenger_series,2023
243,João Henrique Gomes,19.0,85.25,0.0,3,2,66.67,challenger_series,2023
248,Dan Ruhland,18.33,81.0,502.0,12,1,8.33,challenger_series,2023
248,Peyton Tallant,18.33,85.5,945.0,2,1,50.0,challenger_series,2023
250,Heitor Teodoro,18.0,75.17,0.0,4,3,75.0,challenger_series,2023
250,Marco Rizzo,18.0,83.25,0.0,9,2,22.22,challenger_series,2023
250,Orivaldo Vieira,18.0,79.75,50.0,4,2,50.0,challenger_series,2023
250,Marcus Vinicius Souza,18.0,85.5,0.0,4,2,50.0,challenger_series,2023
250,Deivid de Souza,18.0,79.0,0.0,3,2,66.67,challenger_series,2023
250,Marcos de Oliveira,18.0,80.0,11.0,3,2,66.67,challenger_series,2023
256,Ruan Barbosa,17.5,81.88,52.0,6,2,33.33,challenger_series,2023
256,Daniel Arantes,17.5,80.25,52.0,3,2,66.67,challenger_series,2023
258,Eduardo de Oliveira,17.0,84.5,376.0,12,1,8.33,challenger_series,2023
258,Tyce Willis,17.0,85.5,830.0,4,1,25.0,challenger_series,2023
258,Eder Barbosa,17.0,81.0,0.0,10,1,10.0,challenger_series,2023
258,Toby Leake,17.0,81.5,117.0,18,1,5.56,challenger_series,2023
258,Tanner Skene,17.0,82.0,1185.0,17,1,5.88,challenger_series,2023
258,Luis Fernando Costa,17.0,83.25,0.0,4,2,50.0,challenger_series,2023
258,Lucas Aráujo,17.0,73.5,0.0,4,2,50.0,challenger_series,2023
258,Paulo Henrique de Oliveira,17.0,77.5,18.0,3,2,66.67,challenger_series,2023
266,Junio Quaresima,16.5,86.0,606.0,11,1,9.09,challenger_series,2023
266,Dantey Eldridge,16.5,86.0,601.0,7,1,14.29,challenger_series,2023
268,Cimarron Rucker,16.0,80.0,503.0,2,1,50.0,challenger_series,2023
268,Weston Hartman,16.0,81.75,0.0,14,2,14.29,challenger_series,2023
268,Marcos Felipe Santos Silva,16.0,72.5,0.0,18,2,11.11,challenger_series,2023
268,Romario Domingos,16.0,73.75,0.0,3,2,66.67,challenger_series,2023
268,Laramie Craigen,16.0,80.0,0.0,9,1,11.11,challenger_series,2023
268,Willian de Souza,16.0,84.0,532.0,5,1,20.0,challenger_series,2023
274,Casey Roberts,15.0,86.0,923.0,7,1,14.29,challenger_series,2023
274,Mason Moody,15.0,81.0,610.0,4,1,25.0,challenger_series,2023
274,Kyle Jones,15.0,80.5,502.0,4,1,25.0,challenger_series,2023
274,Cody Brewer,15.0,80.5,502.0,17,1,5.88,challenger_series,2023
274,Júlio Félix,15.0,78.25,0.0,3,2,66.67,challenger_series,2023
274,Kobe Whitford,15.0,83.0,0.0,3,1,33.33,challenger_series,2023
274,Ayden Dale,15.0,79.5,512.0,2,1,50.0,challenger_series,2023
281,Luke Parkinson,14.0,82.0,333.0,7,1,14.29,challenger_series,2023
281,Beau Willis,14.0,85.5,843.0,9,1,11.11,challenger_series,2023
281,Gabriel Thiago Da Silva,14.0,60.0,660.0,3,1,33.33,challenger_series,2023
281,Dalan Duncan,14.0,81.5,414.0,2,1,50.0,challenger_series,2023
285,Marco Antonio Gloria,13.33,82.0,337.0,5,1,20.0,challenger_series,2023
286,Dayer Da Costa,13.0,79.5,313.0,2,1,50.0,challenger_series,2023
286,Alex Jenks,13.0,86.0,802.0,20,1,5.0,challenger_series,2023
286,Tyson Thue,13.0,83.0,672.0,6,1,16.67,challenger_series,2023
286,Daniel de Lima,13.0,85.0,0.0,3,1,33.33,challenger_series,2023
286,Rafael Silvio de Oliveira,13.0,87.5,223.0,3,1,33.33,challenger_series,2023
291,Riley Eade,12.5,79.5,0.0,9,2,22.22,challenger_series,2023
291,Wéverton Alves,12.5,83.5,0.0,3,1,33.33,challenger_series,2023
293,Leonardo Lima,12.0,80.5,310.0,13,1,7.69,challenger_series,2023
293,Marcos Rogério Ferreira,12.0,78.25,50.0,4,2,50.0,challenger_series,2023
293,Collin Williams,12.0,80.5,139.0,19,1,5.26,challenger_series,2023
293,Varnei José Santana Junio,12.0,64.0,295.0,6,1,16.67,challenger_series,2023
293,José Roberto Silva,12.0,87.0,124.0,7,1,14.29,challenger_series,2023
293,Bryant Osborne,12.0,80.0,257.0,3,1,33.33,challenger_series,2023
293,Leonardo Palata,12.0,86.0,0.0,3,1,33.33,challenger_series,2023
293,Wisney Oliveira,12.0,85.0,236.0,3,1,33.33,challenger_series,2023
293,Dalton Sanchez,12.0,82.0,242.0,2,1,50.0,challenger_series,2023
302,Brody Woodard,11.5,84.5,457.0,6,1,16.67,challenger_series,2023
302,Maverick Smith,11.5,85.5,138.0,3,1,33.33,challenger_series,2023
304,Samuel Lourenço,11.33,76.5,18.0,4,2,50.0,challenger_series,2023
305,Lucas Rafael Ribeiro,10.5,86.0,41.0,7,1,14.29,challenger_series,2023
305,Marcos Rosa da Silva,10.5,87.5,37.0,4,1,25.0,challenger_series,2023
307,Casey Coulter,10.0,83.0,0.0,6,1,16.67,challenger_series,2023
307,Dakota Eagleburger,10.0,84.0,0.0,5,1,20.0,challenger_series,2023
307,Italo Aguilar,10.0,77.0,0.0,11,2,18.18,challenger_series,2023
307,River Stephenson,10.0,78.5,165.0,5,1,20.0,challenger_series,2023
307,Orrin Marshall,10.0,80.5,131.0,6,1,16.67,challenger_series,2023
307,Kade McDonald,10.0,81.0,196.0,11,1,9.09,challenger_series,2023
307,Wyatt Norstegaard,10.0,81.0,0.0,3,1,33.33,challenger_series,2023
307,João Marcelo Marrafon,10.0,86.25,0.0,3,1,33.33,challenger_series,2023
307,Ethan Skogquist,10.0,82.5,100.0,1,1,100.0,challenger_series,2023
316,João Henrique Lucas,9.66,81.5,0.0,2,1,50.0,challenger_series,2023
317,Willian Peres Ribeiro,9.5,85.5,28.0,4,1,25.0,challenger_series,2023
318,Tyson Salmon,9.0,79.0,0.0,21,1,4.76,challenger_series,2023
318,Darryl McPherson,9.0,78.5,0.0,10,1,10.0,challenger_series,2023
318,Isaac Leclair,9.0,79.5,0.0,7,1,14.29,challenger_series,2023
318,Gledson dos Reis,9.0,83.0,53.0,3,1,33.33,challenger_series,2023
318,Paulo dos Santos,9.0,81.0,0.0,3,1,33.33,challenger_series,2023
318,Edgard Costa,9.0,86.5,0.0,4,1,25.0,challenger_series,2023
318,Guytin Tsosie,9.0,79.0,0.0,2,1,50.0,challenger_series,2023
318,Pedro Henrique da Silva,9.0,83.5,0.0,3,1,33.33,challenger_series,2023
318,Antonio Frederico Calcagni,9.0,86.5,11.0,3,1,33.33,challenger_series,2023
327,Jose Vitor Leme,8.5,86.5,0.0,3,1,33.33,challenger_series,2023
328,Tell Jacobs,8.0,42.0,677.0,22,1,4.55,challenger_series,2023
328,Adriano Neves dos Santos,8.0,78.0,11.0,3,1,33.33,challenger_series,2023
328,Joao Paulo Moreira,8.0,77.5,0.0,4,1,25.0,challenger_series,2023
328,Geovani do Nascimento,8.0,85.5,0.0,3,1,33.33,challenger_series,2023
332,Clay Hall,7.0,74.5,0.0,7,1,14.29,challenger_series,2023
332,Richard Fernandes,7.0,75.5,0.0,3,1,33.33,challenger_series,2023
332,Elton dos Santos,7.0,76.0,0.0,3,1,33.33,challenger_series,2023
332,Matheus de Souza,7.0,72.0,0.0,3,1,33.33,challenger_series,2023
332,Tayson Batista,7.0,74.0,0.0,3,1,33.33,challenger_series,2023
332,Luís Gustavo Borse,7.0,74.5,0.0,3,1,33.33,challenger_series,2023
332,David Pinheiro,7.0,76.5,0.0,3,1,33.33,challenger_series,2023
332,Tales Xavier,7.0,78.25,0.0,2,1,50.0,challenger_series,2023
340,Afonso Quintino,6.0,65.5,0.0,4,1,25.0,challenger_series,2023
341,Tim Lipsett,3.0,76.5,179.0,11,1,9.09,challenger_series,2023
342,Dakota Louis,2.0,76.0,0.0,4,1,25.0,challenger_series,2023
342,Justin Ethridge,2.0,76.0,0.0,8,1,12.5,challenger_series,2023
342,Ely Linder,2.0,76.0,0.0,4,1,25.0,challenger_series,2023
345,Jake Maher,1.0,20.0,0.0,30,1,3.33,challenger_series,2023
345,Jackson Field,1.0,74.0,0.0,18,1,5.56,challenger_series,2023
347,Rafael Jose de Brito,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Junior Patrik Souza,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Lucas Fideles Souza,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Alex Marcilio,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Sterling Furr,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Santiago Castellanos,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Paulo Souza,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Koltin Hevalow,0.0,0.0,0.0,7,0,0.0,challenger_series,2023
347,Felipe Nogueira,0.0,0.0,0.0,6,0,0.0,challenger_series,2023
347,Kyle Eaton,0.0,0.0,0.0,7,0,0.0,challenger_series,2023
347,Kade Alberty,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Lane Nelson,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Ben Moran,0.0,0.0,0.0,8,0,0.0,challenger_series,2023
347,Lane Nobles,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Jaquez Antonio,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Rodolfo Alves,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Jake Morinec,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Gerald Eash,0.0,0.0,0.0,5,0,0.0,challenger_series,2023
347,Trefor Sproule,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Brayan Alvarez Pena,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Eduardo Matos,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Dustin Martinez,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Mason Ward,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,João Marcelo Santos,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Josh Stepp,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Matt Triplett,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Keaton Martz,0.0,0.0,0.0,21,0,0.0,challenger_series,2023
347,Thomas Hudson,0.0,0.0,0.0,23,0,0.0,challenger_series,2023
347,Brumby Brandenburg,0.0,0.0,0.0,23,0,0.0,challenger_series,2023
347,Matt Oliver,0.0,0.0,0.0,8,0,0.0,challenger_series,2023
347,Edgardo Figueroa,0.0,0.0,0.0,8,0,0.0,challenger_series,2023
347,Carter Sahli,0.0,0.0,0.0,6,0,0.0,challenger_series,2023
347,Beau Caplinger,0.0,0.0,0.0,8,0,0.0,challenger_series,2023
347,Cody Nance,0.0,0.0,0.0,9,0,0.0,challenger_series,2023
347,Colt Robinson,0.0,0.0,0.0,7,0,0.0,challenger_series,2023
347,Jono Couling,0.0,0.0,0.0,9,0,0.0,challenger_series,2023
347,Marcio Lima,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Elijah Gordon,0.0,0.0,0.0,7,0,0.0,challenger_series,2023
347,Joseph Vazquez,0.0,0.0,0.0,7,0,0.0,challenger_series,2023
347,Nigel Coates,0.0,0.0,0.0,6,0,0.0,challenger_series,2023
347,Paulo Maciel Neto,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Joe Down,0.0,0.0,0.0,8,0,0.0,challenger_series,2023
347,Chason Brookshire,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Brady Turgeon,0.0,0.0,0.0,6,0,0.0,challenger_series,2023
347,Jett Lambert,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,J.T. Moore,0.0,0.0,0.0,6,0,0.0,challenger_series,2023
347,Eloisio Boaventura,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Justin Hendrix,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Hunter Ball,0.0,0.0,0.0,5,0,0.0,challenger_series,2023
347,Fernando da Conceicao,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Jared Avina,0.0,0.0,0.0,5,0,0.0,challenger_series,2023
347,Cole Young,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Wyatt Milgate,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Alex Koberstein,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Clay Gordon,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Chance Thomas,0.0,0.0,0.0,5,0,0.0,challenger_series,2023
347,Adrian Stackhouse,0.0,0.0,0.0,5,0,0.0,challenger_series,2023
347,Dugan Black,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Cole Wagner,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Kody Cox,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Will Loomis,0.0,0.0,500.0,4,0,0.0,challenger_series,2023
347,Allen Burkholder,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Marco Ortiz,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Dillon Whitesel,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Cole Troendle,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Dakota Cornelius,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Reed Duncan,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Damon Tritthart,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
347,Matteo Nunez,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Ty Timmons,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Tyler Crank,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Tylor Cabe,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Garrett Drake,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Tristen Marshall,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Frederico Araujo Margarido,0.0,0.0,0.0,5,0,0.0,challenger_series,2023
347,Luis Moreno,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Chance Abrams,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Austin Beaty,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Patterson Starcher,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Paulo Sergio Lima,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Luis Henrique Faria,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Vitor Malostti da Silva,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Quinten Panarra,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Miles Johnson,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Cody Fitzpatrick,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Tate Duty,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Thyago Venancio,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Elzisclay dos Santos,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Justice Forsythe,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Desmond Hill,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Chauk Dees,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Gavin Shipp,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Daniel Hutchinson,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Tanner Eno,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Quinn Greenough,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Blaine Logg,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Eli Necochea,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Natanael Biribili,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Vinicius Arcanjo de Freitas,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Eric O'Flynn,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Garrion Hull,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Treven Ward,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Dirlei Bonani,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Brian Remmer,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Wesley Goncalves,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Robson Aragão,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Esvin Garcia,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Luis Escobedo,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Melvin Byler,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Jeffrey Sommers,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Luis Tinoco,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Brandon Ferguson,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Copsey Bogle,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Danilo Luiz da Silva,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Roman Letka,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Tommy Sam,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Brandon McDowell,0.0,0.0,0.0,3,0,0.0,challenger_series,2023
347,Cash Bronson,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Vinell Mariano,0.0,0.0,0.0,2,0,0.0,challenger_series,2023
347,Marco Juarez,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Austin Perkins,0.0,0.0,0.0,1,0,0.0,challenger_series,2023
347,Huan de Souza,0.0,67.0,0.0,3,1,33.33,challenger_series,2023
347,Ben Bode,0.0,0.0,0.0,19,0,0.0,challenger_series,2023
347,Brahmer Gaehring,0.0,0.0,0.0,15,0,0.0,challenger_series,2023
347,Garrett Jones,0.0,0.0,0.0,16,0,0.0,challenger_series,2023
347,Colby Anderson,0.0,0.0,0.0,13,0,0.0,challenger_series,2023
347,Clay Padgett,0.0,0.0,0.0,11,0,0.0,challenger_series,2023
347,Brayden Shore,0.0,0.0,0.0,8,0,0.0,challenger_series,2023
347,Colby Gravier,0.0,0.0,0.0,11,0,0.0,challenger_series,2023
347,Matthew Pinon,0.0,0.0,0.0,12,0,0.0,challenger_series,2023
347,Brylee Smith,0.0,0.0,0.0,10,0,0.0,challenger_series,2023
347,Charlie Hayes,0.0,0.0,0.0,9,0,0.0,challenger_series,2023
347,Bennie Shetler,0.0,0.0,0.0,11,0,0.0,challenger_series,2023
347,Guthrie Long,0.0,0.0,0.0,10,0,0.0,challenger_series,2023
347,Jarred Walker,0.0,0.0,0.0,10,0,0.0,challenger_series,2023
347,Vitor de Mello,0.0,0.0,0.0,14,0,0.0,challenger_series,2023
347,Trevor Taghon,0.0,0.0,0.0,8,0,0.0,challenger_series,2023
347,Jake Goodson,0.0,0.0,0.0,7,0,0.0,challenger_series,2023
347,Brock Udy,0.0,0.0,0.0,6,0,0.0,challenger_series,2023
347,Wayne Miller,0.0,0.0,0.0,7,0,0.0,challenger_series,2023
347,Grady Smeltzer,0.0,0.0,0.0,4,0,0.0,challenger_series,2023
