#,Rider,Points,Avg Score,Prize $,Outs,Rides,Ride %,tour,year
30,Otniel da Silva,213.5,81.88,21816.0,35,20,57.14,pbr_brazil,2025
31,José de Castro,189.5,86.97,14040.0,12,8,66.67,pbr_brazil,2025
32,Vanderson dos Santos,184.0,85.2,18083.0,37,15,40.54,pbr_brazil,2025
33,Lucas Eduardo Silva,176.5,84.38,13995.0,11,8,72.73,pbr_brazil,2025
34,Ayslan Jeferson,174.0,84.46,23398.0,23,14,60.87,pbr_brazil,2025
35,Jerson Arantes,164.5,83.15,12280.0,19,13,68.42,pbr_brazil,2025
36,Leonardo dos Reis,163.0,83.0,16860.0,31,16,51.61,pbr_brazil,2025
37,Vinicius Rodrigues Pereira,146.0,83.41,10833.0,26,14,53.85,pbr_brazil,2025
38,Ronaldo Santos Jr.,137.5,84.66,14044.0,21,11,52.38,pbr_brazil,2025
39,João Vitor Monteiro dos Santos,133.0,82.73,10185.0,25,15,60.0,pbr_brazil,2025
40,Leandro Zampollo,127.0,84.53,7518.0,19,9,47.37,pbr_brazil,2025
41,José Marcos Filho,126.5,80.61,9610.0,20,14,70.0,pbr_brazil,2025
42,Leandro da Silva,126.0,83.08,16800.0,13,10,76.92,pbr_brazil,2025
43,Marcos Vinicios dos Santos,122.0,84.33,18384.0,13,12,92.31,pbr_brazil,2025
44,Rafael Jose de Brito,121.0,84.22,17680.0,19,8,42.11,pbr_brazil,2025
45,Danilo Luiz da Silva,119.5,80.41,7403.0,30,16,53.33,pbr_brazil,2025
46,Guilherme da Silveira,117.0,83.67,21138.0,15,9,60.0,pbr_brazil,2025
47,Bruno Roberto,112.0,84.31,5760.0,16,8,50.0,pbr_brazil,2025
48,Alan de Souza,111.0,84.55,7075.0,10,5,50.0,pbr_brazil,2025
49,Paulo Henrique da Silva,110.5,85.17,8335.0,20,9,45.0,pbr_brazil,2025
50,Dimas Neto,107.5,81.71,5655.0,24,14,58.33,pbr_brazil,2025
51,Wanderson Silva,106.0,84.72,10745.0,21,8,38.1,pbr_brazil,2025
52,Carlos Eduardo Cunha Barbosa,102.0,83.93,7616.0,21,10,47.62,pbr_brazil,2025
53,Vitor Hugo Costa,99.5,83.53,9720.0,20,9,45.0,pbr_brazil,2025
54,Walker Arce,98.5,79.18,6795.0,23,14,60.87,pbr_brazil,2025
55,Cesar Henrique Silva,93.5,81.31,6098.0,29,12,41.38,pbr_brazil,2025
56,João Paulo de Morais,92.5,81.2,13181.0,33,15,45.45,pbr_brazil,2025
57,Felipe Rangel Pereira,91.5,84.63,11640.0,16,8,50.0,pbr_brazil,2025
58,Leandro Francisco,89.0,81.98,3530.0,22,12,54.55,pbr_brazil,2025
59,João Marcelo Marrafon,87.5,84.41,7480.0,16,8,50.0,pbr_brazil,2025
60,Diego do Amaral,87.33,83.0,15468.0,15,8,53.33,pbr_brazil,2025
61,Rafael Wermond Lopes,83.5,82.14,10525.0,12,7,58.33,pbr_brazil,2025
62,João Lucas Campos,83.0,82.5,8450.0,5,4,80.0,pbr_brazil,2025
63,Matheus Lima dos Santos,81.5,79.85,1331.0,22,10,45.45,pbr_brazil,2025
64,Luiz Felipe Santos,78.5,80.06,13819.0,13,8,61.54,pbr_brazil,2025
65,Welison de Oliveira,72.5,82.79,4492.0,12,7,58.33,pbr_brazil,2025
66,Matheus Guisini,69.33,79.75,11678.0,12,10,83.33,pbr_brazil,2025
67,Douglas Xavier da Silva,67.0,85.33,5350.0,5,3,60.0,pbr_brazil,2025
68,Adriano Neves dos Santos,66.5,83.79,6330.0,13,7,53.85,pbr_brazil,2025
68,Alisson De Souza,66.5,81.88,3223.0,21,8,38.1,pbr_brazil,2025
70,Jose Ryan dos Santos,65.5,79.32,210.0,27,11,40.74,pbr_brazil,2025
71,Roberto Junior,62.5,85.1,6885.0,13,5,38.46,pbr_brazil,2025
72,Deivid de Souza,60.0,81.7,2640.0,19,5,26.32,pbr_brazil,2025
73,Ramon Fiorini,59.5,81.42,720.0,12,6,50.0,pbr_brazil,2025
74,Mateus dos Santos,58.5,83.04,2903.0,11,7,63.64,pbr_brazil,2025
75,Antonio Carlos Junior,57.5,80.69,4158.0,14,8,57.14,pbr_brazil,2025
76,Genivan da Silva,57.0,78.95,4256.0,21,10,47.62,pbr_brazil,2025
77,Elton Toledo,56.0,85.7,900.0,14,5,35.71,pbr_brazil,2025
77,Leonardo Zampollo,56.0,83.58,1369.0,17,6,35.29,pbr_brazil,2025
79,Huan de Souza,55.0,83.67,2295.0,16,6,37.5,pbr_brazil,2025
80,Vinicius Pinheiro Correa,54.5,83.42,2109.0,9,6,66.67,pbr_brazil,2025
80,Jean da Fonseca,54.5,80.81,2970.0,21,8,38.1,pbr_brazil,2025
82,Nathan Campos,54.0,82.8,6705.0,10,5,50.0,pbr_brazil,2025
82,Leonardo Henrique dos Santos,54.0,86.4,5942.0,14,5,35.71,pbr_brazil,2025
84,João Pedro Duarte,52.0,81.7,12570.0,5,5,100.0,pbr_brazil,2025
85,Carlos Souza Filho,51.5,79.72,1808.0,20,8,40.0,pbr_brazil,2025
86,Clayton da Costa,50.0,81.25,2583.0,15,6,40.0,pbr_brazil,2025
87,Emerson Lopes,49.0,82.5,2153.0,15,5,33.33,pbr_brazil,2025
87,Alison Aguiar,49.0,81.55,2200.0,9,5,55.56,pbr_brazil,2025
87,Lauro Nunes Vieira,49.0,84.81,2025.0,14,4,28.57,pbr_brazil,2025
90,Caio Silva,47.0,79.75,2940.0,10,5,50.0,pbr_brazil,2025
91,Victor Gabriel Reis,45.5,80.29,1808.0,13,7,53.85,pbr_brazil,2025
92,Eduardo Matos,44.0,86.63,3180.0,4,2,50.0,pbr_brazil,2025
92,João Pedro Braga,44.0,84.3,1848.0,11,5,45.45,pbr_brazil,2025
94,Luciano Ruivo da Silva,43.0,81.07,1743.0,12,7,58.33,pbr_brazil,2025
94,Natan Santos,43.0,82.4,1785.0,11,5,45.45,pbr_brazil,2025
94,Silvio Junior,43.0,80.38,5403.0,9,4,44.44,pbr_brazil,2025
97,Julio Cesar Ribeiro,41.0,75.5,2380.0,12,7,58.33,pbr_brazil,2025
98,Heitor Araujo,40.0,80.58,150.0,14,6,42.86,pbr_brazil,2025
99,Bryan Zacarias,39.5,85.67,3525.0,6,3,50.0,pbr_brazil,2025
100,Alison dos Santos,38.0,76.25,6540.0,4,4,100.0,pbr_brazil,2025
101,Jonathan Queiroz da Silva,37.5,81.13,3285.0,5,4,80.0,pbr_brazil,2025
102,Nilton Batista,37.0,85.13,3638.0,5,2,40.0,pbr_brazil,2025
103,Matheus Klein de Oliveira,36.5,81.13,9609.0,4,4,100.0,pbr_brazil,2025
104,Paulo Eduardo Rossetto,34.0,81.5,120.0,4,3,75.0,pbr_brazil,2025
105,Mauricio Gulla Moreira,33.0,81.06,440.0,9,4,44.44,pbr_brazil,2025
106,Gean Pereira Carvalho,32.5,81.0,788.0,13,5,38.46,pbr_brazil,2025
107,Natanael Serra Aires,32.0,80.5,540.0,8,4,50.0,pbr_brazil,2025
108,Samuel Thiago,30.0,85.88,240.0,4,2,50.0,pbr_brazil,2025
109,Fredson Fernandes,28.5,78.3,1550.0,10,5,50.0,pbr_brazil,2025
109,Gabriel Henrique da Silva,28.5,82.0,1425.0,8,3,37.5,pbr_brazil,2025
111,Alvaro Ariel,28.0,82.33,0.0,18,3,16.67,pbr_brazil,2025
112,Luiz Americo P. Silva,27.5,79.25,2022.0,7,4,57.14,pbr_brazil,2025
112,Tayson Batista,27.5,83.08,2850.0,4,3,75.0,pbr_brazil,2025
114,Itamar Junior,27.0,84.5,2730.0,4,3,75.0,pbr_brazil,2025
115,Leonardo Castro,26.5,85.13,330.0,8,2,25.0,pbr_brazil,2025
116,Marcos Vinicius Vieira,26.0,78.86,360.0,14,7,50.0,pbr_brazil,2025
117,Willian Peres Ribeiro,25.0,86.5,1610.0,4,2,50.0,pbr_brazil,2025
118,Italo Leite,24.0,82.06,1346.0,8,4,50.0,pbr_brazil,2025
119,Matheus Andrade da Silva,23.5,80.75,788.0,14,4,28.57,pbr_brazil,2025
120,Natanael Biribili,23.0,83.38,0.0,4,2,50.0,pbr_brazil,2025
121,Adilson Junior,22.5,85.0,1318.0,3,2,66.67,pbr_brazil,2025
121,Wanderson Cleiton de Azevedo,22.5,80.83,1560.0,4,3,75.0,pbr_brazil,2025
121,Wemerson Alves,22.5,86.0,480.0,6,2,33.33,pbr_brazil,2025
124,Paulo Henrique Sousa,22.0,79.69,563.0,8,4,50.0,pbr_brazil,2025
124,Pablo Soares,22.0,80.83,1335.0,4,3,75.0,pbr_brazil,2025
126,Kayke Rodrigues,21.0,82.83,800.0,5,3,60.0,pbr_brazil,2025
126,Iago Bertollo Araujo,21.0,80.0,1013.0,6,2,33.33,pbr_brazil,2025
128,Lucas de Camargos,20.5,84.25,338.0,7,2,28.57,pbr_brazil,2025
128,Dayer Da Costa,20.5,83.0,0.0,5,2,40.0,pbr_brazil,2025
130,Juliano Silveira,20.0,78.33,1178.0,4,3,75.0,pbr_brazil,2025
130,Marcelo Sousa,20.0,75.33,3713.0,6,3,50.0,pbr_brazil,2025
132,Kayke Campos,19.0,84.0,0.0,4,2,50.0,pbr_brazil,2025
133,Higor Soares Ramos,18.5,78.25,338.0,3,2,66.67,pbr_brazil,2025
134,Guilherme Roberto,17.0,80.67,1655.0,4,3,75.0,pbr_brazil,2025
134,Jheymes da Silva,17.0,81.75,2419.0,6,2,33.33,pbr_brazil,2025
136,Lucas Moraes,16.5,82.25,1260.0,3,2,66.67,pbr_brazil,2025
137,Rafael de Lima,16.0,84.5,480.0,4,1,25.0,pbr_brazil,2025
138,Bruno Carvalho,15.0,87.0,0.0,2,1,50.0,pbr_brazil,2025
139,Iago Silva,13.5,76.17,405.0,4,3,75.0,pbr_brazil,2025
139,Marco Antonio Gloria,13.5,74.0,1122.0,4,2,50.0,pbr_brazil,2025
141,Luiz Miguel de Souza,13.0,82.5,375.0,6,2,33.33,pbr_brazil,2025
141,Natercio de Souza,13.0,83.25,563.0,5,2,40.0,pbr_brazil,2025
141,Iury dos Santos,13.0,75.92,240.0,6,3,50.0,pbr_brazil,2025
144,Guilherme Henrique da Costa,12.5,80.0,270.0,5,3,60.0,pbr_brazil,2025
145,Andre Silva Souza,12.0,87.0,550.0,3,1,33.33,pbr_brazil,2025
145,Matheus Veloso,12.0,79.83,0.0,6,3,50.0,pbr_brazil,2025
145,Vitor Rafael Ortolan,12.0,81.38,1065.0,4,2,50.0,pbr_brazil,2025
145,Roberto Ribeiro,12.0,86.0,810.0,3,1,33.33,pbr_brazil,2025
145,Brenno Gonçalves,12.0,83.5,0.0,3,1,33.33,pbr_brazil,2025
150,Zilmar Rocha,11.5,81.75,338.0,4,2,50.0,pbr_brazil,2025
150,Gabriel Henrique dos Santos,11.5,86.25,540.0,2,1,50.0,pbr_brazil,2025
150,Leonardo Infante Junior,11.5,86.25,506.0,3,1,33.33,pbr_brazil,2025
153,Jefferson de Lima,11.0,79.0,0.0,3,2,66.67,pbr_brazil,2025
153,Geovani do Nascimento,11.0,78.75,0.0,3,2,66.67,pbr_brazil,2025
153,Vinicius Arcanjo de Freitas,11.0,72.25,0.0,3,2,66.67,pbr_brazil,2025
156,Leonardo Santos,10.5,84.0,405.0,3,1,33.33,pbr_brazil,2025
157,Willian Bueno de Oliveira,10.0,77.5,0.0,5,2,40.0,pbr_brazil,2025
157,Bruno de Oliveira,10.0,79.25,0.0,4,2,50.0,pbr_brazil,2025
157,Guilherme Dias Prado,10.0,78.5,210.0,4,2,50.0,pbr_brazil,2025
157,Elias Junior,10.0,84.0,0.0,3,1,33.33,pbr_brazil,2025
161,Daniel Pereira,9.33,87.0,225.0,3,1,33.33,pbr_brazil,2025
162,Winy dos Santos,9.0,81.75,0.0,3,1,33.33,pbr_brazil,2025
162,Chaster Pereira,9.0,85.5,0.0,3,1,33.33,pbr_brazil,2025
162,Juliano Ferreira,9.0,83.0,0.0,3,1,33.33,pbr_brazil,2025
162,Richard Fernandes,9.0,81.5,0.0,4,1,25.0,pbr_brazil,2025
162,Gilson Nazário,9.0,83.0,0.0,3,1,33.33,pbr_brazil,2025
162,Diogo dos Santos,9.0,81.0,0.0,2,1,50.0,pbr_brazil,2025
162,Eduardo Dalia Leonardo,9.0,86.0,60.0,5,1,20.0,pbr_brazil,2025
162,João Pereira de Souza,9.0,84.0,0.0,2,1,50.0,pbr_brazil,2025
162,Wenderson do Carmo,9.0,83.0,0.0,2,1,50.0,pbr_brazil,2025
162,Jhonatan Rodrigues,9.0,85.25,0.0,3,1,33.33,pbr_brazil,2025
162,Alex Pinati,9.0,85.0,75.0,3,1,33.33,pbr_brazil,2025
173,Guilherme Filadelpho,8.0,80.0,0.0,3,1,33.33,pbr_brazil,2025
173,Hudson Rongelli,8.0,81.0,0.0,2,1,50.0,pbr_brazil,2025
175,Allan Dias,3.0,79.0,0.0,3,2,66.67,pbr_brazil,2025
176,Alexandre da Costa,2.0,78.0,0.0,2,1,50.0,pbr_brazil,2025
176,Décio Miranda,2.0,78.0,0.0,3,1,33.33,pbr_brazil,2025
178,Anderson de Almeida,1.5,81.0,225.0,3,1,33.33,pbr_brazil,2025
179,Marcio Souza,1.0,80.0,0.0,3,1,33.33,pbr_brazil,2025
179,João Pedro de Oliveira,1.0,76.0,0.0,5,1,20.0,pbr_brazil,2025
179,Douglas Diogo,1.0,75.0,0.0,2,1,50.0,pbr_brazil,2025
179,Lucas Pereira,1.0,73.0,0.0,2,1,50.0,pbr_brazil,2025
179,João Cesar Ferreira Fernandes,1.0,79.75,0.0,3,1,33.33,pbr_brazil,2025
179,Marcos Gomes,1.0,82.5,0.0,3,1,33.33,pbr_brazil,2025
179,Thiago Gonçalves,1.0,80.5,0.0,3,1,33.33,pbr_brazil,2025
179,Rafael de Oliveira,1.0,80.0,0.0,3,1,33.33,pbr_brazil,2025
179,Gabriel de Oliveira,1.0,71.5,0.0,2,1,50.0,pbr_brazil,2025
179,Vanicelio Paiva Lima,1.0,68.0,0.0,2,1,50.0,pbr_brazil,2025
179,Jeferson Bueno de Morais,1.0,71.5,0.0,3,1,33.33,pbr_brazil,2025
190,Rafael Parra,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Jordans Jordão Jr.,0.0,0.0,0.0,5,0,0.0,pbr_brazil,2025
190,Everton Natan da Silva,0.0,75.75,0.0,3,1,33.33,pbr_brazil,2025
190,Maciel Santana,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Rubens Barbosa,0.0,0.0,0.0,6,0,0.0,pbr_brazil,2025
190,Guilherme Verão Prado,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Welington Tereza,0.0,0.0,0.0,4,0,0.0,pbr_brazil,2025
190,Alex Junio da Silveira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Caique Mendonça,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Luiz Gustavo Machado,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Kayke da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Fabio dos Santos,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Marco Tulio Fernandes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Carlos Henrique Cardoso,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Pedro Lucas Ribeiro,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Sidney Martins,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Kellys Silva da Cunha,0.0,70.0,0.0,4,1,25.0,pbr_brazil,2025
190,Rafael da Paz,0.0,76.5,0.0,3,1,33.33,pbr_brazil,2025
190,Luiz Gustavo Souza,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Erick Nunes,0.0,0.0,0.0,4,0,0.0,pbr_brazil,2025
190,Vinicius de Almeida,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Henrique Marinelli,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Nathan de Jesus,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Lucas Rodrigues,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Antonio Fernandes Neto,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Fernando Henrique Santos,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Ivan dos Santos,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Nicolas dos Santos,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Pedro Henrique Machado,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Samuel Machado,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Samuel da Silva,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Felipe Bernardo,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Max Gomes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Abraão Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Juliano Vanzeli,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Bruno Gabriel Pamplona,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Deivdson Carvalho da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Eduardo Cristino Mariano,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Valter Camargo Aguiar,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Kauan Figueiredo,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Lucas Peixoto,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Patrik de Lima,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Willian Carlos de Jesus,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Lucas Girola da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,José Manoel Neto,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,João Pedro da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Jhon Calinton de Souza,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Lucas Vilela,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Kelvin Reis,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,João Paulo Lopes,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,José Rodolfo Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Fagner Ferreira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Fernando Lopes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Isaneu Gomes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Flávio Cardoso Agostinho,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,William da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Adriano Carvalho,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Reinaldo Campos,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,João Paulo Chaves,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Sander Ribeiro,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Alan Louzada,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Cristiano Ferreira,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Cristiano Marques de Almeida,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Flávio Rocha,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Andre Ribeiro,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Danilo Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Danilo Pinheiro,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,José Roberto Belchares,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Genildo Batista,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Leonardo Martins Ferreira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Rafael Pereira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Victor Gonçalves,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Felipi Elias,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Jefferson Florinda,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,João Vitor Souza,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Aleandro Soares,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Victor Chadu,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Rhian Barbosa,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Alison da Silva Custódio,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Magal Dantas Garcia,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Arthur Vinicius Silva Arantes,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,Gabriel Silva Queiroz,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Jesus Dilermano Rodrigues,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Jean Andrade de Oliveira,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2025
190,João Antonio Coelho,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Paulo Ricardo da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Tarcisio Lima,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Matheus Henrique de Morais,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Murilo Monteiro,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Wagner Gonçalves,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Christopher Felipe,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Marcos Fernando Bernardes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Luiz Fernando Oliveira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Guilherme Fioreli,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Thales de Mello,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Kauan Alexandrino,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Diego Luis Rossi,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Fabrício Gomes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Joao Gabriel Saran,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Renan Furtado,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Pablo Assuncao,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2025
190,Jeniferson da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Leandro Nunes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Fabio Eleuterio,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
190,Caic Cassio Carvalho,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2025
1,Jared Parsonage,,85.08,230102.0,51,33,64.71,pbr_canada,2025
2,Dakota Buttar,,84.86,91061.0,51,33,64.71,pbr_canada,2025
3,Jake Gardner,,84.6,104968.0,68,35,51.47,pbr_canada,2025
4,Jordan Hansen,831.67,84.23,62834.0,45,27,60.0,pbr_canada,2025
5,Garrett Green,634.83,84.06,41011.0,28,16,57.14,pbr_canada,2025
6,Francisco Costa,547.0,82.0,50847.0,42,19,45.24,pbr_canada,2025
7,Cody Coverchuk,527.5,83.97,30587.0,35,22,62.86,pbr_canada,2025
8,Coy Robbins,442.17,82.64,29042.0,40,19,47.5,pbr_canada,2025
9,Aaron Roy,407.17,83.89,26896.0,46,19,41.3,pbr_canada,2025
10,Gilmar Santana,395.0,83.69,21784.0,34,16,47.06,pbr_canada,2025
11,Nick Tetz,370.33,85.23,23063.0,16,11,68.75,pbr_canada,2025
12,Chanse Switzer,353.0,83.36,12434.0,35,14,40.0,pbr_canada,2025
13,Callum Miller,299.0,87.71,31334.0,11,6,54.55,pbr_canada,2025
14,Tanner Eno,268.83,83.96,15473.0,36,13,36.11,pbr_canada,2025
15,Koltin Hevalow,249.0,84.33,16558.0,7,6,85.71,pbr_canada,2025
16,Lonnie West,244.83,82.29,8785.0,43,12,27.91,pbr_canada,2025
17,Daniel Keeping,230.0,85.96,15221.0,11,6,54.55,pbr_canada,2025
18,Weston Davidson,213.33,84.05,12758.0,43,10,23.26,pbr_canada,2025
19,Rafael Parra,208.17,83.36,9349.0,23,11,47.83,pbr_canada,2025
20,Cauy Schmidt,192.5,83.06,9614.0,29,12,41.38,pbr_canada,2025
21,Ashton Sahli,191.33,84.06,11686.0,29,9,31.03,pbr_canada,2025
22,Brady Fielder,163.33,85.17,17383.0,7,6,85.71,pbr_canada,2025
23,Jerson Arantes,162.17,82.97,7411.0,35,9,25.71,pbr_canada,2025
24,Julio Cesar Marques,129.83,84.88,14286.0,6,4,66.67,pbr_canada,2025
25,Logan Biever,124.5,83.4,10284.0,26,5,19.23,pbr_canada,2025
26,Griffin Koester,119.5,84.71,6022.0,32,6,18.75,pbr_canada,2025
27,Shay Marks,116.67,85.0,6834.0,16,3,18.75,pbr_canada,2025
28,Eric O'Flynn,109.0,80.5,5527.0,22,8,36.36,pbr_canada,2025
29,Tanner Skene,103.33,82.38,3742.0,11,4,36.36,pbr_canada,2025
30,Brock Radford,100.5,83.8,3478.0,10,5,50.0,pbr_canada,2025
31,Austin Paley,100.33,84.5,6847.0,51,5,9.8,pbr_canada,2025
32,Jett Harkins,96.5,84.25,9724.0,8,4,50.0,pbr_canada,2025
33,Tyler Craig,75.0,85.83,5786.0,8,3,37.5,pbr_canada,2025
34,Dusty Golden,62.0,80.0,8164.0,19,3,15.79,pbr_canada,2025
35,Macaulie Leather,56.0,85.0,6509.0,6,3,50.0,pbr_canada,2025
36,Andrew Alvidrez,55.0,85.5,6849.0,7,3,42.86,pbr_canada,2025
37,Tristen Manning,48.0,83.0,3972.0,12,2,16.67,pbr_canada,2025
38,Boston Leather,47.5,83.17,3726.0,15,3,20.0,pbr_canada,2025
39,Wyatt Gleeson,44.0,84.5,3188.0,10,1,10.0,pbr_canada,2025
40,Ezekiel Mitchell,41.0,84.0,4250.0,6,3,50.0,pbr_canada,2025
41,Jeremy Maisonneuve,40.5,82.5,2013.0,5,2,40.0,pbr_canada,2025
42,Jhett Wheeler,38.0,81.25,3454.0,5,2,40.0,pbr_canada,2025
43,Ednelson Martins,37.0,81.0,0.0,18,2,11.11,pbr_canada,2025
44,Marshall Senger,31.0,82.0,575.0,11,2,18.18,pbr_canada,2025
45,Wade Marshall,25.0,79.5,1158.0,25,2,8.0,pbr_canada,2025
45,Micheal Ostashek,25.0,81.0,0.0,16,2,12.5,pbr_canada,2025
45,Lonnie Phillips,25.0,78.0,298.0,7,2,28.57,pbr_canada,2025
48,Carter Sahli,23.5,82.0,684.0,5,2,40.0,pbr_canada,2025
49,Wacey Schalla,19.0,83.5,438.0,2,1,50.0,pbr_canada,2025
50,Stefan Tonita,18.0,82.0,0.0,6,1,16.67,pbr_canada,2025
50,Grady Young,18.0,83.5,797.0,4,1,25.0,pbr_canada,2025
50,Jett Lambert,18.0,79.75,0.0,11,2,18.18,pbr_canada,2025
53,Dawson Shannon,14.0,85.0,1360.0,25,1,4.0,pbr_canada,2025
54,Auzyn Corr,13.0,84.0,1771.0,6,1,16.67,pbr_canada,2025
54,Kaden Piper,13.0,80.0,503.0,9,1,11.11,pbr_canada,2025
