,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
0,1,Nick Tetz,,430,85.32,"$107,619",48,22,45.83%
1,2,Brock Radford,,403.50,83.70,"$54,539",52,27,51.92%
2,3,Dakota Buttar,,394.50,84.23,"$47,976",54,26,48.15%
3,4,Coy Robbins,,375,83.79,"$59,697",41,24,58.54%
4,5,Logan Biever,,352.50,83.39,"$46,065",64,27,42.19%
5,6,Cody Coverchuk,,329,82.77,"$35,793",59,26,44.07%
6,7,Aaron Roy,,310,81.93,"$35,772",70,28,40%
7,8,Blake Smith,,307.83,83.39,"$31,560",50,19,38%
8,9,Jared Parsonage,,282.33,85.46,"$52,570",19,12,63.16%
9,10,Lonnie West,,278.50,83.75,"$23,226",27,12,44.44%
10,11,Jake Gardner,,185,84.56,"$16,271",23,8,34.78%
11,12,Garrett Green,,155.50,81.75,"$25,290",26,14,53.85%
12,13,Callum Miller,,137,83.29,"$16,079",37,12,32.43%
13,14,Cauy Schmidt,,131.66,83.25,"$15,532",34,10,29.41%
14,15,Chad Hartman,,127.50,82.55,"$9,307",60,10,16.67%
15,16,Zane Lambert,,120.50,85.08,"$15,934",22,6,27.27%
16,17,Daylon Swearingen,,112,86.14,"$15,977",12,7,58.33%
17,18,Micheal Ostashek,,104.33,77.55,"$14,958",29,11,37.93%
18,19,Dawson Shannon,,90.50,85.67,"$6,582",26,3,11.54%
19,20,Griffin Smeltzer,,87.66,83.19,"$12,633",24,8,33.33%
20,21,Tyler Craig,,82,83.69,"$8,910",37,8,21.62%
21,22,Ashton Sahli,,80.50,85.75,"$17,089",34,10,29.41%
22,23,Silvano Alves,,61,83.33,"$3,958",6,3,50%
23,24,Todd Chotowetz,,47.66,83.60,"$4,368",17,5,29.41%
24,25,Weston Davidson,,41.50,78.70,"$5,184",34,5,14.71%
25,26,Dusty Golden,,36,87.75,"$4,508",4,2,50%
26,27,Wyatt Gleeson,,34,84.67,"$4,173",8,3,37.50%
27,28,Marco Antonio Gloria,,30,82.75,"$3,928",16,4,25%
28,29,Dakota Louis,,27.50,87.25,"$6,291",3,2,66.67%
29,30,William Barrows,,26,83.75,"$3,613",6,2,33.33%
30,31,Stefan Tonita,,22,78.13,"$2,530",34,4,11.76%
31,32,Tim Lipsett,,21,79.83,"$3,000",11,3,27.27%
32,33,Landon Schmidt,,17,87.00,"$2,443",16,1,6.25%
33,34,Jake Maher,,16.50,82.00,"$1,379",40,5,12.50%
34,35,Braith Nock,,15,86.50,"$2,813",4,1,25%
35,36,Keaton Martz,,12,74.17,"$1,445",13,3,23.08%
36,37,Jordan Hansen,,11,84.00,"$2,207",7,4,57.14%
37,38,Reed Duncan,,10,82.00,$578,8,1,12.50%
38,39,Tyson Thue,,8,78.75,"$1,206",6,2,33.33%
39,39,Tristan O'Neal,,8,84.00,$420,2,1,50%
40,41,Cody Fraser,,7,72.00,$0,9,1,11.11%
41,42,Karson Turel,,6.50,84.00,$983,8,1,12.50%
42,43,Keyshawn Whitehorse,,6,85.33,"$1,902",5,3,60%
43,44,Fabian Dueck,,5.50,85.00,$702,7,1,14.29%
44,45,Tanner Eno,,1.50,83.00,$216,9,1,11.11%
45,45,Nicholas Giles,,1.50,81.50,$260,4,1,25%
46,45,Gage Gay,,1.50,83.50,$0,3,1,33.33%
47,48,Cole Young,,0,0.00,$0,5,0,0%
48,48,Jaden Ozirney,,0,0.00,$0,2,0,0%
49,48,Nicholas Klinck,,0,0.00,$0,10,0,0%
50,48,Tanner Skene,,0,0.00,$0,9,0,0%
51,48,Ethan Schultz,,0,0.00,$0,5,0,0%
52,48,Rosendo Ramirez,,0,0.00,$0,5,0,0%
53,48,Lonnie Phillips,,0,0.00,$0,2,0,0%
54,48,Eric O'Flynn,,0,0.00,$0,2,0,0%
55,48,Cody Casper,,0,83.50,$134,6,2,33.33%
56,48,Brian Hervey,,0,70.50,$138,18,1,5.56%
57,48,Wade Marshall,,0,81.00,$0,4,1,25%
58,48,Osman Alvarez,,0,0.00,$0,17,0,0%
59,48,Chanse Switzer,,0,0.00,$0,13,0,0%
60,48,Tyson Salmon,,0,0.00,$0,17,0,0%
61,48,Thor Hoefer II,,0,0.00,$0,7,0,0%
62,48,Elijah Gordon,,0,0.00,$0,7,0,0%
63,48,Jett Lambert,,0,0.00,$0,5,0,0%
64,48,Darrion Ference,,0,0.00,$0,6,0,0%
65,48,Clay Gordon,,0,0.00,$0,5,0,0%
66,48,Tehiko Neill,,0,0.00,$0,6,0,0%
67,48,Wyatt Fennig,,0,0.00,$0,5,0,0%
68,48,Damon Tritthart,,0,0.00,$0,2,0,0%
69,48,Bodee Kalssen,,0,0.00,$0,2,0,0%
70,48,Cody Fitzpatrick,,0,0.00,$0,4,0,0%
71,48,Cailen Stevenson,,0,0.00,$0,2,0,0%
72,48,Wyatt Lavallee,,0,0.00,$0,3,0,0%
73,48,Cole Wagner,,0,0.00,$0,3,0,0%
74,48,Weston Hartman,,0,0.00,$0,3,0,0%
75,48,Cole Hartman,,0,0.00,$0,2,0,0%
76,48,Cody Braithwaite,,0,0.00,$0,5,0,0%
77,48,Carter Sahli,,0,0.00,$0,4,0,0%
78,48,Orrin Marshall,,0,0.00,$0,4,0,0%
79,48,Jake Breum,,0,0.00,$0,3,0,0%
80,48,Chris Graham,,0,0.00,$0,3,0,0%
81,48,Avery Lacusta,,0,0.00,$0,3,0,0%
82,48,Kole Dolgopol,,0,0.00,$0,2,0,0%
83,48,Reid Musgrove,,0,0.00,$0,1,0,0%
84,48,Riley Sibbet,,0,0.00,$0,2,0,0%
85,48,Adam Menzies,,0,0.00,$0,2,0,0%
86,48,Tyson Sisson,,0,0.00,$0,1,0,0%
87,48,Denver Sisson,,0,0.00,$0,2,0,0%
88,48,Jake Lockwood,,0,0.00,$0,1,0,0%
89,48,Jake Curr,,0,0.00,$0,3,0,0%
90,48,Trinity Bear,,0,0.00,$0,4,0,0%
91,48,Jud Colliness,,0,0.00,$0,4,0,0%
