,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
49,50,Alex Marcilio,,41,85.75,"$11,494",9,2,22.22%
50,51,Mike Lee,,40.50,82.60,"$8,746",30,5,16.67%
51,51,Andrew Alvidrez,,40.50,85.30,"$11,778",10,5,50%
52,53,Callum Miller,,40,83.12,"$17,492",38,13,34.21%
53,53,João Paulo Fernandes,,40,84.50,"$12,011",15,3,20%
54,55,Ross Freeman,,39.16,85.28,"$10,754",34,9,26.47%
55,56,Eli Vastbinder,,38.50,85.75,"$13,295",17,6,35.29%
56,57,Ramon de Lima,,38,81.00,"$2,801",2,2,100%
57,58,Daniel Keeping,,37,86.40,"$9,460",14,5,35.71%
58,58,Vitor Crespo,,37,83.50,"$3,464",21,2,9.52%
59,58,Nicolas Hernandez,,37,84.00,"$8,289",5,1,20%
60,61,Lachlan Richardson,,35.50,83.38,"$10,969",29,8,27.59%
61,62,Braidy Randolph,,35,86.00,"$8,744",8,3,37.50%
62,63,Leonardo Lima,,34,84.10,"$10,240",27,5,18.52%
63,64,Ashton Sahli,,33,85.75,"$13,156",32,10,31.25%
64,65,Zane Lambert,,31,85.00,"$10,178",19,5,26.32%
65,66,Dalton Kasel,,29.83,84.33,"$7,506",6,6,100%
66,67,Caden Bunch,,29.50,85.17,"$6,983",14,3,21.43%
67,68,Micheal Ostashek,,28,76.80,"$11,027",27,10,37.04%
68,68,Trace Brown,,28,85.90,"$9,482",22,5,22.73%
69,68,Robson Guedes,,28,86.00,"$2,335",21,2,9.52%
70,71,Casey Roberts,,27.50,85.83,"$11,053",10,6,60%
71,72,Sterling Furr,,27,84.75,"$9,266",6,4,66.67%
72,72,Cole Melancon,,27,87.25,"$5,350",6,2,33.33%
73,72,Paulo Souza,,27,87.00,"$2,015",14,1,7.14%
74,72,Rodrigo Melgar,,27,85.50,"$2,857",9,1,11.11%
75,72,Santiago Castellanos,,27,87.50,"$5,292",2,1,50%
76,77,Aaron Williams,,26.66,75.20,"$7,818",21,5,23.81%
77,78,Cassio Dias,,25.50,86.25,"$19,038",28,20,71.43%
78,79,Griffin Smeltzer,,25,81.90,"$10,953",26,10,38.46%
79,79,Jake Gardner,,25,84.92,"$9,243",19,6,31.58%
80,79,Carlos Gomes Junior,,25,79.90,"$5,780",34,5,14.71%
81,82,Jared Parsonage,,24.50,85.13,"$9,978",15,8,53.33%
82,83,Rider Unavailable,,24,85.25,"$7,027",19,6,31.58%
83,83,Lawson Nobbs,,24,84.00,"$5,351",12,3,25%
84,83,Brady Oleson,,24,86.50,"$6,695",5,2,40%
85,86,Adriano Salgado,,23,85.50,"$2,249",12,4,33.33%
86,86,Dalton Davis,,23,84.00,"$5,922",16,2,12.50%
87,88,Kelsey Pavlou,,22,79.44,"$9,186",40,8,20%
88,89,Sam Woodall,,21,82.20,"$8,015",23,5,21.74%
89,90,Cauy Schmidt,,20.50,83.25,"$11,774",34,10,29.41%
90,90,Jake Curr,,20.50,83.10,"$14,397",18,10,55.56%
91,90,Kevin Wickey,,20.50,81.50,"$4,403",10,1,10%
92,90,Tieler Cummings,,20.50,84.00,"$4,500",2,1,50%
93,94,Cody Heffernan,,20,85.05,"$13,186",29,10,34.48%
94,94,Koltin Hevalow,,20,82.40,"$11,026",12,5,41.67%
95,94,Mason Taylor,,20,86.33,"$5,855",14,3,21.43%
96,97,Mason Moody,,18.50,85.00,"$6,831",30,8,26.67%
97,98,Arthur Antonialle,,18,85.06,"$9,183",32,18,56.25%
98,98,Conner Halverson,,18,83.67,"$3,855",20,3,15%
99,100,Dakota Louis,,17,86.38,"$4,827",15,4,26.67%
100,100,Marco Eguchi,,17,86.00,"$1,403",2,1,50%
101,102,Chad Hartman,,16.50,82.94,"$7,032",53,8,15.09%
102,102,Alecio Ferreira da Costa,,16.50,85.83,"$2,905",21,3,14.29%
103,104,João Lucas Campos,,16,86.57,"$7,869",45,27,60%
104,104,Jerson Arantes,,16,84.71,"$5,252",26,12,46.15%
105,104,Elijah Mora,,16,86.33,"$4,197",28,3,10.71%
106,107,Jean Fernandes Pereira,,15,83.31,"$5,064",12,8,66.67%
107,107,Douglas Lino de Souza,,15,83.50,"$3,491",24,3,12.50%
108,107,Dayer Da Costa,,15,82.50,"$1,945",20,2,10%
109,107,Casey Coulter,,15,85.50,"$3,672",14,2,14.29%
110,107,Luke Parkinson,,15,86.50,"$10,000",5,2,40%
111,107,Manoelito de Souza Junior,,15,87.25,"$7,326",4,2,50%
112,113,Jaxton Mortensen,,14.70,82.50,"$5,123",18,5,27.78%
113,114,Ezekiel Mitchell,,14.50,79.90,"$5,646",11,5,45.45%
114,115,Garrett Green,,13.50,81.00,"$6,858",20,9,45%
115,115,Kyle McDaniel,,13.50,84.33,"$2,573",19,3,15.79%
116,117,Gabriel Morais,,13,84.50,"$3,861",36,22,61.11%
117,117,Flavio Zivieri,,13,79.38,"$3,052",14,4,28.57%
118,117,Paulo Ferreira Lima,,13,85.83,"$2,854",16,3,18.75%
119,117,Dalton Krantz,,13,83.25,"$3,210",4,2,50%
120,117,Mauricio Pares Pinto,,13,81.00,"$1,686",8,1,12.50%
121,117,Keshon Johnson,,13,79.50,"$1,774",4,1,25%
122,117,Maynar Barrientos,,13,82.00,"$4,529",3,1,33.33%
123,117,Austin Allred,,13,89.00,"$2,200",2,1,50%
124,125,Travis Wimberley,,12.66,79.67,"$3,159",23,3,13.04%
125,126,Dawson Shannon,,12.50,85.67,"$5,083",23,3,13.04%
126,127,Matt Allgood,,12.16,80.20,"$2,197",36,5,13.89%
127,128,Alex Jenks,,12,84.67,"$3,736",37,3,8.11%
128,129,Maciel Santana,,10,81.42,"$3,739",41,25,60.98%
129,129,Alex Junior da Silva,,10,84.33,"$5,321",44,25,56.82%
130,129,Wingson Henrique da Silva,,10,80.88,"$2,489",9,4,44.44%
131,129,Lane Nelson,,10,82.67,"$3,054",7,3,42.86%
132,129,Tyce Willis,,10,75.50,"$2,085",16,2,12.50%
133,129,Felipe Nogueira,,10,80.00,"$2,583",10,2,20%
134,129,Kade Alberty,,10,88.50,"$2,366",7,1,14.29%
135,129,Bo T Vocu,,10,83.50,"$4,000",6,1,16.67%
136,129,Kyle Eaton,,10,81.00,"$2,590",2,1,50%
137,138,Dustin Herman,,9.16,82.63,"$2,705",38,4,10.53%
138,139,Lucas Junio da Silveira,,9,83.11,"$1,980",28,18,64.29%
139,139,Brandon Chambers,,9,84.50,"$1,980",14,2,14.29%
140,139,Chance Lopez,,9,75.75,"$1,107",4,2,50%
141,142,Tyler Craig,,8,84.90,"$5,122",28,5,17.86%
142,142,Kurt Shephard,,8,83.13,"$4,464",13,4,30.77%
143,142,Ben Moran,,8,81.67,"$2,889",20,3,15%
144,142,Dakota Eagleburger,,8,85.50,"$3,173",6,2,33.33%
145,142,Lane Nobles,,8,87.00,"$2,518",14,1,7.14%
146,142,Ryan Estrada,,8,66.00,"$1,204",4,1,25%
147,142,Jaquez Antonio,,8,84.50,"$2,687",5,1,20%
148,142,Brennon Eldred,,8,81.50,"$2,403",3,1,33.33%
149,150,Ricky Aguiar,,7.50,84.00,$717,12,1,8.33%
150,151,Rodolfo Alves,,7,84.00,"$1,735",25,9,36%
151,151,Wyatt Gleeson,,7,84.67,"$3,217",8,3,37.50%
152,151,Wyatt Moulton,,7,83.50,"$1,804",37,2,5.41%
153,151,Quentin Vaught,,7,88.00,"$2,889",3,1,33.33%
154,151,Trevor Kastner,,7,84.50,"$1,416",2,1,50%
155,151,Canyon Bass,,7,86.00,"$2,133",1,1,100%
156,157,Weston Davidson,,6.50,78.70,"$3,961",27,5,18.52%
157,157,Briggs Madsen,,6.50,84.75,$969,8,2,25%
158,157,Chase Outlaw,,6.50,86.25,"$6,227",5,2,40%
159,157,Wallace Vieira de Oliveira,,6.50,87.50,"$2,335",13,1,7.69%
160,157,Josh Baker,,6.50,87.50,"$2,335",4,1,25%
161,162,Luiz Americo P. Silva,,6,82.69,"$3,983",40,24,60%
162,162,Keith Hall,,6,83.33,"$1,534",25,3,12%
163,162,Dusty Golden,,6,87.75,"$3,485",4,2,50%
164,162,Marcelo Procopio Pereira,,6,87.00,"$1,172",4,1,25%
165,166,Jake Morinec,,5.50,84.50,$788,15,3,20%
166,166,Jason Landing,,5.50,87.00,"$1,590",3,1,33.33%
167,166,Ryan Dirteater,,5.50,88.00,"$1,587",2,1,50%
168,169,Bruno Carvalho,,5,86.03,"$4,553",39,20,51.28%
169,169,Lucas Martins Costa,,5,82.63,"$1,980",34,18,52.94%
170,169,Alisson De Souza,,5,85.28,"$1,876",12,8,66.67%
171,169,Todd Chotowetz,,5,83.60,"$3,268",17,5,29.41%
172,169,Trefor Sproule,,5,81.88,"$2,948",15,4,26.67%
173,169,Gerald Eash,,5,78.50,$808,7,2,28.57%
174,169,Wyatt Nez,,5,79.50,$968,7,2,28.57%
175,169,Jay Borghero,,5,85.75,"$3,582",5,2,40%
176,169,Sage Vance,,5,85.00,$999,2,1,50%
177,178,Adilson Junior,,4.50,82.20,"$2,995",40,15,37.50%
178,178,Braith Nock,,4.50,83.00,"$3,287",24,7,29.17%
179,180,Jackson Gray,,4,81.00,"$1,542",19,4,21.05%
180,180,Bruno Scaranello,,4,86.63,"$1,647",13,4,30.77%
181,180,Jordan Hansen,,4,84.00,"$1,693",7,4,57.14%
182,180,Eduardo Lopes,,4,76.56,$837,5,4,80%
183,180,Stefan Tonita,,4,78.83,"$1,751",31,3,9.68%
184,180,Eduardo Matos,,4,89.00,"$1,410",3,2,66.67%
185,180,Brayan Alvarez Pena,,4,83.50,$306,6,1,16.67%
186,180,Cimarron Rucker,,4,83.50,"$1,571",5,1,20%
187,180,Jacob Dunning,,4,87.00,"$1,216",4,1,25%
188,180,Codrick Murphy,,4,80.50,"$1,013",4,1,25%
189,180,Shawn Bennett Jr.,,4,85.50,"$1,680",2,1,50%
190,180,Noah Thompson,,4,62.00,"$1,095",2,1,50%
191,180,Chris Wilson,,4,81.00,"$1,215",2,1,50%
192,193,Cole Skender,,3.66,84.33,"$1,104",10,3,30%
193,194,Clint Glass,,3.50,83.25,"$1,962",6,2,33.33%
194,194,Dustin Martinez,,3.50,87.00,"$1,271",17,1,5.88%
195,196,Igor Junqueira,,3,81.82,"$1,976",31,18,58.06%
196,196,Rafael Silva Pereira,,3,76.35,$496,12,10,83.33%
197,196,Valdenilson Pereira,,3,79.00,$652,14,8,57.14%
198,196,Joao Pereira de Souza,,3,83.88,$581,5,4,80%
199,196,Lindomar Lino,,3,84.25,$849,5,3,60%
200,196,João Marcelo Santos,,3,86.13,$407,3,2,66.67%
201,196,Cody Teel,,3,73.75,"$1,205",4,2,50%
202,196,Landon Schmidt,,3,87.00,"$1,912",16,1,6.25%
203,196,Mason Ward,,3,53.00,$394,13,1,7.69%
204,196,Tell Jacobs,,3,82.00,$599,11,1,9.09%
205,196,Kase Hitt,,3,78.00,$933,7,1,14.29%
206,196,Cody Jesus,,3,82.50,$506,2,1,50%
207,208,Vitor Hugo Costa,,2.50,85.19,"$1,242",22,9,40.91%
208,208,Romário Faustino de Oliveira,,2.50,88.04,"$1,815",10,6,60%
209,210,Felipe Furlan,,2,84.71,"$2,086",27,12,44.44%
210,210,Cleber Henrique Marques,,2,82.83,$799,12,6,50%
211,210,Emilio Resende,,2,82.38,$588,11,6,54.55%
212,210,Pedro Augusto Vitti,,2,83.00,$382,28,5,17.86%
213,210,Beau Willis,,2,81.67,"$1,467",18,3,16.67%
214,210,Caiden Sandilands,,2,85.50,"$2,339",12,3,25%
215,210,Weston Hartman,,2,81.75,$369,18,2,11.11%
216,210,Marco Antonio Gloria,,2,80.25,$655,14,2,14.29%
217,210,Josh Stepp,,2,86.50,$592,11,1,9.09%
218,210,Ty Wainwright,,2,85.50,$722,11,1,9.09%
219,210,Colton Dougherty,,2,82.00,$336,8,1,12.50%
220,221,Will Purcell,,1.50,78.75,"$1,149",15,4,26.67%
221,221,Bob Mitchell,,1.50,81.75,$94,11,4,36.36%
222,221,Taran Chirgwin,,1.50,85.67,"$2,159",21,3,14.29%
223,221,Bradley Wheeler,,1.50,84.50,"$1,149",12,2,16.67%
224,225,Jake Lockwood,,1.33,86.00,$68,4,1,25%
225,226,Pablo Assuncao,,1,83.84,"$1,626",35,16,45.71%
226,226,Jake Maher,,1,82.50,$731,40,4,10%
227,226,Jack Keats,,1,80.00,"$1,247",11,3,27.27%
228,226,João Paulo da Silva,,1,82.00,$171,4,3,75%
229,226,Tyson Thue,,1,78.75,$919,6,2,33.33%
230,226,Clay Hall,,1,81.00,$768,5,2,40%
231,226,Philippi Braga,,1,76.75,$418,4,2,50%
232,226,Andre Luiz Barbosa Ribeiro,,1,86.63,$181,4,2,50%
233,226,Zach Laney,,1,85.00,$476,16,1,6.25%
234,226,Carlos Garcia,,1,64.00,$0,11,1,9.09%
235,226,Eder Barbosa,,1,45.00,$261,12,1,8.33%
236,226,Tristan O'Neal,,1,84.00,$303,9,1,11.11%
237,226,Matt Triplett,,1,85.50,$0,7,1,14.29%
238,226,Karson Turel,,1,84.00,$763,5,1,20%
239,226,Derek Kolbaba,,1,84.50,$0,3,1,33.33%
240,226,Michael Smith,,1,81.50,$596,5,1,20%
241,226,Bryce Hoekwater,,1,85.50,$793,5,1,20%
242,226,Cal Spence,,1,84.00,$0,2,1,50%
243,226,Tyler Manor,,1,82.00,$238,2,1,50%
244,226,Kyle Jones,,1,83.50,$246,2,1,50%
245,246,Leandro Zampollo,,0,81.28,$241,34,16,47.06%
246,246,Bruno Roberto,,0,83.93,$991,33,15,45.45%
247,246,Artur Melo,,0,81.43,$710,22,10,45.45%
248,246,Victor Soares,,0,81.19,$203,23,8,34.78%
249,246,Romario Leite,,0,86.08,$586,21,6,28.57%
250,246,Rafael Parra,,0,85.58,$623,14,6,42.86%
251,246,Marcos Rogério Ferreira,,0,80.55,$225,12,5,41.67%
252,246,Miguel de Jesus,,0,79.05,$184,9,5,55.56%
253,246,Lachlan Slade,,0,83.25,"$1,002",14,4,28.57%
254,246,Roberto Carlos Vieira Junior,,0,83.00,$459,11,4,36.36%
255,246,Danilo Fernando Lopes,,0,80.81,$47,11,4,36.36%
256,246,Lucas Acacio de Araujo,,0,85.25,$109,17,3,17.65%
257,246,Jean Barbosa,,0,79.67,$127,7,3,42.86%
258,246,Silas Leandro de Paulo,,0,77.92,$41,7,3,42.86%
259,246,Marcos Felipe Santos Silva,,0,86.00,$202,8,3,37.50%
260,246,Leonardo Cardoso Silva,,0,81.25,$90,4,3,75%
261,246,Elzisclay dos Santos,,0,82.17,$53,4,3,75%
262,246,Guilherme dos Santos,,0,84.75,$123,4,3,75%
263,246,Joseph Vazquez,,0,82.00,$399,16,2,12.50%
264,246,Dan Ruhland,,0,79.50,$0,11,2,18.18%
265,246,Tim Lipsett,,0,83.50,"$2,205",7,2,28.57%
266,246,Ayslan Jeferson,,0,87.63,$453,9,2,22.22%
267,246,Gustavo Honorio Ribeiro,,0,82.50,$0,11,2,18.18%
268,246,Gilson Nazário,,0,80.25,$0,7,2,28.57%
269,246,Thiago Araujo,,0,85.13,$115,5,2,40%
270,246,Afonso Quintino,,0,76.63,$0,5,2,40%
271,246,Rovilson Pereira,,0,80.00,$103,6,2,33.33%
272,246,Eduardo S. Carvalho,,0,78.50,$195,4,2,50%
273,246,Luiz Americo Silva,,0,80.50,$0,7,2,28.57%
274,246,Wesley Lourenço,,0,76.00,$0,4,2,50%
275,246,Vinicius Arcanjo de Freitas,,0,86.88,$65,5,2,40%
276,246,Warley Oliveira da Silva,,0,86.38,$0,4,2,50%
277,246,Iago Santos,,0,88.00,$129,5,2,40%
278,246,Paulo Sergio Lima,,0,76.75,$0,3,2,66.67%
279,246,Andre Luiz Souza,,0,82.13,$0,3,2,66.67%
280,246,Emerson Lopes,,0,80.75,$43,3,2,66.67%
281,246,Helio dos Anjos Moreira,,0,77.63,$0,3,2,66.67%
282,246,Adriano Firmino,,0,74.63,$0,3,2,66.67%
283,246,William Cirilo Brandão,,0,81.25,$38,4,2,50%
284,246,Paulo de Matos,,0,83.75,$0,4,2,50%
285,246,Joebson Miranda,,0,74.75,$76,2,2,100%
286,246,Wesley Alves dos Santos,,0,75.75,$0,3,2,66.67%
287,246,Brady Turgeon,,0,85.50,$45,19,1,5.26%
288,246,Brian Hervey,,0,70.50,$108,18,1,5.56%
289,246,Bub Steele,,0,84.50,$0,12,1,8.33%
290,246,Jhonny Klesse,,0,82.00,$0,10,1,10%
291,246,Keaton Martz,,0,75.00,$0,9,1,11.11%
292,246,Caleb McCaslin,,0,85.50,$527,8,1,12.50%
293,246,Storm Howard,,0,80.50,$164,9,1,11.11%
294,246,Italo Aguilar,,0,79.00,$0,8,1,12.50%
295,246,Anthony Lyons,,0,83.00,$0,6,1,16.67%
296,246,Wyatt Milgate,,0,80.50,$0,10,1,10%
297,246,Claudio Montanha Jr.,,0,80.50,$0,5,1,20%
298,246,D.J. Parker,,0,86.00,$0,9,1,11.11%
299,246,Brody Woodard,,0,78.50,$0,6,1,16.67%
300,246,Nicholas Giles,,0,81.50,$202,4,1,25%
301,246,Zane Hall,,0,74.00,$0,6,1,16.67%
302,246,Levi Schonebaum,,0,85.50,$0,5,1,20%
303,246,Renan Almeida,,0,79.50,$0,7,1,14.29%
304,246,Fabian Dueck,,0,85.00,$540,5,1,20%
305,246,Joey Buckingham,,0,75.00,$0,5,1,20%
306,246,Varnei José Santana Junio,,0,87.00,$9,8,1,12.50%
307,246,Malison Felipe de Sousa,,0,83.00,$0,7,1,14.29%
308,246,Jestyn Woodward,,0,76.00,$526,4,1,25%
309,246,Guilherme Valleiras,,0,78.00,$0,3,1,33.33%
310,246,Chris Borghero,,0,80.50,$0,4,1,25%
311,246,Fabricio Rener dos Santos,,0,69.50,$0,6,1,16.67%
312,246,Willian Bueno de Oliveira,,0,81.50,$0,6,1,16.67%
313,246,Rylie Jeffries,,0,84.00,$0,4,1,25%
314,246,Felipe Pereira,,0,82.75,$0,7,1,14.29%
315,246,Hyan Ramos,,0,83.00,$0,7,1,14.29%
316,246,Tre Stewart,,0,82.50,$0,3,1,33.33%
317,246,Bryn Francis,,0,76.00,$0,3,1,33.33%
318,246,Justin Ethridge,,0,82.00,$0,4,1,25%
319,246,Natanael Biribili,,0,86.25,$0,7,1,14.29%
320,246,Rodrigo Fernando da Silva,,0,73.00,$0,2,1,50%
321,246,Frederico Araujo Margarido,,0,83.00,$0,4,1,25%
322,246,Vitor Cassio de Assis,,0,86.50,"$2,081",2,1,50%
323,246,Edmundo Neto Soares,,0,76.00,$0,3,1,33.33%
324,246,Roque Palermo,,0,83.50,$63,3,1,33.33%
325,246,Igor Henrique da Silva,,0,65.00,$0,3,1,33.33%
326,246,Luis Henrique Faria,,0,86.25,$0,3,1,33.33%
327,246,Dirlei Bonani,,0,88.25,$63,3,1,33.33%
328,246,Jeferson Bueno de Morais,,0,77.00,$0,2,1,50%
329,246,Paulo Henrique de Oliveira,,0,89.75,$342,4,1,25%
330,246,Caic Cassio Carvalho,,0,87.00,$313,2,1,50%
331,246,Luke Wicks,,0,82.00,$0,2,1,50%
332,246,Pedro Henrique Amaral Pires,,0,80.75,$0,3,1,33.33%
333,246,Estevan do Nascimento,,0,81.00,$14,3,1,33.33%
334,246,João Cesar Ferreira Fernandes,,0,65.00,$0,3,1,33.33%
335,246,Danilo Luiz da Silva,,0,73.50,$0,3,1,33.33%
336,246,Paulo Eduardo Rossetto,,0,88.25,$465,3,1,33.33%
337,246,Dionatan Pereira,,0,86.00,$0,4,1,25%
338,246,Bruno da Silva,,0,78.50,$0,3,1,33.33%
339,246,Erinaldo Nascimento,,0,80.00,$0,4,1,25%
340,246,Vitor Manoel Dias,,0,85.50,$0,2,1,50%
341,246,Gabriel Nunes Camilo,,0,86.00,$0,4,1,25%
342,246,Marcelo Souza,,0,87.00,$9,4,1,25%
343,246,Levi Hershberger,,0,0.00,$0,27,0,0%
344,246,Bruno Jose Barros,,0,0.00,$0,18,0,0%
345,246,Thor Hoefer II,,0,0.00,$0,17,0,0%
346,246,Matt Birdwell,,0,0.00,$0,14,0,0%
347,246,Anthony Hopen,,0,0.00,$0,15,0,0%
348,246,Perry Schrock,,0,0.00,$0,17,0,0%
349,246,Rubens Barbosa,,0,0.00,$0,14,0,0%
350,246,Sawyer Hill,,0,0.00,$0,13,0,0%
351,246,Paulo Maciel Neto,,0,0.00,$0,12,0,0%
352,246,Edgardo Figueroa,,0,0.00,$0,15,0,0%
353,246,Osman Alvarez,,0,0.00,$0,17,0,0%
354,246,Andre da Cruz de Souza,,0,0.00,$0,15,0,0%
355,246,Jono Couling,,0,0.00,$0,15,0,0%
356,246,Nicholas Klinck,,0,0.00,$0,9,0,0%
357,246,Chanse Switzer,,0,0.00,$0,13,0,0%
358,246,Tyson Salmon,,0,0.00,$0,13,0,0%
359,246,JN Bennett,,0,0.00,$0,11,0,0%
360,246,Tracer Croy,,0,0.00,$0,12,0,0%
361,246,Hayden Harris,,0,0.00,$0,10,0,0%
362,246,Colt Robinson,,0,0.00,$0,11,0,0%
363,246,Dustin Ratchford,,0,0.00,$0,7,0,0%
364,246,Gabe Jacques,,0,0.00,$0,13,0,0%
365,246,Adrian Stackhouse,,0,0.00,$0,11,0,0%
366,246,Cody West,,0,0.00,$0,8,0,0%
367,246,Clancy Hart,,0,0.00,$0,11,0,0%
368,246,Tanner Eno,,0,0.00,$0,7,0,0%
369,246,Matt Oliver,,0,0.00,$0,9,0,0%
370,246,Brumby Brandenburg,,0,0.00,$0,9,0,0%
371,246,Will Loomis,,0,0.00,$0,8,0,0%
372,246,Jory Markiss,,0,0.00,$0,8,0,0%
373,246,Codey Brixey,,0,0.00,$0,7,0,0%
374,246,Tanner Skene,,0,0.00,$0,9,0,0%
375,246,Justice Forsythe,,0,0.00,$0,10,0,0%
376,246,Kane Taylor,,0,0.00,$0,8,0,0%
377,246,Glifford Fernandez,,0,0.00,$0,7,0,0%
378,246,Elijah Gordon,,0,0.00,$0,7,0,0%
379,246,Trent Nugent,,0,0.00,$0,6,0,0%
380,246,Cody Brewer,,0,0.00,$0,7,0,0%
381,246,Marcus Brubacker,,0,0.00,$0,5,0,0%
382,246,Clay Gordon,,0,0.00,$0,5,0,0%
383,246,Roman Letka,,0,0.00,$0,6,0,0%
384,246,Brandon McDowell,,0,0.00,$0,6,0,0%
385,246,Peyton Tallant,,0,0.00,$0,5,0,0%
386,246,Billy Stephenson,,0,0.00,$0,4,0,0%
387,246,Darrion Ference,,0,0.00,$0,6,0,0%
388,246,Brandon Ballard,,0,0.00,$0,7,0,0%
389,246,Cesar Talamantes,,0,0.00,$0,5,0,0%
390,246,Noah Foti,,0,0.00,$0,5,0,0%
391,246,Trey Thomas,,0,0.00,$0,5,0,0%
392,246,Diego Soares,,0,0.00,$0,6,0,0%
393,246,Angelo de Souza Neto,,0,0.00,$0,5,0,0%
394,246,Jett Lambert,,0,0.00,$0,5,0,0%
395,246,Alvin Detweiler,,0,0.00,$0,5,0,0%
396,246,William Wright,,0,0.00,$0,4,0,0%
397,246,Wade Gray,,0,0.00,$0,4,0,0%
398,246,Tylor Cabe,,0,0.00,$0,5,0,0%
399,246,Thomas Hudson,,0,0.00,$0,7,0,0%
400,246,Marcio Lima,,0,0.00,$0,4,0,0%
401,246,Marco Ortiz,,0,0.00,$0,6,0,0%
402,246,Ethan Schultz,,0,0.00,$0,5,0,0%
403,246,Eloisio Boaventura,,0,0.00,$0,5,0,0%
404,246,Cole Wagner,,0,0.00,$0,6,0,0%
405,246,Beau Caplinger,,0,0.00,$0,6,0,0%
406,246,Treven Ward,,0,0.00,$0,5,0,0%
407,246,Austin Richardson,,0,0.00,$0,4,0,0%
408,246,Bryce Barrios,,0,0.00,$0,5,0,0%
409,246,Lamar Lehman,,0,0.00,$0,7,0,0%
410,246,Alex Cardozo,,0,0.00,$0,3,0,0%
411,246,Luis Blanco,,0,0.00,$0,4,0,0%
412,246,JC Mortensen,,0,0.00,$0,3,0,0%
413,246,Cole Young,,0,0.00,$0,3,0,0%
414,246,Warlen Aquino,,0,0.00,$0,6,0,0%
415,246,Toby Leake,,0,0.00,$0,6,0,0%
