,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
70,69,Venn Johns,,0,0.00,$0,3,0,0%
71,69,Thor Hoefer II,,0,0.00,$0,2,0,0%
72,69,Hunter Ball,,0,0.00,$0,2,0,0%
73,69,Cole Skender,,0,0.00,$0,2,0,0%
74,69,Gage Gay,,0,0.00,$0,1,0,0%
75,69,Deklan Garland,,0,0.00,$0,1,0,0%
76,69,Griffin Smeltzer,,0,0.00,$0,5,0,0%
77,69,Blake Smith,,0,0.00,$0,2,0,0%
78,69,Caden Bunch,,0,0.00,$0,2,0,0%
79,69,Koltin Hevalow,,0,0.00,$0,3,0,0%
80,69,Elijah Mora,,0,0.00,$0,3,0,0%
81,69,Kade Alberty,,0,0.00,$0,2,0,0%
82,69,Daniel Keeping,,0,0.00,$0,2,0,0%
83,69,Dakota Eagleburger,,0,0.00,$0,2,0,0%
84,69,Patterson Starcher,,0,0.00,$0,2,0,0%
85,69,Cody Coverchuk,,0,0.00,$0,2,0,0%
86,69,Tim Lipsett,,0,0.00,$0,1,0,0%
87,69,Dustin Martinez,,0,0.00,$0,1,0,0%
88,69,Casey Roberts,,0,0.00,$0,1,0,0%
89,69,Mason Moody,,0,0.00,$0,1,0,0%
90,69,Jake Morinec,,0,0.00,$0,1,0,0%
