,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
76,75,Leonardo Henrique dos Santos,,10,86.00,$188,3,1,33.33%
77,75,João Pedro Duarte,,10,83.25,$0,1,1,100%
78,75,Luciano Ruivo da Silva,,10,85.00,$94,3,1,33.33%
79,80,João Marcelo Marrafon,,9,84.75,$0,4,1,25%
80,80,Bruno Eduardo dos Santos,,9,84.25,$0,5,1,20%
81,80,Iago Aleixo Alves,,9,85.25,$0,2,1,50%
82,80,Joao Pedro Vieira de Castro,,9,83.25,$0,2,1,50%
83,84,Leonardo Ribeiro,,8,83.00,$0,2,1,50%
84,85,Yan Victor Cunha,,3,79.50,$0,4,2,50%
85,86,Luiz Gabriel Rosa,,2,66.50,$0,5,2,40%
86,87,Phelipe Silveira,,1,71.50,$0,4,1,25%
87,87,Gustavo Henrique Bezerra,,1,68.00,$0,3,1,33.33%
88,89,Romário Faustino de Oliveira,,0,0.00,$0,13,0,0%
89,89,Vanderson dos Santos,,0,0.00,$0,4,0,0%
90,89,Leonardo dos Reis,,0,78.50,$0,3,1,33.33%
91,89,Rafael Jose de Brito,,0,0.00,$0,2,0,0%
92,89,Cesar Henrique Silva,,0,0.00,$0,2,0,0%
93,89,Diego do Amaral,,0,0.00,$0,2,0,0%
94,89,Rafael Wermond Lopes,,0,0.00,$0,2,0,0%
95,89,Antonio Carlos Junior,,0,0.00,$0,2,0,0%
96,89,Natan Santos,,0,0.00,$0,1,0,0%
97,89,Juliano Silveira,,0,0.00,$0,2,0,0%
98,89,Roberto Ribeiro,,0,0.00,$0,2,0,0%
99,89,Diogo dos Santos,,0,0.00,$0,2,0,0%
100,89,Thales de Mello,,0,0.00,$0,1,0,0%
101,89,Kauan Alexandrino,,0,0.00,$0,1,0,0%
102,89,Renan Furtado,,0,0.00,$0,2,0,0%
103,89,Samuel Machado,,0,0.00,$0,2,0,0%
104,89,Rafael Parra,,0,0.00,$0,2,0,0%
105,89,Angelo Rosseto,,0,62.50,$0,2,1,50%
106,89,Victor Henrique Egídio,,0,0.00,$0,4,0,0%
107,89,Carlos Eduardo de Souza,,0,0.00,$0,3,0,0%
108,89,Daniel Correia,,0,0.00,$0,1,0,0%
109,89,Fabricio de Moura,,0,0.00,$0,1,0,0%
110,89,Felipe de Oliveira,,0,0.00,$0,1,0,0%
111,89,Paulo Cardoso,,0,0.00,$0,1,0,0%
112,89,Rubens Gabriel Gonçalves,,0,0.00,$0,1,0,0%
113,89,Luan Bueno,,0,0.00,$0,2,0,0%
114,89,Lucas de Azevedo,,0,0.00,$0,2,0,0%
115,89,Alessandro Batista Filho,,0,0.00,$0,2,0,0%
116,89,Eduardo Fiorelini,,0,0.00,$0,1,0,0%
117,89,Lillber da Silva,,0,0.00,$0,1,0,0%
118,89,Matheus de Carvalho,,0,0.00,$0,2,0,0%
119,89,Jorge Júnior,,0,0.00,$0,2,0,0%
120,89,Fabricio Neris,,0,0.00,$0,2,0,0%
121,89,João Pedro Sales,,0,0.00,$0,2,0,0%
122,89,Daniel Sarturino,,0,0.00,$0,3,0,0%
123,89,Pedro Henrique Castilho,,0,0.00,$0,3,0,0%
124,89,Mikael de Lima,,0,0.00,$0,1,0,0%
125,89,Renato de Brito,,0,0.00,$0,2,0,0%
126,89,Luiz Felipe Fernandes,,0,0.00,$0,2,0,0%
127,89,Dantton Gimenezez,,0,0.00,$0,2,0,0%
128,89,Daniel dos Santos,,0,0.00,$0,2,0,0%
129,89,Fabricio Rener dos Santos,,0,0.00,$0,1,0,0%
130,89,Paulo Henrique de Oliveira,,0,0.00,$0,2,0,0%
131,89,Fabricio Paiva,,0,0.00,$0,2,0,0%
132,89,Paulo Sergio Lima,,0,0.00,$0,3,0,0%
133,89,Roque Palermo,,0,0.00,$0,2,0,0%
