,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
44,45,Cleber Henrique Marques,,183.50,83.79,"$5,835",25,14,56%
45,46,Jordan Hansen,,178.50,85.63,"$18,610",7,6,85.71%
46,47,Caic Cassio Carvalho,,173,83.85,"$7,689",10,5,50%
47,48,Lucas Martins Costa,,172,84.15,"$7,819",29,10,34.48%
48,48,Eric Henrique Domingos,,172,86.48,"$12,962",12,4,33.33%
49,50,Ethan Coster,,169,83.34,"$12,720",14,8,57.14%
50,51,Bruno Carvalho,,166,79.12,"$22,272",13,5,38.46%
51,52,Coy Robbins,,165,83.44,"$7,760",13,6,46.15%
52,53,Keny Roger de Oliveira,,163.50,82.46,"$15,060",10,8,80%
53,54,Dimas Neto,,163,85.23,"$4,240",13,11,84.62%
54,55,Garrett Green,,162,79.61,"$7,876",11,7,63.64%
55,56,Michael Lane,,159,80.64,"$3,640",29,8,27.59%
56,57,Vitor Losnake,,157,79.79,"$6,868",31,9,29.03%
57,58,Ashton Sahli,,156.50,85.37,"$7,722",15,6,40%
58,59,Nathan Bayous,,156,86.62,"$7,953",16,5,31.25%
59,60,Kelsey Pavlou,,155,82.40,"$8,085",31,10,32.26%
60,61,Miguel de Jesus,,152,84.04,"$4,280",16,6,37.50%
61,62,Dalton Rudman,,149.50,83.60,"$6,140",18,4,22.22%
62,63,Aaron Williams,,146,82.03,"$5,737",18,5,27.78%
63,63,Dalton Allred,,146,88.26,"$10,330",16,4,25%
64,65,Gabriel Morais,,142.50,83.20,"$2,988",18,10,55.56%
65,66,Aaron Roy,,141,84.36,"$5,443",18,8,44.44%
66,67,Saul Zambrano,,140,85.37,"$6,611",14,5,35.71%
67,68,João Paulo Velasco,,136,84.78,"$4,165",17,10,58.82%
68,69,Clint Glass,,135.50,84.01,"$5,646",26,7,26.92%
69,70,Cassio Dias,,134,88.93,"$20,641",7,3,42.86%
70,71,Ben Bode,,133.50,84.59,"$14,078",18,7,38.89%
71,72,Cladson Rodolfo,,133,82.57,"$2,271",19,11,57.89%
72,73,Thiago Salgado,,132,84.67,"$114,530",3,3,100%
73,74,Eli Vastbinder,,129.50,83.80,"$4,900",18,4,22.22%
74,75,Cash Keeling,,128,85.56,"$6,010",14,4,28.57%
75,76,Lucas Divino,,127,83.83,"$7,243",13,6,46.15%
76,77,Weston Davidson,,126,84.18,"$6,477",15,5,33.33%
77,77,Christian Clay Oliveira,,126,78.13,"$4,452",20,6,30%
78,79,Ayslan Jeferson,,125,81.91,"$4,319",29,7,24.14%
79,80,Adilson Junior,,122,87.00,"$8,812",12,3,25%
80,81,Conner Halverson,,121,82.03,"$6,803",18,3,16.67%
81,82,Ednei Caminhas,,120,84.34,"$5,535",31,5,16.13%
82,83,Jason Landing,,119,79.35,"$4,320",26,6,23.08%
83,83,Wyatt Vineyard,,119,76.70,"$5,900",14,3,21.43%
84,85,Jhon Carlos Moreira,,118.50,83.80,"$1,434",15,10,66.67%
85,86,Chase Wimer,,118,82.82,"$6,285",15,3,20%
86,86,Paulo Henrique da Silva,,118,84.78,"$2,392",12,8,66.67%
87,86,Lauro Nunes Vieira,,118,83.21,"$1,638",26,9,34.62%
88,89,Jadon Hayes,,117,83.22,"$6,850",13,3,23.08%
89,90,Griffin Koester,,116,83.54,"$6,083",11,5,45.45%
90,91,Adenilson dos Santos,,114.50,84.28,"$2,492",17,10,58.82%
91,92,Cody Hooks,,114,81.58,"$5,166",9,5,55.56%
92,93,Luan Crystian Camara,,112.50,83.50,"$26,249",7,3,42.86%
93,94,Dustin Herman,,110,84.04,"$5,108",25,4,16%
94,94,Stefan Tonita,,110,83.80,"$3,529",15,5,33.33%
95,96,Charlie Bailey,,109.50,81.75,"$3,944",26,5,19.23%
96,97,Mario de Negri,,109,83.25,"$2,162",11,7,63.64%
97,98,Renan Almeida Alves,,108,88.27,"$7,184",4,3,75%
98,99,Kyle Eaton,,107,82.33,"$3,223",27,5,18.52%
99,99,Noah Lee,,107,85.03,"$5,704",6,4,66.67%
100,101,Wingson Henrique da Silva,,106.50,82.12,"$3,548",14,8,57.14%
101,102,Alex Cerqueira,,105.50,79.83,"$5,730",12,6,50%
102,103,Davi Henrique de Lima,,104,84.88,"$5,072",26,5,19.23%
103,104,Claudio Montanha Jr.,,103.50,83.42,"$6,878",11,5,45.45%
104,105,Cauy Schmidt,,102,82.84,"$3,248",16,6,37.50%
105,106,Francisco Costa,,101.50,82.75,"$19,450",5,4,80%
106,107,Chase Hamlin,,101,85.52,"$3,890",20,3,15%
107,108,Eli Necochea,,99,71.85,"$7,475",4,2,50%
108,109,Everton dos Santos,,98,80.25,"$1,442",8,6,75%
109,110,Shane Scott,,97.50,76.40,"$3,597",12,4,33.33%
110,111,Chanse Switzer,,94.50,84.13,"$3,240",11,4,36.36%
111,112,Jerson Arantes,,94,86.20,"$7,090",21,3,14.29%
112,113,Cole Trivette,,93,84.75,"$4,517",13,2,15.38%
113,113,Zack Morrison,,93,85.00,"$10,085",20,2,10%
114,115,José de Castro,,92.50,82.91,$770,17,8,47.06%
115,116,Ky Borghero,,92,84.06,"$6,819",15,5,33.33%
116,116,Jeremy Maisonneuve,,92,85.53,"$4,999",12,3,25%
117,118,Colby Edgar,,91,81.70,"$5,761",17,4,23.53%
118,119,Joao Goncalves,,90,78.50,"$5,500",8,3,37.50%
119,120,João Ricardo Vieira,,89,83.31,"$4,320",21,4,19.05%
120,121,Billy Stephenson,,84.50,83.17,"$8,925",16,3,18.75%
121,122,Adam Mast,,84,83.00,"$4,346",6,2,33.33%
122,123,Trinity Bear,,81,83.85,"$4,087",2,2,100%
123,124,Carlos André de Oliveira,,76,83.36,$483,16,9,56.25%
124,125,Brady Fielder,,75.50,86.25,"$12,464",4,2,50%
125,126,Trey Kimzey,,75,84.27,"$2,700",8,3,37.50%
126,127,Alex Marcilio,,74,84.02,"$3,400",9,3,33.33%
127,128,John Crimber,,72,89.25,"$10,721",3,2,66.67%
128,128,Damien Krushall,,72,85.40,"$3,682",15,3,20%
129,128,Jake Dunham,,72,85.33,"$5,263",6,3,50%
130,131,Trey Holston,,71,83.45,"$3,167",3,2,66.67%
131,132,Maikon Calixton Rocha,,70,85.71,"$1,256",9,6,66.67%
132,132,Alison Aguiar,,70,83.91,"$2,332",14,4,28.57%
133,132,Dakota Johnson,,70,82.75,"$1,800",19,3,15.79%
134,135,Alex Junior da Silva,,69,84.96,"$1,514",15,4,26.67%
135,136,Gabriel Henrique da Silva,,68,87.69,"$1,444",10,4,40%
136,136,Marco Juarez,,68,86.13,"$6,371",7,3,42.86%
137,136,Fraser Babbington,,68,83.67,"$4,034",5,3,60%
138,136,Carson Watford,,68,85.00,"$6,878",7,1,14.29%
139,140,Andrew Alvidrez,,67.50,85.30,"$9,127",6,3,50%
140,141,Logan Biever,,66,84.87,"$5,744",14,3,21.43%
141,142,Brady Turgeon,,65,85.70,"$2,700",6,2,33.33%
142,143,Flavio Zivieri,,64.50,85.65,"$2,159",10,3,30%
143,144,Jairo Castellanos,,64,83.10,"$2,467",15,2,13.33%
144,144,Jack Mitchell,,64,83.80,"$4,275",4,1,25%
145,146,Cody Nance,,62,85.80,"$3,300",5,2,40%
146,147,Brock Radford,,61,84.33,"$2,162",4,3,75%
147,148,Billy Quillan,,59.50,84.73,"$1,061",10,3,30%
148,149,Leonardo Lima,,59,84.40,"$3,256",14,2,14.29%
149,149,Lucas Aráujo,,59,86.13,"$2,861",5,4,80%
150,149,Gavin Mitchell,,59,84.00,"$4,879",5,2,40%
151,152,Kingston Herrero,,58,82.70,"$2,347",31,2,6.45%
152,152,Travis Wimberley,,58,85.50,"$3,481",8,2,25%
153,154,Tanner Eno,,57,83.69,"$1,110",17,4,23.53%
154,155,Gilvan Freitas,,56.50,83.58,"$1,010",14,6,42.86%
155,156,Hudson Frey,,56,82.20,"$3,390",16,2,12.50%
156,157,Thomas Triplett,,54.50,84.17,"$1,972",18,3,16.67%
157,158,Callum Miller,,53,86.50,"$8,904",8,2,25%
158,158,Dylan Smith,,53,85.78,"$2,150",16,2,12.50%
159,158,Brumby Brandenburg,,53,79.90,"$1,681",10,3,30%
160,158,Angelo Rosseto,,53,74.50,"$4,767",16,3,18.75%
161,162,Leith Malone,,51,83.13,"$3,061",15,3,20%
162,163,Lonnie West,,50.50,84.27,"$1,371",15,3,20%
163,164,Sam Woodall,,50,80.83,"$3,722",14,3,21.43%
164,164,Brenson Bartlett,,50,86.35,"$2,856",5,2,40%
165,166,Gilmar Santana,,49.50,84.50,"$1,331",8,3,37.50%
166,166,Austin Paley,,49.50,85.07,"$1,888",23,3,13.04%
167,168,Hunter Kelly,,49,84.85,"$1,440",5,2,40%
168,168,Paulo Souza,,49,88.95,"$2,200",9,1,11.11%
169,170,Marcelo De Souza Dias Junior,,47,84.23,"$2,152",7,2,28.57%
170,171,Dantey Eldridge,,46,82.93,"$2,294",14,3,21.43%
171,172,João Henrique Lucas,,45,85.78,"$1,440",10,2,20%
172,173,Saislan de Souza,,44.50,83.25,$749,9,4,44.44%
173,174,Gustavo Luiz da Silva,,43.50,86.17,"$1,743",11,3,27.27%
174,175,Jhett Wheeler,,42,83.55,"$1,338",5,2,40%
175,176,Weslei Mendes,,41.50,79.25,$429,13,4,30.77%
176,177,Bob Mitchell,,41,78.00,"$3,050",3,2,66.67%
177,177,Anderson de Oliveira,,41,86.58,$567,9,3,33.33%
178,179,Hidelvan Ribeiro,,40,85.50,$700,11,3,27.27%
179,179,Caiden Sandilands,,40,81.87,$682,12,3,25%
180,179,Rylee Ward,,40,78.26,"$1,402",17,6,35.29%
181,179,Alfredo Rubalcaba,,40,86.38,"$1,444",13,2,15.38%
182,179,Ryder Carpenetti,,40,85.33,"$1,170",9,2,22.22%
183,179,Luiz Americo P. Silva,,40,81.70,"$1,360",5,1,20%
184,179,Fabio Eleuterio,,40,84.88,"$1,809",11,2,18.18%
185,186,Riley Barg,,39,87.30,"$2,191",3,1,33.33%
186,186,Trace Scarlavai,,39,86.00,"$2,021",3,1,33.33%
187,188,Jeferson Silva,,38.50,80.85,$840,4,2,50%
188,189,Alex Cantoral,,38,82.70,"$1,800",8,1,12.50%
189,190,Hayden Harris,,37,87.00,"$3,438",10,1,10%
190,191,Dawson Gleaves,,36,86.00,"$2,174",1,1,100%
191,191,Lucas Eduardo Silva,,36,85.08,$420,9,3,33.33%
192,191,Luke Parkinson,,36,81.60,"$1,053",11,2,18.18%
193,194,Cole Brewer,,35.50,81.75,"$1,755",7,2,28.57%
194,195,Thomas Hudson,,35,83.20,"$1,050",19,2,10.53%
195,195,Justin Gardner,,35,82.60,"$1,623",3,1,33.33%
196,197,Riquelmi Silva,,34,83.83,$216,5,3,60%
197,197,Wyatt Nez,,34,80.30,"$1,787",13,2,15.38%
198,197,João Paulo de Morais,,34,84.33,$785,5,3,60%
199,200,Nicolas Hernandez,,33,82.40,"$1,203",7,2,28.57%
200,200,Huyan Matos,,33,84.63,$150,8,2,25%
201,200,Luke Mackey,,33,84.50,"$2,324",5,1,20%
202,200,Wacey Schalla,,33,87.60,"$1,392",4,1,25%
203,200,Tanner Christian,,33,85.50,"$1,086",3,1,33.33%
204,205,Sandro Batista,,32,85.50,$140,3,2,66.67%
205,205,Zach Miles,,32,86.00,"$1,212",10,2,20%
206,207,Alex Koberstein,,30,60.50,"$1,400",11,2,18.18%
207,207,Marcos Vinicios dos Santos,,30,84.08,$492,7,3,42.86%
208,207,Ashton Sweeney,,30,80.25,$210,7,2,28.57%
209,207,Bradlin Penrod,,30,83.50,"$1,160",3,1,33.33%
210,211,Lucas Junio da Silveira,,29.50,83.42,$424,13,3,23.08%
211,211,Ricardo Rosa Vais,,29.50,86.50,$913,3,2,66.67%
212,211,Klay Ward,,29.50,84.50,"$1,402",5,2,40%
213,214,Frederico Araujo Margarido,,29,81.58,$0,7,3,42.86%
214,214,Higor Moises Pereira,,29,87.50,$433,12,2,16.67%
215,214,Cort McFadden,,29,84.55,"$3,421",3,2,66.67%
216,214,Cody West,,29,83.00,$970,3,1,33.33%
217,214,Ray Mayo,,29,83.70,$480,15,2,13.33%
218,214,Jace Catlin,,29,81.60,$0,18,2,11.11%
219,214,Dusty Golden,,29,82.60,$217,8,2,25%
220,221,Alvaro Ariel,,28,87.38,"$1,060",20,2,10%
221,222,Alison dos Santos,,26,83.55,"$2,129",10,2,20%
222,222,Eikson Pereira,,26,89.00,"$1,573",4,1,25%
223,222,Dawson Foden,,26,82.10,$983,10,2,20%
224,222,Lane Hanush Bowen,,26,81.75,"$2,055",5,2,40%
225,226,Renan Almeida,,25,74.35,"$1,328",4,2,50%
226,226,Shay Marks,,25,86.50,$857,6,1,16.67%
227,228,Melvin Byler,,24,84.80,"$1,020",11,1,9.09%
228,228,Jadon Fiasco,,24,72.53,"$3,308",10,2,20%
229,228,Dusty Glenn,,24,81.70,$516,7,2,28.57%
230,228,Lane Leeper,,24,65.25,"$1,592",6,2,33.33%
231,228,Marcos Felipe Santos Silva,,24,85.63,$478,4,2,50%
232,233,Wyatt Fraser,,23.50,81.90,$0,8,2,25%
233,233,Jhonny Klesse,,23.50,83.20,$592,9,2,22.22%
234,233,Westen Wade,,23.50,84.40,$539,6,1,16.67%
235,236,Ramon Fiorini,,23,88.00,"$1,441",6,1,16.67%
236,236,Jose Natanael Marcodes da Silva,,23,83.80,$820,13,1,7.69%
237,236,Walison Neves,,23,74.83,$560,5,2,40%
238,236,Lachlan Slade,,23,85.30,"$2,352",6,1,16.67%
239,236,Abraão Santos de Araujo,,23,76.83,$624,9,3,33.33%
240,236,Jake Swan,,23,83.50,"$2,132",8,1,12.50%
241,236,Cooper Pugmire,,23,84.20,$972,3,1,33.33%
242,243,Tales Xavier,,22,84.63,$380,12,2,16.67%
243,243,Jack Rowlandson,,22,79.15,"$2,131",17,2,11.76%
244,243,Dan Ruhland,,22,82.00,$651,14,1,7.14%
245,246,Tell Jacobs,,21.50,84.00,"$1,793",4,1,25%
246,246,Wyatt Riddle,,21.50,82.00,$556,3,1,33.33%
247,248,Leandro Zampollo,,21,88.50,$944,4,1,25%
248,248,Jacob Carige,,21,84.00,$440,8,1,12.50%
249,248,Diego de Paula,,21,85.13,$104,6,2,33.33%
250,248,DeMario Griffin,,21,85.90,$420,3,1,33.33%
251,252,Alvaro da Cunha,,20,82.50,$0,3,2,66.67%
252,252,JaCauy Hale,,20,85.60,$407,8,1,12.50%
253,252,Douglas Franco,,20,82.45,$350,11,1,9.09%
254,252,Bransyn Landon,,20,81.60,$267,3,1,33.33%
255,252,Travoris Zeno,,20,87.50,$814,5,1,20%
256,252,Holden Atkinson,,20,82.10,$260,3,1,33.33%
257,258,Darren Wagler,,19,83.70,$0,8,1,12.50%
258,258,Justice Forsythe,,19,73.00,$680,26,2,7.69%
259,258,Waylon Buquoi,,19,82.80,$944,8,1,12.50%
260,258,Marlon Henrique,,19,83.40,$300,6,1,16.67%
261,258,Marcos Rosa da Silva,,19,87.60,$979,11,1,9.09%
262,258,Dalton Walling,,19,81.50,$0,3,1,33.33%
263,264,Robbie Taylor Jr.,,18,84.60,"$1,601",5,1,20%
264,264,José Marcos Filho,,18,89.25,$345,2,1,50%
265,264,Hunter Maxwell,,18,81.80,$200,12,1,8.33%
266,264,Logan Bottoms,,18,84.50,"$1,554",3,1,33.33%
267,268,Toby Leake,,17,82.50,"$1,024",3,1,33.33%
268,268,Ricardo Aguilar,,17,80.90,$0,8,1,12.50%
269,268,Datavius Ford,,17,81.00,$0,3,1,33.33%
270,268,Jeanderson de Souza,,17,87.50,$208,4,1,25%
271,272,Marcelo Procopio Pereira,,16.50,87.00,$601,4,1,25%
272,273,Alisson De Souza,,16,76.94,$0,8,4,50%
273,273,Garrett Crist,,16,85.20,$0,3,1,33.33%
274,273,JC Davis,,16,80.75,$820,5,2,40%
275,273,Cody Baker,,16,84.05,$0,5,1,20%
276,273,Chad Ormsby,,16,81.50,$573,1,1,100%
277,278,Lucas Rodrigues,,15.50,86.50,$70,3,1,33.33%
278,279,Paulo Eduardo Rossetto,,15,88.10,$0,3,1,33.33%
279,280,Tyson Smith,,14,78.50,$0,16,1,6.25%
280,280,Julio Cesar Marques,,14,82.00,$161,7,1,14.29%
281,280,Elizmar Jeremias,,14,81.20,$313,11,1,9.09%
282,280,Lucas Felix,,14,80.70,$0,3,1,33.33%
283,284,Travis Briscoe,,13.50,81.50,$259,4,1,25%
284,285,Douglas Lino de Souza,,13,82.95,$0,14,1,7.14%
285,285,Nash Loewen,,13,83.40,$0,9,1,11.11%
286,285,Tyler Manor,,13,84.25,$0,7,1,14.29%
287,285,Kayke Rodrigues,,13,88.50,$188,3,1,33.33%
288,285,Luigi Moscão,,13,86.25,$195,3,1,33.33%
289,290,Josh Alexander,,12.50,82.00,$372,11,1,9.09%
290,290,Kobe Whitford,,12.50,84.00,$463,2,1,50%
291,292,Brandon Chambers,,12,80.90,$150,16,1,6.25%
292,292,Tyler Craig,,12,82.40,$0,6,1,16.67%
293,292,Alan de Souza,,12,87.30,$0,2,1,50%
294,292,Chase Dougherty,,12,80.00,$194,5,1,20%
295,292,Caden Fitzpatrick,,12,80.90,"$1,180",4,1,25%
296,292,Mason Collins,,12,79.00,$722,8,1,12.50%
297,292,Clay Flanagan,,12,83.10,$170,6,1,16.67%
298,292,Vilmone da Silva Mendanha,,12,79.20,$420,5,1,20%
299,300,Lucas Eduardo Machado,,11.50,86.25,$38,2,1,50%
300,301,Maverick Smith,,11,81.00,$0,2,1,50%
301,301,Zane Tully,,11,82.90,$172,2,1,50%
302,301,Rubens Barbosa,,11,81.00,$150,16,1,6.25%
303,301,Carter Shaw,,11,72.50,"$1,214",6,1,16.67%
304,301,Derick Costa,,11,80.60,$0,5,1,20%
305,301,Wyatt Davis,,11,74.60,$280,5,1,20%
306,307,Junior Patrik Souza,,10,85.60,$100,6,1,16.67%
307,307,Andrei Scoparo,,10,79.17,$0,7,3,42.86%
308,307,Weslei Ferreira de Jesus,,10,83.50,$100,18,1,5.56%
309,307,Toby Collins,,10,83.20,$224,4,1,25%
310,307,Cavalry Norris,,10,79.00,$130,2,1,50%
311,307,Matheus Bernardino,,10,84.75,$0,2,1,50%
312,313,Colton Burkard,,9.50,83.00,$100,2,1,50%
313,314,Bryn Francis,,9,80.25,$0,8,1,12.50%
314,314,Daniel Feitosa,,9,84.75,$0,8,1,12.50%
315,314,Bruno Eduardo dos Santos,,9,84.25,$0,5,1,20%
316,314,Levi Gray,,9,73.10,$0,5,1,20%
317,314,Joao Pedro Vieira de Castro,,9,83.25,$0,2,1,50%
318,319,Mecate Trammell,,8,74.50,$200,6,1,16.67%
319,319,Riggin Shippy,,8,82.00,$0,2,1,50%
320,321,Daniel Burke,,7,80.60,$150,12,1,8.33%
321,321,Lucas Dunand,,7,74.00,$0,6,1,16.67%
322,321,Javier Garcia,,7,80.60,$767,2,1,50%
323,324,Brock Cooper,,6,68.20,$352,3,1,33.33%
324,325,Willian de Souza,,4,78.40,$0,9,1,11.11%
325,326,Yan Victor Cunha,,3,79.50,$0,4,2,50%
326,327,Brock Poulin,,2,65.50,$100,3,1,33.33%
327,327,Gavin Creviston,,2,65.70,$0,8,1,12.50%
328,329,Tanner Dale,,1,69.85,$150,4,1,25%
329,329,Phelipe Silveira,,1,71.50,$0,4,1,25%
330,329,Luiz Gabriel Rosa,,1,70.50,$0,2,1,50%
331,332,Guthrie Long,,0,0.00,$0,4,0,0%
332,332,Pokey Houghton,,0,0.00,$0,8,0,0%
333,332,Cody McCandless,,0,0.00,$0,6,0,0%
334,332,Felipe Furlan,,0,0.00,$0,1,0,0%
335,332,Dalton Krantz,,0,0.00,$0,6,0,0%
336,332,Max Castro,,0,0.00,$0,11,0,0%
337,332,Mauricio Gulla Moreira,,0,0.00,$0,1,0,0%
338,332,Boston Leather,,0,0.00,$0,8,0,0%
339,332,Wallace Vieira de Oliveira,,0,0.00,$0,4,0,0%
340,332,Eric O'Flynn,,0,0.00,$0,2,0,0%
341,332,Dakota Warnken,,0,0.00,$0,4,0,0%
342,332,Everton Natan da Silva,,0,0.00,$0,1,0,0%
343,332,Matt Allgood,,0,0.00,$0,6,0,0%
344,332,Tyce Willis,,0,0.00,$0,5,0,0%
345,332,Romário Faustino de Oliveira,,0,0.00,$0,4,0,0%
346,332,Vitor Cassio de Assis,,0,0.00,$0,2,0,0%
347,332,Bruno Roberto,,0,0.00,$0,1,0,0%
348,332,Ednélio Rodrigues,,0,0.00,$0,16,0,0%
349,332,Lauchlan Waters,,0,0.00,$0,3,0,0%
350,332,Dawson Branton,,0,0.00,$0,1,0,0%
351,332,Cody Fraser,,0,0.00,$0,1,0,0%
352,332,Beau Willis,,0,0.00,$0,4,0,0%
353,332,Dylan Weir,,0,0.00,$0,4,0,0%
354,332,Diego Galdino,,0,0.00,$0,9,0,0%
355,332,JC Merriott,,0,0.00,$0,4,0,0%
356,332,Alex Jenks,,0,0.00,$150,20,0,0%
357,332,Nash Mellers,,0,0.00,$0,11,0,0%
358,332,Mossy Waite,,0,0.00,$0,5,0,0%
359,332,João Marcelo Marrafon,,0,0.00,$0,1,0,0%
360,332,Carter Sahli,,0,0.00,$0,4,0,0%
361,332,Jack Keats,,0,0.00,$0,1,0,0%
362,332,Toby Adams,,0,0.00,$0,4,0,0%
363,332,Darnell Bahe,,0,0.00,$0,5,0,0%
364,332,Gage Gay,,0,0.00,$0,2,0,0%
365,332,Hagen Meeks,,0,0.00,$0,3,0,0%
366,332,Dylan Fontenot,,0,0.00,$0,2,0,0%
367,332,Elijah Mora,,0,0.00,$0,1,0,0%
368,332,Paulo Ferreira Lima,,0,0.00,$0,2,0,0%
369,332,Marco Ortiz,,0,0.00,$0,3,0,0%
370,332,Wyatt Fennig,,0,0.00,$0,2,0,0%
371,332,William Barrows,,0,0.00,$0,2,0,0%
372,332,Sam Southern,,0,0.00,$0,3,0,0%
373,332,Natanael Serra Aires,,0,0.00,$0,2,0,0%
374,332,Jesse Borland,,0,0.00,$0,2,0,0%
375,332,Venn Johns,,0,0.00,$0,5,0,0%
376,332,Lonnie Phillips,,0,0.00,$0,1,0,0%
377,332,Larenz Tsosie,,0,0.00,$0,6,0,0%
378,332,Tyler Villarreal,,0,0.00,$0,18,0,0%
379,332,Cole Benton,,0,0.00,$0,18,0,0%
380,332,Anthony Hopen,,0,0.00,$0,14,0,0%
381,332,Bennie Shetler,,0,0.00,$0,14,0,0%
382,332,Josh Grant,,0,0.00,$0,11,0,0%
383,332,Jacob David,,0,0.00,$0,8,0,0%
384,332,Jay Borghero,,0,0.00,$0,9,0,0%
385,332,Marcio Lima,,0,0.00,$0,5,0,0%
386,332,John Davis,,0,0.00,$0,11,0,0%
387,332,Jonathan Moore,,0,0.00,$0,6,0,0%
388,332,Ziggy Pete,,0,0.00,$0,7,0,0%
389,332,Ashton Slaugh,,0,0.00,$0,7,0,0%
390,332,Jon Bradney,,0,0.00,$0,5,0,0%
391,332,Vinicius Rainer,,0,0.00,$0,9,0,0%
392,332,Garet Holden,,0,0.00,$0,7,0,0%
393,332,Alecio Ferreira da Costa,,0,0.00,$0,4,0,0%
394,332,Arisson Pereira,,0,0.00,$0,5,0,0%
395,332,Merle Yoder,,0,0.00,$0,4,0,0%
396,332,Jack Strong,,0,0.00,$0,6,0,0%
397,332,Chalito Rucobo,,0,0.00,$0,5,0,0%
398,332,Roberto Andrade,,0,0.00,$0,6,0,0%
399,332,Cody Bumpaous,,0,0.00,$0,4,0,0%
400,332,Stetson Long,,0,0.00,$0,5,0,0%
401,332,Andy Valdez,,0,0.00,$0,6,0,0%
402,332,Eloisio Boaventura,,0,0.00,$0,4,0,0%
403,332,Austen Hamblin,,0,0.00,$0,6,0,0%
404,332,Mario Dubon,,0,0.00,$0,5,0,0%
405,332,Boogie Marquez,,0,0.00,$0,4,0,0%
406,332,Jacob Hershberger,,0,0.00,$0,4,0,0%
407,332,Gavin Matthews,,0,0.00,$0,5,0,0%
408,332,Vinell Mariano,,0,0.00,$0,4,0,0%
409,332,Iskandar Ocampo,,0,0.00,$0,5,0,0%
410,332,Colby Gravier,,0,0.00,$0,2,0,0%
411,332,Marcos Santos de Miranda,,0,0.00,$0,4,0,0%
412,332,Varnei José Santana Junio,,0,0.00,$0,3,0,0%
413,332,Dixon Tattrie,,0,0.00,$0,2,0,0%
414,332,TyLane Thomas,,0,0.00,$0,3,0,0%
415,332,Darryl McPherson,,0,0.00,$0,6,0,0%
416,332,Wyatt Gleeson,,0,0.00,$0,3,0,0%
417,332,Gabriel Honorato,,0,0.00,$150,4,0,0%
