,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
52,52,Rubens Barbosa,,4,85.50,$698,6,1,16.67%
53,52,James Harper,,4,80.75,"$2,134",9,2,22.22%
54,52,Alex Cerqueira,,4,85.50,"$1,439",3,1,33.33%
55,56,Mauricio Gulla Moreira,,3.50,81.33,$876,7,3,42.86%
56,56,Carlos Gomes Junior,,3.50,83.75,$854,8,2,25%
57,56,Lane Nobles,,3.50,85.00,$773,4,1,25%
58,59,Leonardo Lima,,3,81.38,$572,15,4,26.67%
59,59,Dalton Rudman,,3,84.00,$507,14,4,28.57%
60,59,Juan Carlos Contreras,,3,80.50,"$1,074",2,1,50%
61,59,Chance Lopez,,3,84.50,$531,11,1,9.09%
62,59,Rosendo Ramirez,,3,85.00,$600,6,1,16.67%
63,59,Ty Wainwright,,3,84.25,$820,9,2,22.22%
64,59,Alecio Ferreira da Costa,,3,82.00,$723,9,2,22.22%
65,66,Kache Moosman,,2.50,83.50,$440,8,1,12.50%
66,66,Boudreaux Campbell,,2.50,87.00,"$1,875",3,1,33.33%
67,66,Keith Hall,,2.50,83.50,$440,12,1,8.33%
68,69,Jake Gowdy,,2,85.50,$438,5,1,20%
69,69,Claudio Montanha Jr.,,2,84.75,$457,2,2,100%
70,69,Eli Miller,,2,83.50,$496,7,1,14.29%
71,69,Tyler Werner,,2,81.50,$205,7,1,14.29%
72,69,Trace Brown,,2,84.00,$362,6,1,16.67%
73,74,Conner Halverson,,1.50,84.25,$609,10,2,20%
74,74,Laramie Craigen,,1.50,82.50,$353,8,1,12.50%
75,76,Carlos Garcia,,1,83.00,$242,9,1,11.11%
76,76,Romildo Rodrigues,,1,82.25,$271,5,2,40%
77,76,J.T. Moore,,1,77.00,$157,2,1,50%
78,76,Cole Trivette,,1,80.50,$358,10,2,20%
79,76,Venn Johns,,1,82.50,$274,9,1,11.11%
80,76,Bryce Barrios,,1,85.00,$328,7,1,14.29%
81,76,Grayson Cole,,1,85.50,$798,5,1,20%
82,83,Austin Richardson,,0.50,83.75,$211,12,2,16.67%
83,83,Manoelito de Souza Junior,,0.50,84.00,$211,5,1,20%
84,85,Jesse Petri,,0,83.00,$0,3,1,33.33%
85,85,Taylor Toves,,0,0.00,"$1,000",1,0,0%
86,85,Cody Casper,,0,83.00,"$1,000",12,1,8.33%
87,85,Cannon Cravens,,0,87.00,$84,3,1,33.33%
88,85,Andrew Alvidrez,,0,84.00,$0,6,3,50%
89,85,Scottie Knapp,,0,0.00,$0,1,0,0%
90,85,Mason Taylor,,0,84.50,$219,3,1,33.33%
91,85,João Augusto Cezere,,0,0.00,$0,2,0,0%
92,85,Lawson Nobbs,,0,0.00,$0,1,0,0%
93,85,Flavio Viana,,0,0.00,$0,2,0,0%
94,85,Dustin Ratchford,,0,0.00,$0,7,0,0%
95,85,Allen Burkholder,,0,0.00,$0,7,0,0%
96,85,Adriano Salgado,,0,0.00,$0,1,0,0%
97,85,Javier Garcia,,0,0.00,$0,1,0,0%
98,85,Ryan Essenpreis,,0,0.00,$0,2,0,0%
99,85,Cody Nance,,0,0.00,$0,1,0,0%
100,85,Ouncie Mitchell,,0,83.00,$0,9,1,11.11%
101,85,Alex Santana,,0,0.00,$0,1,0,0%
102,85,Arliss Hostetler,,0,0.00,$0,1,0,0%
103,85,Brady Oleson,,0,80.00,$0,4,1,25%
104,85,Bryan Titman,,0,0.00,$0,6,0,0%
105,85,Albert Lebaron,,0,0.00,$0,2,0,0%
106,85,Donald Francis,,0,0.00,$0,1,0,0%
107,85,Dylan Madsen,,0,0.00,$0,7,0,0%
108,85,Jake Lockwood,,0,86.25,$616,7,2,28.57%
109,85,Eduardo de Oliveira,,0,0.00,$0,6,0,0%
110,85,Chase Hamlin,,0,0.00,$0,3,0,0%
111,85,Devon Weaver,,0,0.00,$0,2,0,0%
112,85,Lindomar Lino,,0,0.00,$0,1,0,0%
113,85,Amadeu Campos Silva,,0,0.00,$0,3,0,0%
114,85,Michael Lane,,0,84.50,$0,5,1,20%
115,85,Ricky Aguiar,,0,0.00,$0,6,0,0%
116,85,Hayden Townsend,,0,0.00,$0,3,0,0%
117,85,Ryan Prophet,,0,0.00,$0,1,0,0%
118,85,Elijah Lankford,,0,0.00,$0,1,0,0%
119,85,Hayden Burdick,,0,81.50,$219,3,1,33.33%
120,85,Zac Harris,,0,0.00,$0,1,0,0%
121,85,Bradley Brittain,,0,0.00,$0,1,0,0%
122,85,Reid Barker,,0,0.00,$0,6,0,0%
123,85,Garrett Remington,,0,0.00,$0,1,0,0%
124,85,Cody Jones,,0,0.00,$0,5,0,0%
125,85,Francisco Garcia Torres,,0,0.00,$0,1,0,0%
126,85,Luis Blanco,,0,0.00,$0,5,0,0%
127,85,Elijah Mora,,0,0.00,$0,1,0,0%
128,85,Wallace Vieira de Oliveira,,0,0.00,$0,3,0,0%
129,85,Lucas Divino,,0,84.00,$0,2,1,50%
130,85,Lamar Lehman,,0,79.50,$0,12,1,8.33%
131,85,Weston Hartman,,0,86.00,$237,8,1,12.50%
132,85,Cody Hudson,,0,84.00,$0,4,1,25%
133,85,Rodrigo Melgar,,0,73.50,$0,3,1,33.33%
134,85,Chris Sallie,,0,77.50,$0,2,1,50%
135,85,Hunter Salter,,0,0.00,$0,7,0,0%
136,85,Anthony Hopen,,0,0.00,$0,7,0,0%
137,85,Levi Schmucker,,0,0.00,$0,6,0,0%
138,85,Wyatt Covington,,0,0.00,$0,5,0,0%
139,85,Wyatt Rogers,,0,0.00,$0,6,0,0%
140,85,Jesse Borland,,0,0.00,$0,4,0,0%
141,85,Ryan McConnel,,0,0.00,$0,4,0,0%
142,85,Tanner Willis,,0,0.00,$0,5,0,0%
143,85,Paulo Souza,,0,0.00,$0,4,0,0%
144,85,J.T. Pettitt,,0,0.00,$0,4,0,0%
145,85,Tim Taylor,,0,0.00,$0,5,0,0%
146,85,Matt Hennelly,,0,0.00,$0,4,0,0%
147,85,Alex Jenks,,0,0.00,$0,3,0,0%
148,85,Shannon Terrazas,,0,0.00,$0,3,0,0%
149,85,Zac Osborne,,0,0.00,$0,4,0,0%
150,85,Lucas Phipps,,0,0.00,$0,4,0,0%
151,85,Esteban Bustamante Salcido,,0,0.00,$0,3,0,0%
152,85,Eli Byler,,0,0.00,$0,4,0,0%
153,85,Garfield Wilson,,0,0.00,$0,2,0,0%
154,85,Thor Hoefer II,,0,0.00,$0,2,0,0%
155,85,Dugan Black,,0,0.00,$0,2,0,0%
156,85,Eder Barbosa,,0,0.00,$0,2,0,0%
157,85,JC Mortensen,,0,0.00,$0,3,0,0%
158,85,Fabiano Vieira,,0,0.00,$0,2,0,0%
159,85,Bryan Perry,,0,0.00,$0,2,0,0%
160,85,Dalton Sanchez,,0,0.00,$0,2,0,0%
161,85,Riley Gagnon,,0,0.00,$0,2,0,0%
162,85,Colten Brown,,0,0.00,$0,2,0,0%
163,85,Jake Goodson,,0,0.00,$0,2,0,0%
164,85,Neal Borntrager,,0,0.00,$0,3,0,0%
165,85,Wyatt Austin,,0,0.00,$0,1,0,0%
166,85,Matteo Nunez,,0,0.00,$0,1,0,0%
167,85,Pablo Hernandez,,0,0.00,$0,1,0,0%
168,85,Eduardo Perez,,0,0.00,$0,2,0,0%
169,85,Travis Briscoe,,0,0.00,$0,1,0,0%
170,85,Sean Willingham,,0,0.00,$0,1,0,0%
171,85,Zac Peterson,,0,0.00,$0,1,0,0%
172,85,Gunner Conklin,,0,0.00,$0,1,0,0%
173,85,Levi Hershberger,,0,0.00,$0,2,0,0%
174,85,Sean Garner,,0,0.00,$0,1,0,0%
175,85,Gabe Wheeler,,0,0.00,$0,1,0,0%
176,85,Chuy Ortega,,0,0.00,$0,1,0,0%
177,85,Cody Nichols,,0,0.00,$0,2,0,0%
178,85,Victor Soares,,0,0.00,$0,1,0,0%
179,85,Joseph Petersheim,,0,0.00,$0,2,0,0%
180,85,Cody Kelley,,0,0.00,$0,1,0,0%
181,85,David Otey,,0,0.00,$0,2,0,0%
182,85,Chance Strong,,0,0.00,$0,1,0,0%
183,85,Cody Dollins,,0,0.00,$0,1,0,0%
184,85,Cole Wagner,,0,0.00,$0,1,0,0%
185,85,Cole Fischer,,0,0.00,$0,1,0,0%
186,85,J.T. Stevens,,0,0.00,$0,1,0,0%
187,85,Lucas Fideles Souza,,0,0.00,$0,1,0,0%
188,85,Reginaldo Da Silva Modesto,,0,0.00,$0,1,0,0%
189,85,Loyd Sisk,,0,0.00,$0,2,0,0%
190,85,Hayden Harris,,0,0.00,$0,1,0,0%
191,85,Coleman Rude,,0,0.00,$0,1,0,0%
192,85,Coleton Greninger,,0,0.00,$0,1,0,0%
193,85,Jake Gardner,,0,0.00,$0,1,0,0%
194,85,Dillon Jacobs,,0,0.00,$0,1,0,0%
195,85,Aaron Pass,,0,81.25,"$1,231",5,2,40%
196,85,Matt Oliver,,0,79.00,$0,7,1,14.29%
197,85,Dylan Howland,,0,78.50,$201,5,1,20%
198,85,Herman Detweiler,,0,82.00,$0,3,1,33.33%
199,85,Blaise Freeman,,0,76.50,$0,1,1,100%
200,85,Riker Carter,,0,85.50,$0,2,1,50%
201,85,Perry Schrock,,0,0.00,$0,8,0,0%
202,85,Mason Ward,,0,0.00,$0,10,0,0%
203,85,Joseph Vazquez,,0,0.00,$0,7,0,0%
204,85,Hunter Baker,,0,0.00,$0,5,0,0%
205,85,Fernando da Conceicao,,0,0.00,$0,4,0,0%
206,85,Daniel dos Santos,,0,0.00,$0,3,0,0%
207,85,Gus Rodriguez Jr.,,0,0.00,$0,3,0,0%
208,85,Dane Doggett,,0,0.00,$0,5,0,0%
209,85,Mike Lee,,0,0.00,$0,2,0,0%
210,85,Zach Valderas,,0,0.00,$0,2,0,0%
211,85,Nic Lica,,0,0.00,"$2,204",2,0,0%
212,85,Cody Loomis,,0,0.00,$0,2,0,0%
213,85,Zach Miles,,0,0.00,$0,3,0,0%
214,85,Zach Laney,,0,0.00,$0,2,0,0%
215,85,Dustin Sanchez,,0,0.00,$0,3,0,0%
216,85,Charlyson Oliveira,,0,0.00,$0,2,0,0%
217,85,Markel Moreno,,0,0.00,$0,2,0,0%
218,85,Isaac Gutierrez,,0,0.00,$0,2,0,0%
219,85,Clancy Hart,,0,0.00,$0,3,0,0%
220,85,Justin McCall,,0,0.00,"$2,204",2,0,0%
221,85,Ray Mayo,,0,0.00,"$2,204",2,0,0%
222,85,Flávio Vinícius da Silva,,0,0.00,$0,1,0,0%
223,85,Matt Allgood,,0,0.00,$0,1,0,0%
224,85,Chris Holmes,,0,0.00,$0,1,0,0%
225,85,Cade Roddy,,0,0.00,$0,1,0,0%
226,85,Holden Murphy,,0,0.00,$0,1,0,0%
227,85,Boddie Carrington,,0,0.00,$0,1,0,0%
228,85,Briar Burns,,0,0.00,$0,1,0,0%
229,85,Dawson Gleaves,,0,0.00,$0,1,0,0%
230,85,Zerrick Ponder,,0,0.00,$0,1,0,0%
231,85,Lane Foster,,0,0.00,$0,1,0,0%
232,85,Austin Gordon,,0,0.00,$0,1,0,0%
233,85,Nathan Hatchel,,0,0.00,$0,1,0,0%
234,85,Myles Emmons,,0,0.00,$0,2,0,0%
235,85,Trevor Zerrusen,,0,0.00,$0,2,0,0%
236,85,Bladimir Rodriguez,,0,0.00,$0,1,0,0%
237,85,Jayde Murphy,,0,0.00,$0,1,0,0%
238,85,Paul Carrales,,0,0.00,$0,1,0,0%
239,85,Dalton Mickey,,0,0.00,$0,1,0,0%
240,85,Kole Bowman,,0,0.00,$0,1,0,0%
241,85,Austin Allred,,0,0.00,$0,1,0,0%
242,85,Brian Shuey,,0,0.00,$0,1,0,0%
243,85,Tracer Croy,,0,0.00,$0,1,0,0%
244,85,Wade Berg,,0,0.00,$0,1,0,0%
245,85,Tyler Rogers,,0,0.00,$0,1,0,0%
246,85,Brandon Christian,,0,0.00,$0,1,0,0%
247,85,Jose Victor da Silva,,0,0.00,$0,1,0,0%
248,85,TJ Schmidt,,0,0.00,$0,1,0,0%
249,85,Manuel Sandoval,,0,0.00,$0,1,0,0%
250,85,Cody Brewer,,0,0.00,$0,1,0,0%
251,85,Dave Mason,,0,0.00,$0,1,0,0%
252,85,Brendon Averett,,0,0.00,$0,2,0,0%
253,85,Marcio Lima,,0,0.00,$0,1,0,0%
254,85,Devin Hutchinson,,0,0.00,$0,1,0,0%
255,85,Cody Miller,,0,0.00,$0,1,0,0%
256,85,Jay Bowen,,0,0.00,$0,1,0,0%
257,85,Quincey McDonald,,0,0.00,$0,1,0,0%
258,85,Trevyn Armstrong,,0,0.00,$0,1,0,0%
259,85,Caleb McMillan,,0,0.00,$0,1,0,0%
260,85,Jaron Hughes,,0,0.00,"$1,000",1,0,0%
261,85,Ryan Estrada,,0,0.00,$0,1,0,0%
262,85,Ueberson Duarte,,0,0.00,$0,1,0,0%
263,85,Clint Connelly,,0,0.00,$0,1,0,0%
264,85,Nick Goncalves,,0,0.00,$0,2,0,0%
265,85,Justin Willis,,0,0.00,$0,1,0,0%
266,85,Jared Avina,,0,0.00,$0,1,0,0%
267,85,Marcus Kimberling,,0,0.00,$0,1,0,0%
268,85,Luis Escobedo,,0,0.00,$0,1,0,0%
269,85,Jay Jenson,,0,0.00,$0,1,0,0%
270,85,Cody Glover,,0,0.00,$0,1,0,0%
271,85,Kade Alberty,,0,0.00,$0,1,0,0%
272,85,Ryan Kornegay,,0,0.00,$0,1,0,0%
273,85,Dakotah Barnett,,0,0.00,$0,1,0,0%
274,85,Cole Ivey,,0,0.00,$0,2,0,0%
275,85,Shane Eads,,0,0.00,$0,1,0,0%
276,85,Wesley Howard,,0,0.00,$0,1,0,0%
277,85,Tyler Brinkley,,0,0.00,$0,2,0,0%
278,85,Bobby Grimes,,0,0.00,$0,1,0,0%
279,85,Tarren Calhoun,,0,0.00,$0,2,0,0%
280,85,Dylan Rice,,0,0.00,$0,2,0,0%
281,85,Leandro Machado,,0,0.00,$0,1,0,0%
