,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
59,60,Bruno Scaranello,,11.33,87.25,"$3,967",7,1,14.29%
60,61,Leandro Machado,,8,86.50,"$2,350",5,1,20%
61,62,Brady Sims,,6.50,85.13,"$7,700",25,2,8%
62,63,Alex Cardozo,,6,87.50,$0,4,1,25%
63,64,Nathan Burtenshaw,,5.50,86.00,"$1,875",4,1,25%
64,64,Valdiron de Oliveira,,5.50,86.75,"$1,103",3,1,33.33%
65,66,Michael Lane,,3,84.50,"$2,200",12,2,16.67%
66,66,Kyle Jones,,3,84.25,"$2,548",7,1,14.29%
67,68,Chase Dougherty,,2.50,86.00,$400,3,1,33.33%
68,69,Jared Parsonage,,0.50,82.00,$600,2,1,50%
69,69,Andre da Cruz de Souza,,0.50,85.75,$400,5,1,20%
70,71,Alan de Souza,,0,70.25,"$1,400",7,3,42.86%
71,71,Rubens Barbosa,,0,76.63,"$4,800",15,2,13.33%
72,71,Scottie Knapp,,0,0.00,"$1,200",6,0,0%
73,71,Koal Livingston,,0,82.75,$600,1,1,100%
74,71,Lawson Nobbs,,0,0.00,$800,5,0,0%
75,71,Cody Campbell,,0,0.00,"$4,100",14,0,0%
76,71,Lindomar Lino,,0,0.00,"$1,500",4,0,0%
77,71,Shay Marks,,0,0.00,$400,3,0,0%
78,71,Grayson Cole,,0,0.00,"$5,100",14,0,0%
79,71,Devon Weaver,,0,0.00,"$2,800",9,0,0%
80,71,Joseph McConnel,,0,0.00,"$2,400",8,0,0%
81,71,Tyler Werner,,0,0.00,$400,4,0,0%
82,71,Troy Wilkinson,,0,0.00,$400,2,0,0%
83,71,Brady Portenier,,0,0.00,"$1,500",2,0,0%
84,71,Romildo Rodrigues,,0,0.00,"$1,500",2,0,0%
85,71,Alex Santana,,0,0.00,$600,1,0,0%
86,71,Venn Johns,,0,0.00,"$1,500",2,0,0%
