,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
92,93,Braden Richardson,,104.50,84.63,"$6,662",20,4,20%
93,94,Aaron Roy,,101,82.06,"$4,226",15,8,53.33%
94,94,Garrett Green,,101,83.38,"$3,538",6,4,66.67%
95,94,Josh Stepp,,101,84.00,"$4,300",8,3,37.50%
96,94,Justin Bates,,101,83.67,"$3,720",13,3,23.08%
97,98,Brennon Eldred,,99.50,86.50,"$6,154",2,2,100%
98,99,Leandro Zampollo,,97,80.75,"$1,121",20,9,45%
99,100,Alvaro Alvarez Aguilar,,96,85.33,"$4,550",7,3,42.86%
100,101,Jake Gardner,,93.50,85.80,"$4,908",12,5,41.67%
101,102,Matt Allgood,,91.50,80.25,"$1,927",22,6,27.27%
102,103,Rylee Ward,,88,84.00,"$5,333",10,2,20%
103,104,Cody Fraser,,85.50,81.13,"$3,626",15,4,26.67%
104,105,Chad Hartman,,85,85.83,"$2,827",16,3,18.75%
105,106,Elton Toledo,,82,82.50,"$3,497",4,4,100%
106,107,Luciano De Castro,,81,87.75,"$11,665",3,2,66.67%
107,108,Stefan Tonita,,79.50,80.86,"$1,388",27,7,25.93%
108,109,Kyle Eaton,,79,84.17,"$3,389",22,3,13.64%
109,109,Brandon Ballard,,79,85.13,"$1,945",19,4,21.05%
110,111,Jerson Arantes,,78.50,80.00,$469,17,8,47.06%
111,112,Weston Davidson,,76.50,81.58,"$3,404",27,6,22.22%
112,113,Maciel Santana,,75,79.06,$427,20,8,40%
113,114,Wyatt Rogers,,74.50,84.63,"$4,695",9,4,44.44%
114,114,Trace Brown,,74.50,83.17,"$2,920",35,3,8.57%
115,116,Thomas Hudson,,74,72.83,"$5,986",18,3,16.67%
116,117,Travis Wimberley,,73,79.25,"$1,652",19,4,21.05%
117,117,Justin Houston,,73,87.00,"$8,339",2,1,50%
118,119,Bryan Titman,,72,76.67,"$3,392",19,3,15.79%
119,120,Colton Burkard,,71.50,84.00,"$4,248",5,3,60%
120,121,Ross Freeman,,69,87.00,"$3,000",9,2,22.22%
121,121,Tyler Craig,,69,80.43,"$2,257",16,7,43.75%
122,121,Cody Hooks,,69,81.00,"$3,433",5,2,40%
123,124,Cole Skender,,68.50,83.17,$689,10,6,60%
124,124,Jate Frost,,68.50,84.33,"$3,641",12,3,25%
125,126,Davi Henrique de Lima,,66,85.67,"$2,847",20,3,15%
126,127,Kade Alberty,,64.50,82.83,"$3,013",15,3,20%
127,128,Kade Madsen,,63,88.50,"$10,000",4,2,50%
128,129,J.T. Moore,,62,87.50,"$4,716",6,2,33.33%
129,130,Deklan Garland,,60.50,86.50,"$4,071",3,2,66.67%
130,131,Braidy Randolph,,59,86.00,"$3,515",3,3,100%
131,131,Alex Junior da Silva,,59,80.17,$640,19,6,31.58%
132,131,Jackson Gray,,59,77.13,"$3,957",19,4,21.05%
133,131,JC Mortensen,,59,84.25,"$6,430",3,2,66.67%
134,131,Joe Alejos,,59,82.50,"$3,402",8,1,12.50%
135,136,Vinell Mariano,,58,85.00,"$1,707",16,2,12.50%
136,136,Mitchel Paton,,58,82.33,"$2,992",11,3,27.27%
137,138,Adilson Junior,,56.50,79.11,$684,20,7,35%
138,139,Adriano Salgado,,56,85.17,"$2,807",7,3,42.86%
139,140,Júlio César da Silva,,55.83,81.80,$831,7,5,71.43%
140,141,Colton Dougherty,,55.50,81.17,"$4,530",10,3,30%
141,142,Caiden Sandilands,,55,85.17,"$3,188",5,3,60%
142,142,Koal Livingston,,55,82.67,"$3,009",4,3,75%
143,144,Sandro Batista,,54,80.67,"$3,151",7,3,42.86%
144,144,Qynn Andersen,,54,83.17,"$3,293",11,3,27.27%
145,146,Brady Fielder,,53,83.17,"$4,717",9,3,33.33%
146,147,Romario Leite,,52.50,79.80,"$2,519",9,5,55.56%
147,148,Zane Hall,,51.50,80.60,"$2,663",19,5,26.32%
148,149,Marcos Felipe Santos Silva,,50.50,82.40,$287,19,5,26.32%
149,150,Vitor de Mello,,50,83.50,"$1,424",12,3,25%
150,151,William Barrows,,49,79.50,"$3,198",8,4,50%
151,151,Justice Forsythe,,49,88.50,"$2,600",10,1,10%
152,151,Paulo Sipriano,,49,79.63,"$1,787",8,4,50%
153,151,Jeffrey Ramagos,,49,81.50,"$1,392",12,3,25%
154,155,Anthony Lyons,,47,75.13,$677,20,4,20%
155,155,Evan Betony,,47,80.00,"$4,440",2,2,100%
156,157,Mike Lee,,46.33,84.25,"$1,149",13,4,30.77%
157,158,Leandro Machado,,46,84.00,"$4,324",4,1,25%
158,158,Sawyer Hill,,46,88.50,"$4,372",5,1,20%
159,160,Darcy McBean,,44.66,81.50,"$1,188",9,3,33.33%
160,161,Rooster McKeeman,,44,83.25,"$2,887",3,2,66.67%
161,162,Vitor Hugo Costa,,43,77.21,$0,19,6,31.58%
162,163,Kelsey Pavlou,,41.50,84.00,"$4,448",7,2,28.57%
163,163,Chason Brookshire,,41.50,84.50,$931,2,2,100%
164,165,Marco Juarez,,41,79.75,"$4,107",4,2,50%
165,166,Allan Dias,,40,74.30,$221,7,5,71.43%
166,167,Weston Hartman,,39.50,87.00,"$3,295",11,1,9.09%
167,167,Levi Gray,,39.50,86.00,"$1,808",14,2,14.29%
168,169,Lachlan Slade,,39,84.25,"$3,526",16,2,12.50%
169,170,Jake Maher,,38,81.25,"$2,066",17,3,17.65%
170,171,Brock Radford,,36.50,77.50,$773,8,2,25%
171,171,Cole Wagner,,36.50,83.00,"$2,597",7,2,28.57%
172,173,Lucas Divino,,36,87.00,"$2,593",2,1,50%
173,174,Marshall Adkins,,35,81.83,$952,7,3,42.86%
174,175,Quentin Vaught,,34,86.00,"$1,220",14,1,7.14%
175,175,Lane Mellers,,34,80.17,"$1,938",18,3,16.67%
176,175,Bryn Francis,,34,82.83,"$1,301",15,3,20%
177,178,Nathan Hatchel,,33,86.00,"$3,968",3,1,33.33%
178,178,Paulo dos Santos,,33,79.67,$616,7,3,42.86%
179,180,Eduardo de Oliveira,,32.33,68.25,"$1,092",11,2,18.18%
180,181,Alex Jenks,,32,85.00,$200,26,2,7.69%
181,181,Silveira Moreira,,32,87.25,$717,5,2,40%
182,183,Beau Caplinger,,31,78.00,$840,13,2,15.38%
183,183,João Augusto Cezere,,31,82.50,"$1,101",10,2,20%
184,183,Eder Lopes Fernandes,,31,86.63,$745,4,2,50%
185,186,James Stockdale,,30.50,79.38,"$1,755",12,4,33.33%
186,187,Caden Bunch,,30,82.67,$0,7,3,42.86%
187,187,Toby Collins,,30,82.50,$949,7,1,14.29%
188,189,Ezekiel Mitchell,,29,88.00,"$1,160",4,1,25%
189,189,Francisco Garcia Torres,,29,82.75,$430,10,2,20%
190,191,Carlos Gomes Junior,,28,64.25,$700,21,2,9.52%
191,191,Alisson De Souza,,28,86.63,$589,9,2,22.22%
192,191,Vinicius de Oliveira,,28,85.75,$437,5,2,40%
193,191,Wyatt Covington,,28,78.00,"$1,933",9,1,11.11%
194,195,João Henrique Lucas,,27.50,78.50,$552,7,3,42.86%
195,195,Paulo Ferreira Lima,,27.50,83.25,$140,6,2,33.33%
196,195,Fabian Dueck,,27.50,79.00,"$1,182",6,3,50%
197,198,Douglas Lino de Souza,,26,88.00,"$1,626",10,1,10%
198,198,Will Purcell,,26,85.50,"$2,634",3,1,33.33%
199,198,Jono Couling,,26,76.00,"$1,856",21,2,9.52%
200,198,Adriano Neves dos Santos,,26,85.00,$532,5,2,40%
201,198,Trevor Taghon,,26,86.00,"$1,955",11,1,9.09%
202,198,Jake Roddy,,26,88.50,"$1,545",2,1,50%
203,204,Kobe Whitford,,25.50,83.25,"$1,206",5,2,40%
204,205,Bennie Shetler,,25.16,84.50,$920,21,1,4.76%
205,206,Adauto Ribeiro,,25,85.38,$156,3,2,66.67%
206,207,Thor Hoefer II,,24,82.50,$280,9,2,22.22%
207,207,Bruno Roberto,,24,87.00,$348,10,2,20%
208,207,Carlos Moura,,24,79.50,$381,3,2,66.67%
209,210,Hunter Kelly,,23,83.50,"$2,076",5,1,20%
210,211,Eli Vastbinder,,22,87.00,"$3,326",4,1,25%
211,211,Emerson Lopes,,22,82.50,$276,5,2,40%
212,211,Alessandro Machado,,22,75.08,$421,6,3,50%
213,211,Eikson Pereira,,22,82.88,$156,3,2,66.67%
214,215,Cleber Henrique Marques,,21.50,81.50,$241,4,2,50%
215,215,Jackson Field,,21.50,76.50,$71,19,2,10.53%
216,215,Dakota Hill,,21.50,86.00,"$1,676",2,1,50%
217,218,Jordan Hansen,,20.50,86.00,$386,3,1,33.33%
218,219,Marcus Mast,,20,86.50,"$1,370",3,1,33.33%
219,219,Emilio Resende,,20,86.50,"$1,381",4,1,25%
220,219,Felipe Ruberti Pessoa,,20,84.00,$0,9,2,22.22%
221,219,Miguel de Jesus,,20,80.75,$59,3,2,66.67%
222,223,Clay Hall,,19.50,77.50,$228,5,2,40%
223,223,Tim Lipsett,,19.50,83.50,$190,5,1,20%
224,225,Beau Willis,,19,82.00,$0,12,2,16.67%
225,226,Francisco Morales,,18,85.00,$350,7,1,14.29%
226,226,Robbie Taylor Jr.,,18,86.50,"$1,398",4,1,25%
227,226,Dawson Gleaves,,18,84.50,"$1,275",2,1,50%
228,229,Santiago Castellanos,,17.50,85.50,$300,10,1,10%
229,230,Cladson Rodolfo,,17,83.00,$17,4,2,50%
230,230,Carter Sahli,,17,79.00,$833,4,2,50%
231,230,Renan Almeida,,17,82.00,$720,6,1,16.67%
232,230,José Artur Guedes,,17,80.38,$0,3,2,66.67%
233,230,Bryan Green,,17,83.00,"$1,138",3,1,33.33%
234,230,Dakota Slade,,17,83.00,$851,3,1,33.33%
235,236,Jack Keats,,16.50,79.50,$273,17,1,5.88%
236,236,JaCauy Hale,,16.50,82.00,"$1,185",2,1,50%
237,238,Cauy Schmidt,,16,82.00,$0,2,1,50%
238,238,Dantey Eldridge,,16,84.00,$721,3,1,33.33%
239,238,Willian Bueno de Oliveira,,16,88.50,$280,3,1,33.33%
240,238,Luiz Felipe Rolim,,16,71.00,$0,3,2,66.67%
241,238,Albert Lebaron,,16,82.00,$659,4,1,25%
242,243,João Paulo Fernandes,,15,84.00,$0,12,1,8.33%
243,243,Storm Howard,,15,81.25,$0,16,2,12.50%
244,243,Keaton Martz,,15,73.75,"$1,072",9,2,22.22%
245,243,Tyson Smith,,15,81.50,$920,11,1,9.09%
246,243,Laramie Craigen,,15,82.00,$552,5,1,20%
247,243,Kaiden Loud,,15,83.00,$576,2,1,50%
248,249,Jaquez Antonio,,14,79.50,$644,8,1,12.50%
249,249,Alex Koberstein,,14,79.50,$644,9,1,11.11%
250,249,Hayden Harris,,14,86.00,$511,8,1,12.50%
251,249,Cole Young,,14,81.00,$0,6,1,16.67%
252,249,Dugan Black,,14,80.00,$514,5,1,20%
253,249,Bobby Welch III,,14,84.00,$354,8,1,12.50%
254,249,Antonio Frederico Calcagni,,14,86.75,$217,5,1,20%
255,256,Jett Lambert,,13.50,82.50,$0,7,1,14.29%
256,256,Seth White,,13.50,85.00,$0,2,1,50%
257,258,Chris Borghero,,13,81.00,$663,10,1,10%
258,258,Robson Aragão,,13,84.00,$357,6,1,16.67%
259,258,Alonson Esquivias Alcala,,13,84.50,$279,4,1,25%
260,258,Chance Strong,,13,74.50,$460,5,1,20%
261,262,Troy Wilkinson,,12.50,82.50,$604,9,1,11.11%
262,263,Lane Nobles,,12,84.50,$262,2,1,50%
263,263,Reed Duncan,,12,82.00,$429,5,1,20%
264,263,Kendel Archie,,12,81.50,$0,5,1,20%
265,263,Riley Eade,,12,79.50,$324,5,1,20%
266,267,Oscar Leake,,11.50,82.50,$363,6,1,16.67%
267,267,Ayden Dale,,11.50,83.50,$221,3,1,33.33%
268,269,Rodrigo Melgar,,11,81.50,$176,3,1,33.33%
269,269,Boogie Marquez,,11,83.00,$175,3,1,33.33%
270,269,Lachlan Burgess,,11,77.50,$0,18,1,5.56%
271,269,Colton Schneiderman,,11,78.00,$460,5,1,20%
272,269,Zack Heimann,,11,82.50,$151,4,1,25%
273,269,Wyatt Betony,,11,79.00,$386,2,1,50%
274,269,Alan de Souza,,11,83.00,$175,2,1,50%
275,276,Joao Paulo Moreira,,10.50,85.00,$31,6,1,16.67%
276,277,Jesse Petri,,10,82.50,$0,2,1,50%
277,277,Bob Mitchell,,10,83.00,$0,1,1,100%
278,277,Eduardo S. Carvalho,,10,85.25,$24,4,1,25%
279,277,Alex Junior Belchior Silva,,10,80.75,$0,4,1,25%
280,281,Fraser Babbington,,9.50,84.00,$0,5,1,20%
281,282,Cody Casper,,9,85.00,$0,10,1,10%
282,282,Alecio Ferreira da Costa,,9,83.50,$0,11,1,9.09%
283,282,Cody Teel,,9,81.00,$0,2,1,50%
284,282,Romário Faustino de Oliveira,,9,83.50,$0,6,1,16.67%
285,282,Marcos Rogério Ferreira,,9,86.50,$0,9,1,11.11%
286,282,Bruno de Souza,,9,72.00,$0,4,1,25%
287,282,José Edson da Silva Jr.,,9,84.00,$17,4,1,25%
288,289,Jake Goodson,,8.33,83.50,$0,13,1,7.69%
289,290,Perry Schrock,,8,81.00,$0,13,1,7.69%
290,291,Gage Gay,,7,79.00,$0,6,1,16.67%
291,291,Boudreaux Campbell,,7,77.00,$0,3,1,33.33%
292,291,Case Patterson,,7,78.50,$0,2,1,50%
293,294,Edgardo Figueroa,,6,79.00,$335,14,1,7.14%
294,295,Ruger Piva,,4,79.00,$0,5,1,20%
295,296,Jhonny Klesse,,3,76.50,$177,3,1,33.33%
296,296,Elijah Monnett,,3,63.00,$257,6,1,16.67%
297,298,Grady Smeltzer,,2,72.00,$0,2,1,50%
298,299,Keyshawn Whitehorse,,0,0.00,$0,1,0,0%
299,299,Daylon Swearingen,,0,0.00,$150,2,0,0%
300,299,Wellington Ferreira,,0,0.00,$0,3,0,0%
301,299,Bruin Bradshaw,,0,0.00,$0,3,0,0%
302,299,Junior Patrik Souza,,0,0.00,$0,2,0,0%
303,299,Callum Miller,,0,0.00,$0,4,0,0%
304,299,Vitor Crespo,,0,0.00,$0,1,0,0%
305,299,Daniel Keeping,,0,0.00,$0,1,0,0%
306,299,Robson Guedes,,0,0.00,$0,6,0,0%
307,299,Micheal Ostashek,,0,0.00,$0,5,0,0%
308,299,Paulo Souza,,0,0.00,$0,11,0,0%
309,299,Dalton Davis,,0,0.00,$0,2,0,0%
310,299,Kevin Wickey,,0,0.00,$0,1,0,0%
311,299,Dakota Louis,,0,0.00,$0,2,0,0%
312,299,Dayer Da Costa,,0,70.00,$0,4,1,25%
313,299,Dalton Krantz,,0,0.00,$0,4,0,0%
314,299,Mauricio Pares Pinto,,0,0.00,$0,1,0,0%
315,299,Keshon Johnson,,0,0.00,$0,1,0,0%
316,299,Lane Nelson,,0,0.00,$0,7,0,0%
317,299,Felipe Nogueira,,0,0.00,$0,5,0,0%
318,299,Ben Moran,,0,0.00,$0,8,0,0%
319,299,Ricky Aguiar,,0,0.00,$0,2,0,0%
320,299,Wyatt Moulton,,0,0.00,$0,5,0,0%
321,299,Wallace Vieira de Oliveira,,0,0.00,$0,2,0,0%
322,299,Briggs Madsen,,0,0.00,$0,3,0,0%
323,299,Jason Landing,,0,0.00,$0,4,0,0%
324,299,Sage Vance,,0,0.00,$0,2,0,0%
325,299,Jay Borghero,,0,0.00,$0,2,0,0%
326,299,Braith Nock,,0,0.00,$0,3,0,0%
327,299,Noah Thompson,,0,0.00,$0,6,0,0%
328,299,Cimarron Rucker,,0,0.00,$0,1,0,0%
329,299,Clint Glass,,0,0.00,$0,3,0,0%
330,299,Mason Ward,,0,0.00,$0,11,0,0%
331,299,Kase Hitt,,0,0.00,$0,3,0,0%
332,299,Landon Schmidt,,0,0.00,$0,3,0,0%
333,299,Cody Jesus,,0,0.00,$0,1,0,0%
334,299,Lindomar Lino,,0,0.00,$0,1,0,0%
335,299,Tell Jacobs,,0,0.00,$0,1,0,0%
336,299,Bradley Wheeler,,0,0.00,$0,5,0,0%
337,299,Taran Chirgwin,,0,0.00,$0,2,0,0%
338,299,Eder Barbosa,,0,0.00,$0,12,0,0%
339,299,Philippi Braga,,0,0.00,$0,8,0,0%
340,299,Michael Smith,,0,0.00,$0,5,0,0%
341,299,Pablo Assuncao,,0,0.00,$0,4,0,0%
342,299,Matt Triplett,,0,0.00,$0,1,0,0%
343,299,Karson Turel,,0,0.00,$0,3,0,0%
344,299,João Paulo da Silva,,0,0.00,$0,2,0,0%
345,299,Eli Necochea,,0,72.00,$0,5,1,20%
346,299,Anthony Hopen,,0,0.00,$0,16,0,0%
347,299,Colt Robinson,,0,0.00,$0,15,0,0%
348,299,Quinten Panarra,,0,0.00,$0,8,0,0%
349,299,Dan Ruhland,,0,0.00,$0,15,0,0%
350,299,Toby Leake,,0,0.00,$0,11,0,0%
351,299,Jared Avina,,0,0.00,$0,10,0,0%
352,299,Eli Byler,,0,0.00,$0,8,0,0%
353,299,Blaine Logg,,0,0.00,$0,5,0,0%
354,299,Paulo Maciel Neto,,0,0.00,$0,5,0,0%
355,299,Marcelo De Souza Dias Junior,,0,0.00,$0,5,0,0%
356,299,Austin Beaty,,0,0.00,$0,9,0,0%
357,299,River Stephenson,,0,0.00,$0,5,0,0%
358,299,Eli Miller,,0,0.00,$0,6,0,0%
359,299,Gabe Jacques,,0,0.00,$0,5,0,0%
360,299,Joe Down,,0,0.00,$0,9,0,0%
361,299,Bruno Jose Barros,,0,0.00,$0,5,0,0%
362,299,Andy Valdez,,0,0.00,$0,5,0,0%
363,299,Brumby Brandenburg,,0,0.00,$0,8,0,0%
364,299,Austin Perkins,,0,0.00,$0,6,0,0%
365,299,Luis Tinoco,,0,0.00,$0,5,0,0%
366,299,Chance Thomas,,0,0.00,$0,5,0,0%
367,299,Jace Catlin,,0,0.00,$0,3,0,0%
368,299,Venn Johns,,0,0.00,$0,3,0,0%
369,299,Trey Thomas,,0,0.00,$0,5,0,0%
370,299,Collin Williams,,0,0.00,$0,4,0,0%
371,299,Brody Woodard,,0,0.00,$0,6,0,0%
372,299,Kane Taylor,,0,0.00,$0,4,0,0%
373,299,William Wright,,0,0.00,$0,5,0,0%
374,299,Joseph Vazquez,,0,0.00,$0,3,0,0%
375,299,Charlyson Oliveira,,0,0.00,$0,3,0,0%
376,299,Dillon Whitesel,,0,0.00,$0,4,0,0%
377,299,Bladimir Rodriguez,,0,0.00,$0,2,0,0%
378,299,Manuel Sandoval,,0,0.00,$0,3,0,0%
379,299,Tyson Salmon,,0,0.00,$0,6,0,0%
380,299,Caleb McCaslin,,0,0.00,$0,2,0,0%
381,299,Tristen Marshall,,0,0.00,$0,5,0,0%
382,299,Nick Cutlip,,0,0.00,$0,5,0,0%
383,299,JN Bennett,,0,0.00,$0,3,0,0%
384,299,Ueberson Duarte,,0,0.00,$0,4,0,0%
385,299,Jesse Tillman,,0,0.00,$0,2,0,0%
386,299,Osman Alvarez,,0,0.00,$0,2,0,0%
387,299,Garrett Remington,,0,0.00,$0,2,0,0%
388,299,Fernando da Conceicao,,0,0.00,$0,3,0,0%
389,299,Wesley Goncalves,,0,0.00,$0,4,0,0%
390,299,Bub Steele,,0,0.00,$0,3,0,0%
391,299,Trevin Bundy,,0,0.00,$0,3,0,0%
392,299,Gabriel Thiago Da Silva,,0,0.00,$0,5,0,0%
393,299,Nate Hoey,,0,0.00,$0,1,0,0%
394,299,Andy Guzman,,0,0.00,$0,1,0,0%
395,299,Rovilson Pereira,,0,0.00,$0,2,0,0%
396,299,Marcus Brubacker,,0,0.00,$0,2,0,0%
397,299,Zachary Sutmiller,,0,0.00,$0,1,0,0%
398,299,Clay Gordon,,0,0.00,$0,1,0,0%
399,299,Adrian Stackhouse,,0,0.00,$0,1,0,0%
400,299,Billy Stephenson,,0,0.00,$0,1,0,0%
401,299,Steven Carter,,0,0.00,$0,2,0,0%
402,299,Wyatt Milgate,,0,0.00,$0,1,0,0%
403,299,Coy Havely,,0,0.00,$0,1,0,0%
404,299,Italo Aguilar,,0,0.00,$0,2,0,0%
405,299,Joey Buckingham,,0,0.00,$0,2,0,0%
406,299,Michael Hough,,0,0.00,$0,1,0,0%
407,299,Lucas Phipps,,0,0.00,$0,1,0,0%
408,299,Winston Lopez,,0,0.00,$0,1,0,0%
409,299,Jacob Ramirez,,0,0.00,$0,1,0,0%
410,299,Will Loomis,,0,0.00,$0,1,0,0%
411,299,Cody Nance,,0,0.00,$0,1,0,0%
412,299,Dustin Ratchford,,0,0.00,$0,2,0,0%
413,299,Loyd Sisk,,0,0.00,$0,1,0,0%
414,299,Eric O'Flynn,,0,0.00,$0,1,0,0%
415,299,Elijah Gordon,,0,0.00,$0,1,0,0%
416,299,Amir Beardsley,,0,0.00,$0,1,0,0%
417,299,Toby Hale,,0,0.00,$0,2,0,0%
418,299,Iago Santos,,0,0.00,$0,2,0,0%
419,299,Odey Tom,,0,0.00,$0,2,0,0%
420,299,Vitor Cassio de Assis,,0,0.00,$0,4,0,0%
421,299,Vitor Malostti da Silva,,0,0.00,$0,2,0,0%
422,299,Ayslan Jeferson,,0,0.00,$0,3,0,0%
423,299,Cesar Talamantes,,0,0.00,$0,1,0,0%
424,299,Corey Dryden,,0,0.00,$0,1,0,0%
