,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
0,1,Macaulie Leather,,"1,080.33",83.82,"$171,808",65,37,56.92%
1,2,Aaron Kleier,,746.16,84.55,"$84,048",55,29,52.73%
2,3,Sam Woodall,,556.49,85.73,"$55,434",44,20,45.45%
3,4,Kurt Shephard,,534,82.61,"$40,735",46,22,47.83%
4,5,Cody Heffernan,,467,85.19,"$40,939",36,18,50%
5,6,Lachlan Richardson,,447.83,82.55,"$39,764",46,20,43.48%
6,7,Brady Fielder,,391.83,84.16,"$37,598",17,8,47.06%
7,8,Donnie Rutherfurd,,366,85.70,"$39,450",11,5,45.45%
8,9,Kelsey Pavlou,,288.83,82.70,"$27,250",44,15,34.09%
9,10,Mitchel Paton,,252,82.65,"$14,185",29,10,34.48%
10,11,Jake Curr,,249,83.08,"$15,486",27,12,44.44%
11,12,Zane Hall,,209.50,81.38,"$12,645",48,14,29.17%
12,13,Jackson Gray,,207.83,81.30,"$17,929",33,10,30.30%
13,14,Bryn Francis,,188.50,82.61,"$9,390",41,9,21.95%
14,15,Kyle Hall,,169,82.50,"$8,285",31,7,22.58%
15,16,Bruno Roberto,,168.50,83.97,"$10,365",26,9,34.62%
16,17,Clint Glass,,168.16,81.36,"$9,553",12,7,58.33%
17,18,Caiden Sandilands,,152,84.61,"$10,001",21,7,33.33%
18,19,James Stockdale,,136,81.50,"$9,643",32,8,25%
19,20,JC Davis,,127.50,82.04,"$5,147",15,6,40%
20,21,Romario Leite,,125,82.22,"$7,606",27,9,33.33%
21,22,Fraser Babbington,,124.50,83.08,"$7,937",21,6,28.57%
22,23,Trefor Sproule,,107,81.00,"$7,320",20,5,25%
23,24,Qynn Andersen,,96,84.38,"$5,900",5,2,40%
24,25,Rylee Ward,,88,84.00,"$7,945",20,2,10%
25,26,Lane Mellers,,78.50,80.42,"$6,136",28,6,21.43%
26,27,Will Purcell,,55,84.00,"$2,610",8,2,25%
27,27,Tyson Smith,,55,81.25,"$2,575",24,2,8.33%
28,29,Jack Keats,,51.50,79.25,"$3,237",35,4,11.43%
29,30,Darcy McBean,,44.66,81.50,"$1,755",14,3,21.43%
30,31,Philippi Braga,,41,82.33,"$2,560",22,3,13.64%
31,32,Thomas Hudson,,38,84.00,"$2,490",16,1,6.25%
32,33,Beau Willis,,33,83.17,"$1,305",22,3,13.64%
33,34,Toby Collins,,30,82.50,"$1,410",7,1,14.29%
34,35,Clay Hall,,26.50,76.50,$338,10,3,30%
35,36,Riley Eade,,24.50,79.50,$480,14,3,21.43%
36,37,Jackson Field,,22.50,75.67,$105,41,3,7.32%
37,38,Dan Ruhland,,18.33,81.00,$750,27,1,3.70%
38,39,Toby Leake,,17,81.50,$175,12,1,8.33%
39,40,Troy Wilkinson,,12.50,82.50,$875,9,1,11.11%
40,41,Brody Woodard,,11.50,84.50,$690,16,1,6.25%
41,41,Oscar Leake,,11.50,82.50,$525,4,1,25%
42,43,Lachlan Burgess,,11,77.50,$0,19,1,5.26%
43,44,Italo Aguilar,,10,77.00,$0,13,2,15.38%
44,45,Darryl McPherson,,9,78.50,$0,14,1,7.14%
45,45,Isaac Leclair,,9,79.50,$0,7,1,14.29%
46,47,Braith Nock,,0,0.00,$0,1,0,0%
47,47,Lachlan Slade,,0,0.00,$0,11,0,0%
48,47,Michael Smith,,0,0.00,$0,5,0,0%
49,47,Brumby Brandenburg,,0,0.00,$0,25,0,0%
50,47,Ben Moran,,0,0.00,$0,8,0,0%
51,47,Bailey Woodard,,0,0.00,$0,2,0,0%
52,47,Jono Couling,,0,0.00,$0,26,0,0%
53,47,Chris Borghero,,0,0.00,$0,5,0,0%
54,47,Bradley Wheeler,,0,0.00,$0,3,0,0%
55,47,Wyatt Milgate,,0,0.00,$0,1,0,0%
56,47,Joe Down,,0,0.00,$0,17,0,0%
57,47,Tylah Wilson,,0,0.00,$0,2,0,0%
58,47,Cameron Southern,,0,0.00,$0,3,0,0%
59,47,JN Bennett,,0,0.00,$0,1,0,0%
60,47,Toby Hale,,0,0.00,$0,2,0,0%
61,47,Joey Buckingham,,0,0.00,$0,2,0,0%
62,47,Jackson Adams,,0,77.00,$908,1,1,100%
63,47,Bailee Selten,,0,72.00,$743,1,1,100%
64,47,Matt Hollis,,0,0.00,$0,13,0,0%
65,47,Jake Bowen,,0,0.00,$0,11,0,0%
66,47,Leith Malone,,0,0.00,$0,10,0,0%
67,47,Jack Cleaver,,0,0.00,$0,8,0,0%
68,47,Lijah Leather,,0,0.00,$0,7,0,0%
69,47,Josh Birks,,0,0.00,$0,5,0,0%
70,47,Josh Alexander,,0,0.00,$0,6,0,0%
71,47,Cody Williams,,0,0.00,$0,5,0,0%
72,47,Patrick Hart,,0,0.00,$0,2,0,0%
73,47,Thomas Everson,,0,0.00,$0,4,0,0%
74,47,Robbie Lynch,,0,0.00,$0,3,0,0%
75,47,Ben Bode,,0,0.00,$0,3,0,0%
76,47,Roy Hester,,0,0.00,$0,3,0,0%
77,47,Darcy Harrison,,0,0.00,$0,4,0,0%
78,47,Danny Worth,,0,0.00,$0,1,0,0%
79,47,Jack Watt,,0,0.00,$0,2,0,0%
80,47,Joel Kraut,,0,0.00,$0,2,0,0%
81,47,Zane Trotter,,0,0.00,$0,2,0,0%
82,47,Cameron Holley,,0,0.00,$0,2,0,0%
83,47,William Dougan,,0,0.00,$0,1,0,0%
84,47,James Fels,,0,0.00,$0,2,0,0%
