,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
56,56,Trace Redd,,227,82.50,"$13,809",24,8,33.33%
57,58,Blake Smith,,225.50,82.67,"$15,625",32,9,28.13%
58,59,Jaxton Mortensen,,224,78.08,"$28,101",18,6,33.33%
59,60,Cole Brewer,,222.50,82.27,"$14,270",50,13,26%
60,61,Guilherme Valleiras,,221.50,83.91,"$12,253",31,11,35.48%
61,62,Daniel Feitosa,,221,84.28,"$2,460",13,10,76.92%
62,63,Cort McFadden,,218,83.77,"$10,965",28,11,39.29%
63,64,Brandon Chambers,,216.50,78.56,"$16,168",49,8,16.33%
64,65,Kurt Shephard,,209,83.29,"$9,350",27,12,44.44%
65,66,Lucas Junio da Silveira,,208.50,81.69,"$1,690",49,22,44.90%
66,67,Braidy Randolph,,204.50,84.50,"$11,085",14,9,64.29%
67,68,Cleber Henrique Marques,,198.50,83.71,"$2,459",22,14,63.64%
68,69,Ezekiel Mitchell,,193,86.46,"$9,992",13,7,53.85%
69,70,Chase Dougherty,,187.50,83.81,"$10,417",21,8,38.10%
70,71,Everton Natan da Silva,,186.50,85.90,"$8,597",7,5,71.43%
71,72,Mauricio Gulla Moreira,,186,87.00,"$4,666",23,8,34.78%
72,73,Daniel Keeping,,184.50,84.56,"$10,577",16,8,50%
73,74,Paulo Eduardo Rossetto,,183.50,83.25,"$6,234",34,12,35.29%
74,75,Elijah Mora,,178,78.85,"$9,858",52,10,19.23%
75,76,Levi Gray,,174,87.50,"$13,034",10,2,20%
76,77,Emerson Lopes,,168.83,81.18,"$1,450",29,15,51.72%
77,78,Clint Glass,,168.16,81.36,"$6,303",11,7,63.64%
78,79,Luiz Americo P. Silva,,167.50,79.51,"$3,829",46,17,36.96%
79,80,Brock Radford,,166.50,80.72,"$6,855",29,9,31.03%
80,81,Jared Parsonage,,163,84.75,"$6,820",8,4,50%
81,82,Briggs Madsen,,160.50,79.92,"$9,416",18,6,33.33%
82,83,Elizmar Jeremias,,158,83.83,"$9,329",28,6,21.43%
83,84,Jake Gardner,,151.50,84.00,"$6,622",18,7,38.89%
84,85,Zane Cook,,151.33,80.50,"$9,630",22,4,18.18%
85,86,Jackson Gray,,148.83,84.08,"$8,006",13,6,46.15%
86,87,Thiago Salgado,,145,86.69,"$6,975",12,4,33.33%
87,88,Callum Miller,,143,79.25,"$9,401",58,10,17.24%
88,89,Dustin Herman,,139,77.80,"$7,901",39,5,12.82%
89,90,Douglas Lino de Souza,,136,82.88,"$7,653",24,4,16.67%
90,91,Cody Heffernan,,135.50,83.94,"$7,763",16,8,50%
91,92,Allan Dias,,134.50,83.45,"$2,069",20,11,55%
92,92,Alvaro Ariel,,134.50,83.79,"$6,704",26,7,26.92%
93,94,Jeferson Morais,,134,77.75,"$1,751",25,13,52%
94,95,Kelsey Pavlou,,131.33,81.77,"$7,924",43,11,25.58%
95,96,Dawson Branton,,129,81.70,"$6,897",8,5,62.50%
96,96,Weston Davidson,,129,78.80,"$7,064",47,5,10.64%
97,98,Kaiden Loud,,127.33,82.75,"$6,207",15,4,26.67%
98,99,Cauy Schmidt,,126.33,83.00,"$5,826",35,9,25.71%
99,100,Joe Alejos,,125.66,84.63,"$6,956",12,4,33.33%
100,101,Trace Brown,,124.66,84.20,"$6,624",46,5,10.87%
101,102,Tyler Manor,,124,81.00,"$7,260",6,2,33.33%
102,103,Kyle Hall,,122,82.10,"$3,914",14,5,35.71%
103,104,Jordans Jordão Jr.,,121.50,86.00,"$2,047",16,9,56.25%
104,105,Wingson Henrique da Silva,,121,72.33,"$5,700",8,3,37.50%
105,106,Andrew Alvidrez,,120,85.10,"$8,120",15,5,33.33%
106,106,Lucas Martins Costa,,120,82.55,"$2,201",24,11,45.83%
107,108,Rafael dos Santos,,119,87.25,"$8,767",14,4,28.57%
108,109,Jeferson Silva,,117,82.00,"$6,884",6,2,33.33%
109,110,Jake Dunham,,116,82.83,"$7,614",29,6,20.69%
110,111,Cody Fraser,,115,83.88,"$5,715",29,4,13.79%
111,112,Romário Faustino de Oliveira,,114.50,84.13,"$1,725",13,6,46.15%
112,113,Deklan Garland,,111,84.75,"$11,750",4,2,50%
113,114,Claudio Montanha Jr.,,109.50,86.63,"$1,560",13,6,46.15%
114,115,Dylan Smith,,109,83.00,"$5,057",23,3,13.04%
115,116,Colten Fritzlan,,108.50,85.25,"$6,981",8,4,50%
116,117,Eli Byler,,107,82.75,"$5,876",8,2,25%
117,118,Zane Hall,,106,81.36,"$4,625",34,7,20.59%
118,119,James Stockdale,,105.50,83.63,"$4,742",12,4,33.33%
119,119,William Barrows,,105.50,84.50,"$4,180",12,3,25%
120,121,Gage Gay,,104.50,84.00,"$3,863",24,7,29.17%
121,122,Griffin Smeltzer,,102,85.13,"$8,038",13,4,30.77%
122,123,Zeke Martinez,,98.50,83.50,"$5,703",7,4,57.14%
123,124,Wellington Ferreira,,98.33,84.10,"$7,194",13,5,38.46%
124,125,Qynn Andersen,,95,86.17,"$7,281",11,3,27.27%
125,126,Michael Lane,,94.50,86.33,"$12,625",12,3,25%
126,126,Mitchel Paton,,94.50,82.75,"$3,358",10,4,40%
127,128,Leandro Machado,,94,83.25,"$4,355",14,4,28.57%
128,129,Chase Outlaw,,90,84.63,"$6,075",9,4,44.44%
129,130,Bill Henry,,89,80.30,"$4,177",21,5,23.81%
130,131,Romario Leite,,88.50,81.50,"$2,877",19,7,36.84%
131,132,Carlos Garcia,,88,86.00,"$5,492",8,1,12.50%
132,133,Austin Richardson,,87,89.17,$848,8,3,37.50%
133,134,Arthur Antonialle,,86,79.57,$944,15,7,46.67%
134,135,Fabian Dueck,,83.50,83.25,"$4,787",17,2,11.76%
135,135,Michael Phillips,,83.50,82.00,"$4,748",29,3,10.34%
136,137,Bruno Roberto,,82.50,84.00,"$3,231",18,7,38.89%
137,138,Robson Guedes,,82,83.88,"$4,405",19,4,21.05%
138,139,Boudreaux Campbell,,81,83.70,"$3,824",14,5,35.71%
139,139,Cody McCandless,,81,86.00,"$7,960",8,1,12.50%
140,139,Fraser Babbington,,81,82.13,"$3,186",12,4,33.33%
141,142,Adriano Salgado,,75,84.40,"$2,614",8,5,62.50%
142,143,Lorenzo Lopez,,74,77.50,"$3,739",9,4,44.44%
143,144,Marcelo Procopio Pereira,,73.66,84.63,"$3,189",14,4,28.57%
144,145,Alecio Ferreira da Costa,,71,86.50,"$3,045",16,2,12.50%
145,145,Caic Cassio Carvalho,,71,85.58,"$5,108",4,3,75%
146,147,JC Davis,,69.50,82.13,"$1,978",7,4,57.14%
147,148,Ednélio Rodrigues,,69,81.17,"$3,328",6,3,50%
148,149,Manoelito de Souza Junior,,68.50,82.60,"$2,237",11,5,45.45%
149,150,Jesse Petri,,68,81.90,"$2,869",15,5,33.33%
150,151,Wyatt Covington,,67,81.25,"$5,850",6,2,33.33%
151,152,Bryn Francis,,66.50,82.67,"$2,210",19,3,15.79%
152,153,Wyatt Nez,,65.83,83.50,"$3,237",8,2,25%
153,154,Josh Frost,,64,84.00,"$7,000",1,1,100%
154,155,Andy Bohl,,63.50,82.17,"$3,082",24,3,12.50%
155,156,Dakota Warnken,,63,84.17,"$1,936",14,3,21.43%
156,157,Dalton Rudman,,62,82.00,"$1,382",22,5,22.73%
157,157,Cole Trivette,,62,79.33,"$2,421",11,3,27.27%
158,159,João Paulo de Morais,,60,82.63,"$2,249",7,4,57.14%
159,160,Jailson da Silva,,58.83,85.31,$320,8,4,50%
160,161,Vitor Cassio de Assis,,58,77.39,$249,12,7,58.33%
161,162,Carlos Gomes Junior,,57.50,86.50,"$4,086",16,2,12.50%
162,162,Trent Nugent,,57.50,85.75,"$2,700",12,2,16.67%
163,162,Daniel Pereira,,57.50,84.30,$151,12,5,41.67%
164,165,Italo Rodrigues,,57,76.90,"$1,208",5,5,100%
165,166,Julio Cesar Marques,,56.33,84.00,"$1,752",9,4,44.44%
166,167,Will Purcell,,55,84.00,"$1,754",8,2,25%
167,167,Tyson Smith,,55,81.25,"$1,724",9,2,22.22%
168,169,Mateus Fabricio,,54,83.00,"$4,617",2,1,50%
169,170,Travis Wimberley,,53,76.75,"$2,939",12,2,16.67%
170,171,Marcelo De Souza Dias Junior,,52,82.50,"$2,245",9,2,22.22%
171,172,Caiden Sandilands,,51.50,85.75,"$2,023",13,2,15.38%
172,173,Jake Curr,,51,83.38,"$2,146",8,4,50%
173,174,Tristan O'Neal,,46,85.50,"$4,603",7,1,14.29%
174,174,Dustin Ratchford,,46,85.00,"$5,193",11,1,9.09%
175,174,Elijah Monnett,,46,73.50,"$2,000",4,2,50%
176,174,Sebastian Jackson,,46,80.00,"$10,000",4,2,50%
177,174,JB Galvan,,46,86.00,"$3,107",2,1,50%
178,179,Ayslan Jeferson,,45.33,84.33,"$1,731",31,3,9.68%
179,180,Lane Mellers,,44.50,80.67,"$2,128",11,3,27.27%
180,181,Boogie Marquez,,43,82.33,"$1,310",22,3,13.64%
181,182,Chaster Pereira,,42,87.83,$521,8,3,37.50%
182,183,Lucas Divino,,41.50,81.75,"$1,540",8,3,37.50%
183,184,Philippi Braga,,41,82.33,"$1,644",12,3,25%
184,184,Jeter Lawrence,,41,85.50,"$3,375",12,2,16.67%
185,186,Dionatan Pereira,,40.50,83.38,$152,8,4,50%
186,187,Bruin Bradshaw,,40,80.50,$982,8,2,25%
187,187,Rovilson Pereira,,40,81.94,$205,7,4,57.14%
188,189,Ricky Aguiar,,39,83.17,"$3,110",10,3,30%
189,189,William Wright,,39,79.50,"$1,663",13,2,15.38%
190,189,Alvaro da Cunha,,39,74.10,$196,8,5,62.50%
191,192,Matt Allgood,,38,71.00,"$1,380",18,3,16.67%
192,192,Kane Taylor,,38,80.75,"$1,823",19,4,21.05%
193,192,Max Castro,,38,84.00,"$4,475",13,1,7.69%
194,192,Stetson Lewis,,38,81.50,"$2,040",3,1,33.33%
195,196,Keith Hall,,37.83,82.83,"$2,018",12,3,25%
196,197,Alex Cardozo,,36.50,81.67,"$1,517",11,3,27.27%
197,198,Billy Stephenson,,36,87.00,"$2,941",6,1,16.67%
198,199,Jack Keats,,35,79.17,"$1,814",16,3,18.75%
199,199,Vanderson dos Santos,,35,87.00,$366,3,2,66.67%
200,201,Jadon Hayes,,34.50,57.00,$953,7,2,28.57%
201,202,Wyatt Moulton,,34,85.00,"$1,120",8,1,12.50%
202,203,Alvin Detweiler,,33,81.50,"$1,122",9,1,11.11%
203,203,Ismael da Silva,,33,83.67,$298,4,3,75%
204,203,Sebastião Moreira,,33,80.58,$873,4,3,75%
205,203,Mateus Felipe Ferreira,,33,84.00,$139,4,3,75%
206,203,Justin Wilcken,,33,85.00,"$2,481",4,1,25%
207,208,Marcos Menezes,,32.50,81.58,$146,5,3,60%
208,208,Ronaldo Santos Jr.,,32.50,87.75,"$1,303",4,2,50%
209,210,Denton Fugate,,32.33,85.00,"$2,431",2,2,100%
210,211,Storm Howard,,32,82.00,"$1,007",11,1,9.09%
211,212,Brady Oleson,,31,84.00,"$1,151",8,2,25%
212,213,Bruno Vieira,,30,86.25,$681,4,2,50%
213,214,Paulo de Matos,,29.50,82.67,$216,4,3,75%
214,214,Anthony Lyons,,29.50,82.00,"$2,528",7,1,14.29%
215,216,Wade Marshall,,29,80.00,$643,16,1,6.25%
216,216,Gilvan Freitas,,29,82.17,$154,4,3,75%
217,218,Lane Lasley,,28,81.75,"$1,622",5,2,40%
218,219,Eikson Pereira,,27.50,75.50,$671,4,4,100%
219,219,Albert Lebaron,,27.50,84.50,"$2,296",32,1,3.13%
220,221,João Ricardo Vieira,,27.33,81.83,$832,6,3,50%
221,222,Aaron Williams,,26,84.50,"$1,985",2,1,50%
222,222,Jason Landing,,26,78.00,$551,13,1,7.69%
223,222,Perry Schrock,,26,81.00,$687,6,1,16.67%
224,222,Gabriel Honorato,,26,73.00,"$1,280",4,1,25%
225,222,Beau Gardner,,26,87.00,"$1,526",2,1,50%
226,227,Alexandre Rocha,,25.50,80.33,$0,4,3,75%
227,228,Douglas Franco,,25,83.25,$527,18,2,11.11%
228,228,Ramon Fiorini,,25,87.25,$304,4,2,50%
229,228,Jhoeslley dos Santos,,25,84.38,$401,5,2,40%
230,228,Arisson Pereira,,25,84.75,$334,4,2,50%
231,232,Dalton Davis,,24,83.50,"$1,027",5,1,20%
232,233,Micheal Ostashek,,23.50,80.33,"$2,143",21,3,14.29%
233,234,Brandon Ballard,,23,71.00,$526,7,2,28.57%
234,234,Evan Betony,,23,83.00,$820,3,1,33.33%
235,236,Marco Eguchi,,22,81.50,$59,5,2,40%
236,236,McCoy Morton,,22,83.50,"$1,531",2,1,50%
237,238,Flavio Zivieri,,21,82.00,$462,5,1,20%
238,238,Lucas Felix,,21,72.50,"$1,224",4,1,25%
239,240,Roque Palermo,,20.50,82.38,$0,5,2,40%
240,241,Kyler Oliver,,20,84.50,"$1,326",3,1,33.33%
241,242,Dalton Kasel,,19.50,87.00,$309,3,1,33.33%
242,243,Marcus Mast,,19,81.75,"$1,411",3,2,66.67%
243,243,Paulo Ferreira Lima,,19,81.00,$0,5,1,20%
244,243,Marcus Brubacker,,19,81.50,$520,4,1,25%
245,243,Carlos Moura,,19,77.25,$57,3,2,66.67%
246,243,João Henrique Gomes,,19,85.25,$0,3,2,66.67%
247,248,Dan Ruhland,,18.33,81.00,$502,12,1,8.33%
248,248,Peyton Tallant,,18.33,85.50,$945,2,1,50%
249,250,Heitor Teodoro,,18,75.17,$0,4,3,75%
250,250,Marco Rizzo,,18,83.25,$0,9,2,22.22%
251,250,Orivaldo Vieira,,18,79.75,$50,4,2,50%
252,250,Marcus Vinicius Souza,,18,85.50,$0,4,2,50%
253,250,Deivid de Souza,,18,79.00,$0,3,2,66.67%
254,250,Marcos de Oliveira,,18,80.00,$11,3,2,66.67%
255,256,Ruan Barbosa,,17.50,81.88,$52,6,2,33.33%
256,256,Daniel Arantes,,17.50,80.25,$52,3,2,66.67%
257,258,Eduardo de Oliveira,,17,84.50,$376,12,1,8.33%
258,258,Tyce Willis,,17,85.50,$830,4,1,25%
259,258,Eder Barbosa,,17,81.00,$0,10,1,10%
260,258,Toby Leake,,17,81.50,$117,18,1,5.56%
261,258,Tanner Skene,,17,82.00,"$1,185",17,1,5.88%
262,258,Luis Fernando Costa,,17,83.25,$0,4,2,50%
263,258,Lucas Aráujo,,17,73.50,$0,4,2,50%
264,258,Paulo Henrique de Oliveira,,17,77.50,$18,3,2,66.67%
265,266,Junio Quaresima,,16.50,86.00,$606,11,1,9.09%
266,266,Dantey Eldridge,,16.50,86.00,$601,7,1,14.29%
267,268,Cimarron Rucker,,16,80.00,$503,2,1,50%
268,268,Weston Hartman,,16,81.75,$0,14,2,14.29%
269,268,Marcos Felipe Santos Silva,,16,72.50,$0,18,2,11.11%
270,268,Romario Domingos,,16,73.75,$0,3,2,66.67%
271,268,Laramie Craigen,,16,80.00,$0,9,1,11.11%
272,268,Willian de Souza,,16,84.00,$532,5,1,20%
273,274,Casey Roberts,,15,86.00,$923,7,1,14.29%
274,274,Mason Moody,,15,81.00,$610,4,1,25%
275,274,Kyle Jones,,15,80.50,$502,4,1,25%
276,274,Cody Brewer,,15,80.50,$502,17,1,5.88%
277,274,Júlio Félix,,15,78.25,$0,3,2,66.67%
278,274,Kobe Whitford,,15,83.00,$0,3,1,33.33%
279,274,Ayden Dale,,15,79.50,$512,2,1,50%
280,281,Luke Parkinson,,14,82.00,$333,7,1,14.29%
281,281,Beau Willis,,14,85.50,$843,9,1,11.11%
282,281,Gabriel Thiago Da Silva,,14,60.00,$660,3,1,33.33%
283,281,Dalan Duncan,,14,81.50,$414,2,1,50%
284,285,Marco Antonio Gloria,,13.33,82.00,$337,5,1,20%
285,286,Dayer Da Costa,,13,79.50,$313,2,1,50%
286,286,Alex Jenks,,13,86.00,$802,20,1,5%
287,286,Tyson Thue,,13,83.00,$672,6,1,16.67%
288,286,Daniel de Lima,,13,85.00,$0,3,1,33.33%
289,286,Rafael Silvio de Oliveira,,13,87.50,$223,3,1,33.33%
290,291,Riley Eade,,12.50,79.50,$0,9,2,22.22%
291,291,Wéverton Alves,,12.50,83.50,$0,3,1,33.33%
292,293,Leonardo Lima,,12,80.50,$310,13,1,7.69%
293,293,Marcos Rogério Ferreira,,12,78.25,$50,4,2,50%
294,293,Collin Williams,,12,80.50,$139,19,1,5.26%
295,293,Varnei José Santana Junio,,12,64.00,$295,6,1,16.67%
296,293,José Roberto Silva,,12,87.00,$124,7,1,14.29%
297,293,Bryant Osborne,,12,80.00,$257,3,1,33.33%
298,293,Leonardo Palata,,12,86.00,$0,3,1,33.33%
299,293,Wisney Oliveira,,12,85.00,$236,3,1,33.33%
300,293,Dalton Sanchez,,12,82.00,$242,2,1,50%
301,302,Brody Woodard,,11.50,84.50,$457,6,1,16.67%
302,302,Maverick Smith,,11.50,85.50,$138,3,1,33.33%
303,304,Samuel Lourenço,,11.33,76.50,$18,4,2,50%
304,305,Lucas Rafael Ribeiro,,10.50,86.00,$41,7,1,14.29%
305,305,Marcos Rosa da Silva,,10.50,87.50,$37,4,1,25%
306,307,Casey Coulter,,10,83.00,$0,6,1,16.67%
307,307,Dakota Eagleburger,,10,84.00,$0,5,1,20%
308,307,Italo Aguilar,,10,77.00,$0,11,2,18.18%
309,307,River Stephenson,,10,78.50,$165,5,1,20%
310,307,Orrin Marshall,,10,80.50,$131,6,1,16.67%
311,307,Kade McDonald,,10,81.00,$196,11,1,9.09%
312,307,Wyatt Norstegaard,,10,81.00,$0,3,1,33.33%
313,307,João Marcelo Marrafon,,10,86.25,$0,3,1,33.33%
314,307,Ethan Skogquist,,10,82.50,$100,1,1,100%
315,316,João Henrique Lucas,,9.66,81.50,$0,2,1,50%
316,317,Willian Peres Ribeiro,,9.50,85.50,$28,4,1,25%
317,318,Tyson Salmon,,9,79.00,$0,21,1,4.76%
318,318,Darryl McPherson,,9,78.50,$0,10,1,10%
319,318,Isaac Leclair,,9,79.50,$0,7,1,14.29%
320,318,Gledson dos Reis,,9,83.00,$53,3,1,33.33%
321,318,Paulo dos Santos,,9,81.00,$0,3,1,33.33%
322,318,Edgard Costa,,9,86.50,$0,4,1,25%
323,318,Guytin Tsosie,,9,79.00,$0,2,1,50%
324,318,Pedro Henrique da Silva,,9,83.50,$0,3,1,33.33%
325,318,Antonio Frederico Calcagni,,9,86.50,$11,3,1,33.33%
326,327,Jose Vitor Leme,,8.50,86.50,$0,3,1,33.33%
327,328,Tell Jacobs,,8,42.00,$677,22,1,4.55%
328,328,Adriano Neves dos Santos,,8,78.00,$11,3,1,33.33%
329,328,Joao Paulo Moreira,,8,77.50,$0,4,1,25%
330,328,Geovani do Nascimento,,8,85.50,$0,3,1,33.33%
331,332,Clay Hall,,7,74.50,$0,7,1,14.29%
332,332,Richard Fernandes,,7,75.50,$0,3,1,33.33%
333,332,Elton dos Santos,,7,76.00,$0,3,1,33.33%
334,332,Matheus de Souza,,7,72.00,$0,3,1,33.33%
335,332,Tayson Batista,,7,74.00,$0,3,1,33.33%
336,332,Luís Gustavo Borse,,7,74.50,$0,3,1,33.33%
337,332,David Pinheiro,,7,76.50,$0,3,1,33.33%
338,332,Tales Xavier,,7,78.25,$0,2,1,50%
339,340,Afonso Quintino,,6,65.50,$0,4,1,25%
340,341,Tim Lipsett,,3,76.50,$179,11,1,9.09%
341,342,Dakota Louis,,2,76.00,$0,4,1,25%
342,342,Justin Ethridge,,2,76.00,$0,8,1,12.50%
343,342,Ely Linder,,2,76.00,$0,4,1,25%
344,345,Jake Maher,,1,20.00,$0,30,1,3.33%
345,345,Jackson Field,,1,74.00,$0,18,1,5.56%
346,347,Rafael Jose de Brito,,0,0.00,$0,3,0,0%
347,347,Junior Patrik Souza,,0,0.00,$0,4,0,0%
348,347,Lucas Fideles Souza,,0,0.00,$0,1,0,0%
349,347,Alex Marcilio,,0,0.00,$0,3,0,0%
350,347,Sterling Furr,,0,0.00,$0,4,0,0%
351,347,Santiago Castellanos,,0,0.00,$0,2,0,0%
352,347,Paulo Souza,,0,0.00,$0,4,0,0%
353,347,Koltin Hevalow,,0,0.00,$0,7,0,0%
354,347,Felipe Nogueira,,0,0.00,$0,6,0,0%
355,347,Kyle Eaton,,0,0.00,$0,7,0,0%
356,347,Kade Alberty,,0,0.00,$0,1,0,0%
357,347,Lane Nelson,,0,0.00,$0,1,0,0%
358,347,Ben Moran,,0,0.00,$0,8,0,0%
359,347,Lane Nobles,,0,0.00,$0,1,0,0%
360,347,Jaquez Antonio,,0,0.00,$0,1,0,0%
361,347,Rodolfo Alves,,0,0.00,$0,2,0,0%
362,347,Jake Morinec,,0,0.00,$0,2,0,0%
363,347,Gerald Eash,,0,0.00,$0,5,0,0%
364,347,Trefor Sproule,,0,0.00,$0,2,0,0%
365,347,Brayan Alvarez Pena,,0,0.00,$0,3,0,0%
366,347,Eduardo Matos,,0,0.00,$0,1,0,0%
367,347,Dustin Martinez,,0,0.00,$0,4,0,0%
368,347,Mason Ward,,0,0.00,$0,3,0,0%
369,347,João Marcelo Santos,,0,0.00,$0,1,0,0%
370,347,Josh Stepp,,0,0.00,$0,4,0,0%
371,347,Matt Triplett,,0,0.00,$0,2,0,0%
372,347,Keaton Martz,,0,0.00,$0,21,0,0%
373,347,Thomas Hudson,,0,0.00,$0,23,0,0%
374,347,Brumby Brandenburg,,0,0.00,$0,23,0,0%
375,347,Matt Oliver,,0,0.00,$0,8,0,0%
376,347,Edgardo Figueroa,,0,0.00,$0,8,0,0%
377,347,Carter Sahli,,0,0.00,$0,6,0,0%
378,347,Beau Caplinger,,0,0.00,$0,8,0,0%
379,347,Cody Nance,,0,0.00,$0,9,0,0%
380,347,Colt Robinson,,0,0.00,$0,7,0,0%
381,347,Jono Couling,,0,0.00,$0,9,0,0%
382,347,Marcio Lima,,0,0.00,$0,4,0,0%
383,347,Elijah Gordon,,0,0.00,$0,7,0,0%
384,347,Joseph Vazquez,,0,0.00,$0,7,0,0%
385,347,Nigel Coates,,0,0.00,$0,6,0,0%
386,347,Paulo Maciel Neto,,0,0.00,$0,4,0,0%
387,347,Joe Down,,0,0.00,$0,8,0,0%
388,347,Chason Brookshire,,0,0.00,$0,3,0,0%
389,347,Brady Turgeon,,0,0.00,$0,6,0,0%
390,347,Jett Lambert,,0,0.00,$0,3,0,0%
391,347,J.T. Moore,,0,0.00,$0,6,0,0%
392,347,Eloisio Boaventura,,0,0.00,$0,4,0,0%
393,347,Justin Hendrix,,0,0.00,$0,3,0,0%
394,347,Hunter Ball,,0,0.00,$0,5,0,0%
395,347,Fernando da Conceicao,,0,0.00,$0,4,0,0%
396,347,Jared Avina,,0,0.00,$0,5,0,0%
397,347,Cole Young,,0,0.00,$0,4,0,0%
398,347,Wyatt Milgate,,0,0.00,$0,4,0,0%
399,347,Alex Koberstein,,0,0.00,$0,3,0,0%
400,347,Clay Gordon,,0,0.00,$0,3,0,0%
401,347,Chance Thomas,,0,0.00,$0,5,0,0%
402,347,Adrian Stackhouse,,0,0.00,$0,5,0,0%
403,347,Dugan Black,,0,0.00,$0,3,0,0%
404,347,Cole Wagner,,0,0.00,$0,2,0,0%
405,347,Kody Cox,,0,0.00,$0,4,0,0%
406,347,Will Loomis,,0,0.00,$500,4,0,0%
407,347,Allen Burkholder,,0,0.00,$0,3,0,0%
408,347,Marco Ortiz,,0,0.00,$0,4,0,0%
409,347,Dillon Whitesel,,0,0.00,$0,2,0,0%
410,347,Cole Troendle,,0,0.00,$0,4,0,0%
411,347,Dakota Cornelius,,0,0.00,$0,3,0,0%
412,347,Reed Duncan,,0,0.00,$0,2,0,0%
413,347,Damon Tritthart,,0,0.00,$0,4,0,0%
