,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
0,1,Fabrício Gomes,,0,83.17,"$7,035",3,3,100%
1,1,Cassio Dias,,0,83.08,"$4,060",3,3,100%
2,1,Wingson Henrique da Silva,,0,80.58,"$2,205",3,3,100%
3,1,Rafael Barbosa,,0,76.58,"$3,115",3,3,100%
4,1,Andrei Scoparo,,0,85.83,"$10,185",3,3,100%
5,1,João Lucas Campos,,0,80.00,$735,3,2,66.67%
6,1,Arthur Antonialle,,0,86.13,"$2,800",3,2,66.67%
7,1,Leandro Machado,,0,84.00,$980,3,2,66.67%
8,1,Lucas Martins Costa,,0,85.25,$945,3,1,33.33%
9,1,Caic Cassio Carvalho,,0,82.00,$0,2,1,50%
10,1,Aldo Mariano,,0,85.00,$117,2,1,50%
11,1,Bruno Carvalho,,0,68.75,$0,2,1,50%
12,1,Alex Junior da Silva,,0,84.75,$350,2,1,50%
13,1,Romario Leite,,0,86.00,"$1,540",3,1,33.33%
14,1,Daniel de Lima,,0,83.50,$0,2,1,50%
15,1,José Neto,,0,71.25,$0,2,1,50%
16,1,Roberto Carlos Vieira Junior,,0,85.00,$117,2,1,50%
17,1,Douglas Aparecido da Silva,,0,78.50,$0,2,1,50%
18,1,Cladson Rodolfo,,0,81.75,$0,2,1,50%
19,1,Bruno Scaranello,,0,81.00,$0,2,1,50%
20,1,Ayslan Jeferson,,0,85.00,$700,2,1,50%
21,1,Felipe Furlan,,0,85.00,$117,2,1,50%
22,1,Geovani do Nascimento,,0,80.50,$0,2,1,50%
23,1,Arisson Pereira,,0,0.00,$0,2,0,0%
24,1,Henrique Bueno,,0,0.00,$0,2,0,0%
25,1,Lucas Luan da Silva,,0,0.00,$0,1,0,0%
26,1,Samuel Thiago,,0,0.00,$0,2,0,0%
27,1,Sandro Batista,,0,0.00,$0,2,0,0%
28,1,Bruno Roberto,,0,0.00,$0,2,0,0%
29,1,Pablo Rodrigues Gomes,,0,0.00,$0,2,0,0%
